Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001
"060372400103","15000US060372400103","Block Group 3, Census Tract 2400.10, Los Angeles County, California","Block Group 3, Census Tract 2400.10, Los Angeles County, California","CA","150","00","ACSSF","0029152",,,,,"06","037",,,,"240010","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39754
"060372400201","15000US060372400201","Block Group 1, Census Tract 2400.20, Los Angeles County, California","Block Group 1, Census Tract 2400.20, Los Angeles County, California","CA","150","00","ACSSF","0029153",,,,,"06","037",,,,"240020","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48370
"060372400202","15000US060372400202","Block Group 2, Census Tract 2400.20, Los Angeles County, California","Block Group 2, Census Tract 2400.20, Los Angeles County, California","CA","150","00","ACSSF","0029154",,,,,"06","037",,,,"240020","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39954
"060372400203","15000US060372400203","Block Group 3, Census Tract 2400.20, Los Angeles County, California","Block Group 3, Census Tract 2400.20, Los Angeles County, California","CA","150","00","ACSSF","0029155",,,,,"06","037",,,,"240020","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31691
"060372402001","15000US060372402001","Block Group 1, Census Tract 2402, Los Angeles County, California","Block Group 1, Census Tract 2402, Los Angeles County, California","CA","150","00","ACSSF","0029156",,,,,"06","037",,,,"240200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20604
"060372402002","15000US060372402002","Block Group 2, Census Tract 2402, Los Angeles County, California","Block Group 2, Census Tract 2402, Los Angeles County, California","CA","150","00","ACSSF","0029157",,,,,"06","037",,,,"240200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51058
"060372402003","15000US060372402003","Block Group 3, Census Tract 2402, Los Angeles County, California","Block Group 3, Census Tract 2402, Los Angeles County, California","CA","150","00","ACSSF","0029158",,,,,"06","037",,,,"240200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31641
"060372403001","15000US060372403001","Block Group 1, Census Tract 2403, Los Angeles County, California","Block Group 1, Census Tract 2403, Los Angeles County, California","CA","150","00","ACSSF","0029159",,,,,"06","037",,,,"240300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38558
"060372403002","15000US060372403002","Block Group 2, Census Tract 2403, Los Angeles County, California","Block Group 2, Census Tract 2403, Los Angeles County, California","CA","150","00","ACSSF","0029160",,,,,"06","037",,,,"240300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22665
"060372403003","15000US060372403003","Block Group 3, Census Tract 2403, Los Angeles County, California","Block Group 3, Census Tract 2403, Los Angeles County, California","CA","150","00","ACSSF","0029161",,,,,"06","037",,,,"240300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26355
"060372403004","15000US060372403004","Block Group 4, Census Tract 2403, Los Angeles County, California","Block Group 4, Census Tract 2403, Los Angeles County, California","CA","150","00","ACSSF","0029162",,,,,"06","037",,,,"240300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34947
"060372404011","15000US060372404011","Block Group 1, Census Tract 2404.01, Los Angeles County, California","Block Group 1, Census Tract 2404.01, Los Angeles County, California","CA","150","00","ACSSF","0029163",,,,,"06","037",,,,"240401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40224
"060372404012","15000US060372404012","Block Group 2, Census Tract 2404.01, Los Angeles County, California","Block Group 2, Census Tract 2404.01, Los Angeles County, California","CA","150","00","ACSSF","0029164",,,,,"06","037",,,,"240401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27078
"060372404013","15000US060372404013","Block Group 3, Census Tract 2404.01, Los Angeles County, California","Block Group 3, Census Tract 2404.01, Los Angeles County, California","CA","150","00","ACSSF","0029165",,,,,"06","037",,,,"240401","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38230
"060372404021","15000US060372404021","Block Group 1, Census Tract 2404.02, Los Angeles County, California","Block Group 1, Census Tract 2404.02, Los Angeles County, California","CA","150","00","ACSSF","0029166",,,,,"06","037",,,,"240402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49045
"060372404022","15000US060372404022","Block Group 2, Census Tract 2404.02, Los Angeles County, California","Block Group 2, Census Tract 2404.02, Los Angeles County, California","CA","150","00","ACSSF","0029167",,,,,"06","037",,,,"240402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29518
"060372404023","15000US060372404023","Block Group 3, Census Tract 2404.02, Los Angeles County, California","Block Group 3, Census Tract 2404.02, Los Angeles County, California","CA","150","00","ACSSF","0029168",,,,,"06","037",,,,"240402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24114
"060372405001","15000US060372405001","Block Group 1, Census Tract 2405, Los Angeles County, California","Block Group 1, Census Tract 2405, Los Angeles County, California","CA","150","00","ACSSF","0029169",,,,,"06","037",,,,"240500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34558
"060372405002","15000US060372405002","Block Group 2, Census Tract 2405, Los Angeles County, California","Block Group 2, Census Tract 2405, Los Angeles County, California","CA","150","00","ACSSF","0029170",,,,,"06","037",,,,"240500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41852
"060372405003","15000US060372405003","Block Group 3, Census Tract 2405, Los Angeles County, California","Block Group 3, Census Tract 2405, Los Angeles County, California","CA","150","00","ACSSF","0029171",,,,,"06","037",,,,"240500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35737
"060372405004","15000US060372405004","Block Group 4, Census Tract 2405, Los Angeles County, California","Block Group 4, Census Tract 2405, Los Angeles County, California","CA","150","00","ACSSF","0029172",,,,,"06","037",,,,"240500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26158
"060372406001","15000US060372406001","Block Group 1, Census Tract 2406, Los Angeles County, California","Block Group 1, Census Tract 2406, Los Angeles County, California","CA","150","00","ACSSF","0029173",,,,,"06","037",,,,"240600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53572
"060372406002","15000US060372406002","Block Group 2, Census Tract 2406, Los Angeles County, California","Block Group 2, Census Tract 2406, Los Angeles County, California","CA","150","00","ACSSF","0029174",,,,,"06","037",,,,"240600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74477
"060372406003","15000US060372406003","Block Group 3, Census Tract 2406, Los Angeles County, California","Block Group 3, Census Tract 2406, Los Angeles County, California","CA","150","00","ACSSF","0029175",,,,,"06","037",,,,"240600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29443
"060372406004","15000US060372406004","Block Group 4, Census Tract 2406, Los Angeles County, California","Block Group 4, Census Tract 2406, Los Angeles County, California","CA","150","00","ACSSF","0029176",,,,,"06","037",,,,"240600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28505
"060372407001","15000US060372407001","Block Group 1, Census Tract 2407, Los Angeles County, California","Block Group 1, Census Tract 2407, Los Angeles County, California","CA","150","00","ACSSF","0029177",,,,,"06","037",,,,"240700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21722
"060372407002","15000US060372407002","Block Group 2, Census Tract 2407, Los Angeles County, California","Block Group 2, Census Tract 2407, Los Angeles County, California","CA","150","00","ACSSF","0029178",,,,,"06","037",,,,"240700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24711
"060372407003","15000US060372407003","Block Group 3, Census Tract 2407, Los Angeles County, California","Block Group 3, Census Tract 2407, Los Angeles County, California","CA","150","00","ACSSF","0029179",,,,,"06","037",,,,"240700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47396
"060372407004","15000US060372407004","Block Group 4, Census Tract 2407, Los Angeles County, California","Block Group 4, Census Tract 2407, Los Angeles County, California","CA","150","00","ACSSF","0029180",,,,,"06","037",,,,"240700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45980
"060372407005","15000US060372407005","Block Group 5, Census Tract 2407, Los Angeles County, California","Block Group 5, Census Tract 2407, Los Angeles County, California","CA","150","00","ACSSF","0029181",,,,,"06","037",,,,"240700","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63927
"060372408001","15000US060372408001","Block Group 1, Census Tract 2408, Los Angeles County, California","Block Group 1, Census Tract 2408, Los Angeles County, California","CA","150","00","ACSSF","0029182",,,,,"06","037",,,,"240800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22582
"060372408002","15000US060372408002","Block Group 2, Census Tract 2408, Los Angeles County, California","Block Group 2, Census Tract 2408, Los Angeles County, California","CA","150","00","ACSSF","0029183",,,,,"06","037",,,,"240800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35821
"060372408003","15000US060372408003","Block Group 3, Census Tract 2408, Los Angeles County, California","Block Group 3, Census Tract 2408, Los Angeles County, California","CA","150","00","ACSSF","0029184",,,,,"06","037",,,,"240800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29717
"060372409001","15000US060372409001","Block Group 1, Census Tract 2409, Los Angeles County, California","Block Group 1, Census Tract 2409, Los Angeles County, California","CA","150","00","ACSSF","0029185",,,,,"06","037",,,,"240900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57967
"060372409002","15000US060372409002","Block Group 2, Census Tract 2409, Los Angeles County, California","Block Group 2, Census Tract 2409, Los Angeles County, California","CA","150","00","ACSSF","0029186",,,,,"06","037",,,,"240900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43027
"060372409003","15000US060372409003","Block Group 3, Census Tract 2409, Los Angeles County, California","Block Group 3, Census Tract 2409, Los Angeles County, California","CA","150","00","ACSSF","0029187",,,,,"06","037",,,,"240900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31977
"060372409004","15000US060372409004","Block Group 4, Census Tract 2409, Los Angeles County, California","Block Group 4, Census Tract 2409, Los Angeles County, California","CA","150","00","ACSSF","0029188",,,,,"06","037",,,,"240900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37098
"060372409005","15000US060372409005","Block Group 5, Census Tract 2409, Los Angeles County, California","Block Group 5, Census Tract 2409, Los Angeles County, California","CA","150","00","ACSSF","0029189",,,,,"06","037",,,,"240900","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26741
"060372410011","15000US060372410011","Block Group 1, Census Tract 2410.01, Los Angeles County, California","Block Group 1, Census Tract 2410.01, Los Angeles County, California","CA","150","00","ACSSF","0029190",,,,,"06","037",,,,"241001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29858
"060372410012","15000US060372410012","Block Group 2, Census Tract 2410.01, Los Angeles County, California","Block Group 2, Census Tract 2410.01, Los Angeles County, California","CA","150","00","ACSSF","0029191",,,,,"06","037",,,,"241001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31161
"060372410013","15000US060372410013","Block Group 3, Census Tract 2410.01, Los Angeles County, California","Block Group 3, Census Tract 2410.01, Los Angeles County, California","CA","150","00","ACSSF","0029192",,,,,"06","037",,,,"241001","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43763
"060372410021","15000US060372410021","Block Group 1, Census Tract 2410.02, Los Angeles County, California","Block Group 1, Census Tract 2410.02, Los Angeles County, California","CA","150","00","ACSSF","0029193",,,,,"06","037",,,,"241002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56732
"060372410022","15000US060372410022","Block Group 2, Census Tract 2410.02, Los Angeles County, California","Block Group 2, Census Tract 2410.02, Los Angeles County, California","CA","150","00","ACSSF","0029194",,,,,"06","037",,,,"241002","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32565
"060372410023","15000US060372410023","Block Group 3, Census Tract 2410.02, Los Angeles County, California","Block Group 3, Census Tract 2410.02, Los Angeles County, California","CA","150","00","ACSSF","0029195",,,,,"06","037",,,,"241002","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50890
"060372411101","15000US060372411101","Block Group 1, Census Tract 2411.10, Los Angeles County, California","Block Group 1, Census Tract 2411.10, Los Angeles County, California","CA","150","00","ACSSF","0029196",,,,,"06","037",,,,"241110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37622
"060372411102","15000US060372411102","Block Group 2, Census Tract 2411.10, Los Angeles County, California","Block Group 2, Census Tract 2411.10, Los Angeles County, California","CA","150","00","ACSSF","0029197",,,,,"06","037",,,,"241110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26648
"060372411201","15000US060372411201","Block Group 1, Census Tract 2411.20, Los Angeles County, California","Block Group 1, Census Tract 2411.20, Los Angeles County, California","CA","150","00","ACSSF","0029198",,,,,"06","037",,,,"241120","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18763
"060372411202","15000US060372411202","Block Group 2, Census Tract 2411.20, Los Angeles County, California","Block Group 2, Census Tract 2411.20, Los Angeles County, California","CA","150","00","ACSSF","0029199",,,,,"06","037",,,,"241120","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36125
"060372411203","15000US060372411203","Block Group 3, Census Tract 2411.20, Los Angeles County, California","Block Group 3, Census Tract 2411.20, Los Angeles County, California","CA","150","00","ACSSF","0029200",,,,,"06","037",,,,"241120","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49800
"060372411204","15000US060372411204","Block Group 4, Census Tract 2411.20, Los Angeles County, California","Block Group 4, Census Tract 2411.20, Los Angeles County, California","CA","150","00","ACSSF","0029201",,,,,"06","037",,,,"241120","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34910
"060372412011","15000US060372412011","Block Group 1, Census Tract 2412.01, Los Angeles County, California","Block Group 1, Census Tract 2412.01, Los Angeles County, California","CA","150","00","ACSSF","0029202",,,,,"06","037",,,,"241201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36263
"060372412012","15000US060372412012","Block Group 2, Census Tract 2412.01, Los Angeles County, California","Block Group 2, Census Tract 2412.01, Los Angeles County, California","CA","150","00","ACSSF","0029203",,,,,"06","037",,,,"241201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39680
"060372412013","15000US060372412013","Block Group 3, Census Tract 2412.01, Los Angeles County, California","Block Group 3, Census Tract 2412.01, Los Angeles County, California","CA","150","00","ACSSF","0029204",,,,,"06","037",,,,"241201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39287
"060372412021","15000US060372412021","Block Group 1, Census Tract 2412.02, Los Angeles County, California","Block Group 1, Census Tract 2412.02, Los Angeles County, California","CA","150","00","ACSSF","0029205",,,,,"06","037",,,,"241202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44194
"060372412022","15000US060372412022","Block Group 2, Census Tract 2412.02, Los Angeles County, California","Block Group 2, Census Tract 2412.02, Los Angeles County, California","CA","150","00","ACSSF","0029206",,,,,"06","037",,,,"241202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31980
"060372412023","15000US060372412023","Block Group 3, Census Tract 2412.02, Los Angeles County, California","Block Group 3, Census Tract 2412.02, Los Angeles County, California","CA","150","00","ACSSF","0029207",,,,,"06","037",,,,"241202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60895
"060372412024","15000US060372412024","Block Group 4, Census Tract 2412.02, Los Angeles County, California","Block Group 4, Census Tract 2412.02, Los Angeles County, California","CA","150","00","ACSSF","0029208",,,,,"06","037",,,,"241202","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18396
"060372412025","15000US060372412025","Block Group 5, Census Tract 2412.02, Los Angeles County, California","Block Group 5, Census Tract 2412.02, Los Angeles County, California","CA","150","00","ACSSF","0029209",,,,,"06","037",,,,"241202","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61238
"060372413001","15000US060372413001","Block Group 1, Census Tract 2413, Los Angeles County, California","Block Group 1, Census Tract 2413, Los Angeles County, California","CA","150","00","ACSSF","0029210",,,,,"06","037",,,,"241300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26503
"060372413002","15000US060372413002","Block Group 2, Census Tract 2413, Los Angeles County, California","Block Group 2, Census Tract 2413, Los Angeles County, California","CA","150","00","ACSSF","0029211",,,,,"06","037",,,,"241300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32596
"060372414001","15000US060372414001","Block Group 1, Census Tract 2414, Los Angeles County, California","Block Group 1, Census Tract 2414, Los Angeles County, California","CA","150","00","ACSSF","0029212",,,,,"06","037",,,,"241400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37539
"060372414002","15000US060372414002","Block Group 2, Census Tract 2414, Los Angeles County, California","Block Group 2, Census Tract 2414, Los Angeles County, California","CA","150","00","ACSSF","0029213",,,,,"06","037",,,,"241400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52530
"060372420001","15000US060372420001","Block Group 1, Census Tract 2420, Los Angeles County, California","Block Group 1, Census Tract 2420, Los Angeles County, California","CA","150","00","ACSSF","0029214",,,,,"06","037",,,,"242000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61139
"060372420002","15000US060372420002","Block Group 2, Census Tract 2420, Los Angeles County, California","Block Group 2, Census Tract 2420, Los Angeles County, California","CA","150","00","ACSSF","0029215",,,,,"06","037",,,,"242000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40098
"060372420003","15000US060372420003","Block Group 3, Census Tract 2420, Los Angeles County, California","Block Group 3, Census Tract 2420, Los Angeles County, California","CA","150","00","ACSSF","0029216",,,,,"06","037",,,,"242000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065
"060372421001","15000US060372421001","Block Group 1, Census Tract 2421, Los Angeles County, California","Block Group 1, Census Tract 2421, Los Angeles County, California","CA","150","00","ACSSF","0029217",,,,,"06","037",,,,"242100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13459
"060372422001","15000US060372422001","Block Group 1, Census Tract 2422, Los Angeles County, California","Block Group 1, Census Tract 2422, Los Angeles County, California","CA","150","00","ACSSF","0029218",,,,,"06","037",,,,"242200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61621
"060372422002","15000US060372422002","Block Group 2, Census Tract 2422, Los Angeles County, California","Block Group 2, Census Tract 2422, Los Angeles County, California","CA","150","00","ACSSF","0029219",,,,,"06","037",,,,"242200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72505
"060372422003","15000US060372422003","Block Group 3, Census Tract 2422, Los Angeles County, California","Block Group 3, Census Tract 2422, Los Angeles County, California","CA","150","00","ACSSF","0029220",,,,,"06","037",,,,"242200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33517
"060372422004","15000US060372422004","Block Group 4, Census Tract 2422, Los Angeles County, California","Block Group 4, Census Tract 2422, Los Angeles County, California","CA","150","00","ACSSF","0029221",,,,,"06","037",,,,"242200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32143
"060372423001","15000US060372423001","Block Group 1, Census Tract 2423, Los Angeles County, California","Block Group 1, Census Tract 2423, Los Angeles County, California","CA","150","00","ACSSF","0029222",,,,,"06","037",,,,"242300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39153
"060372423002","15000US060372423002","Block Group 2, Census Tract 2423, Los Angeles County, California","Block Group 2, Census Tract 2423, Los Angeles County, California","CA","150","00","ACSSF","0029223",,,,,"06","037",,,,"242300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43914
"060372423003","15000US060372423003","Block Group 3, Census Tract 2423, Los Angeles County, California","Block Group 3, Census Tract 2423, Los Angeles County, California","CA","150","00","ACSSF","0029224",,,,,"06","037",,,,"242300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46781
"060372426001","15000US060372426001","Block Group 1, Census Tract 2426, Los Angeles County, California","Block Group 1, Census Tract 2426, Los Angeles County, California","CA","150","00","ACSSF","0029225",,,,,"06","037",,,,"242600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14552
"060372426002","15000US060372426002","Block Group 2, Census Tract 2426, Los Angeles County, California","Block Group 2, Census Tract 2426, Los Angeles County, California","CA","150","00","ACSSF","0029226",,,,,"06","037",,,,"242600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12866
"060372426003","15000US060372426003","Block Group 3, Census Tract 2426, Los Angeles County, California","Block Group 3, Census Tract 2426, Los Angeles County, California","CA","150","00","ACSSF","0029227",,,,,"06","037",,,,"242600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20744
"060372427001","15000US060372427001","Block Group 1, Census Tract 2427, Los Angeles County, California","Block Group 1, Census Tract 2427, Los Angeles County, California","CA","150","00","ACSSF","0029228",,,,,"06","037",,,,"242700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38165
"060372427002","15000US060372427002","Block Group 2, Census Tract 2427, Los Angeles County, California","Block Group 2, Census Tract 2427, Los Angeles County, California","CA","150","00","ACSSF","0029229",,,,,"06","037",,,,"242700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29950
"060372427003","15000US060372427003","Block Group 3, Census Tract 2427, Los Angeles County, California","Block Group 3, Census Tract 2427, Los Angeles County, California","CA","150","00","ACSSF","0029230",,,,,"06","037",,,,"242700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46146
"060372427004","15000US060372427004","Block Group 4, Census Tract 2427, Los Angeles County, California","Block Group 4, Census Tract 2427, Los Angeles County, California","CA","150","00","ACSSF","0029231",,,,,"06","037",,,,"242700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35245
"060372427005","15000US060372427005","Block Group 5, Census Tract 2427, Los Angeles County, California","Block Group 5, Census Tract 2427, Los Angeles County, California","CA","150","00","ACSSF","0029232",,,,,"06","037",,,,"242700","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20107
"060372430001","15000US060372430001","Block Group 1, Census Tract 2430, Los Angeles County, California","Block Group 1, Census Tract 2430, Los Angeles County, California","CA","150","00","ACSSF","0029233",,,,,"06","037",,,,"243000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63549
"060372430002","15000US060372430002","Block Group 2, Census Tract 2430, Los Angeles County, California","Block Group 2, Census Tract 2430, Los Angeles County, California","CA","150","00","ACSSF","0029234",,,,,"06","037",,,,"243000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44230
"060372430003","15000US060372430003","Block Group 3, Census Tract 2430, Los Angeles County, California","Block Group 3, Census Tract 2430, Los Angeles County, California","CA","150","00","ACSSF","0029235",,,,,"06","037",,,,"243000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43931
"060372430004","15000US060372430004","Block Group 4, Census Tract 2430, Los Angeles County, California","Block Group 4, Census Tract 2430, Los Angeles County, California","CA","150","00","ACSSF","0029236",,,,,"06","037",,,,"243000","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48542
"060372431001","15000US060372431001","Block Group 1, Census Tract 2431, Los Angeles County, California","Block Group 1, Census Tract 2431, Los Angeles County, California","CA","150","00","ACSSF","0029237",,,,,"06","037",,,,"243100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44065
"060372431002","15000US060372431002","Block Group 2, Census Tract 2431, Los Angeles County, California","Block Group 2, Census Tract 2431, Los Angeles County, California","CA","150","00","ACSSF","0029238",,,,,"06","037",,,,"243100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19462
"060372431003","15000US060372431003","Block Group 3, Census Tract 2431, Los Angeles County, California","Block Group 3, Census Tract 2431, Los Angeles County, California","CA","150","00","ACSSF","0029239",,,,,"06","037",,,,"243100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28578
"060372611011","15000US060372611011","Block Group 1, Census Tract 2611.01, Los Angeles County, California","Block Group 1, Census Tract 2611.01, Los Angeles County, California","CA","150","00","ACSSF","0029240",,,,,"06","037",,,,"261101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253148
"060372611012","15000US060372611012","Block Group 2, Census Tract 2611.01, Los Angeles County, California","Block Group 2, Census Tract 2611.01, Los Angeles County, California","CA","150","00","ACSSF","0029241",,,,,"06","037",,,,"261101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240321
"060372611021","15000US060372611021","Block Group 1, Census Tract 2611.02, Los Angeles County, California","Block Group 1, Census Tract 2611.02, Los Angeles County, California","CA","150","00","ACSSF","0029242",,,,,"06","037",,,,"261102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301817
"060372611022","15000US060372611022","Block Group 2, Census Tract 2611.02, Los Angeles County, California","Block Group 2, Census Tract 2611.02, Los Angeles County, California","CA","150","00","ACSSF","0029243",,,,,"06","037",,,,"261102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229236
"060372612001","15000US060372612001","Block Group 1, Census Tract 2612, Los Angeles County, California","Block Group 1, Census Tract 2612, Los Angeles County, California","CA","150","00","ACSSF","0029244",,,,,"06","037",,,,"261200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183353
"060372612002","15000US060372612002","Block Group 2, Census Tract 2612, Los Angeles County, California","Block Group 2, Census Tract 2612, Los Angeles County, California","CA","150","00","ACSSF","0029245",,,,,"06","037",,,,"261200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202079
"060372621001","15000US060372621001","Block Group 1, Census Tract 2621, Los Angeles County, California","Block Group 1, Census Tract 2621, Los Angeles County, California","CA","150","00","ACSSF","0029246",,,,,"06","037",,,,"262100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301817
