Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001
"060371031011","15000US060371031011","Block Group 1, Census Tract 1031.01, Los Angeles County, California","Block Group 1, Census Tract 1031.01, Los Angeles County, California","CA","150","00","ACSSF","0027207",,,,,"06","037",,,,"103101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100046
"060371031012","15000US060371031012","Block Group 2, Census Tract 1031.01, Los Angeles County, California","Block Group 2, Census Tract 1031.01, Los Angeles County, California","CA","150","00","ACSSF","0027208",,,,,"06","037",,,,"103101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103560
"060371031021","15000US060371031021","Block Group 1, Census Tract 1031.02, Los Angeles County, California","Block Group 1, Census Tract 1031.02, Los Angeles County, California","CA","150","00","ACSSF","0027209",,,,,"06","037",,,,"103102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113583
"060371031022","15000US060371031022","Block Group 2, Census Tract 1031.02, Los Angeles County, California","Block Group 2, Census Tract 1031.02, Los Angeles County, California","CA","150","00","ACSSF","0027210",,,,,"06","037",,,,"103102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102785
"060371031023","15000US060371031023","Block Group 3, Census Tract 1031.02, Los Angeles County, California","Block Group 3, Census Tract 1031.02, Los Angeles County, California","CA","150","00","ACSSF","0027211",,,,,"06","037",,,,"103102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95921
"060371031024","15000US060371031024","Block Group 4, Census Tract 1031.02, Los Angeles County, California","Block Group 4, Census Tract 1031.02, Los Angeles County, California","CA","150","00","ACSSF","0027212",,,,,"06","037",,,,"103102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43763
"060371031025","15000US060371031025","Block Group 5, Census Tract 1031.02, Los Angeles County, California","Block Group 5, Census Tract 1031.02, Los Angeles County, California","CA","150","00","ACSSF","0027213",,,,,"06","037",,,,"103102","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104812
"060371032001","15000US060371032001","Block Group 1, Census Tract 1032, Los Angeles County, California","Block Group 1, Census Tract 1032, Los Angeles County, California","CA","150","00","ACSSF","0027214",,,,,"06","037",,,,"103200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001
"060371032002","15000US060371032002","Block Group 2, Census Tract 1032, Los Angeles County, California","Block Group 2, Census Tract 1032, Los Angeles County, California","CA","150","00","ACSSF","0027215",,,,,"06","037",,,,"103200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107260
"060371032003","15000US060371032003","Block Group 3, Census Tract 1032, Los Angeles County, California","Block Group 3, Census Tract 1032, Los Angeles County, California","CA","150","00","ACSSF","0027216",,,,,"06","037",,,,"103200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61797
"060371033001","15000US060371033001","Block Group 1, Census Tract 1033, Los Angeles County, California","Block Group 1, Census Tract 1033, Los Angeles County, California","CA","150","00","ACSSF","0027217",,,,,"06","037",,,,"103300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148118
"060371033002","15000US060371033002","Block Group 2, Census Tract 1033, Los Angeles County, California","Block Group 2, Census Tract 1033, Los Angeles County, California","CA","150","00","ACSSF","0027218",,,,,"06","037",,,,"103300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100148
"060371034001","15000US060371034001","Block Group 1, Census Tract 1034, Los Angeles County, California","Block Group 1, Census Tract 1034, Los Angeles County, California","CA","150","00","ACSSF","0027219",,,,,"06","037",,,,"103400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64079
"060371034002","15000US060371034002","Block Group 2, Census Tract 1034, Los Angeles County, California","Block Group 2, Census Tract 1034, Los Angeles County, California","CA","150","00","ACSSF","0027220",,,,,"06","037",,,,"103400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78112
"060371034003","15000US060371034003","Block Group 3, Census Tract 1034, Los Angeles County, California","Block Group 3, Census Tract 1034, Los Angeles County, California","CA","150","00","ACSSF","0027221",,,,,"06","037",,,,"103400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63683
"060371034004","15000US060371034004","Block Group 4, Census Tract 1034, Los Angeles County, California","Block Group 4, Census Tract 1034, Los Angeles County, California","CA","150","00","ACSSF","0027222",,,,,"06","037",,,,"103400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65645
"060371034005","15000US060371034005","Block Group 5, Census Tract 1034, Los Angeles County, California","Block Group 5, Census Tract 1034, Los Angeles County, California","CA","150","00","ACSSF","0027223",,,,,"06","037",,,,"103400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91728
"060371041031","15000US060371041031","Block Group 1, Census Tract 1041.03, Los Angeles County, California","Block Group 1, Census Tract 1041.03, Los Angeles County, California","CA","150","00","ACSSF","0027224",,,,,"06","037",,,,"104103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82297
"060371041032","15000US060371041032","Block Group 2, Census Tract 1041.03, Los Angeles County, California","Block Group 2, Census Tract 1041.03, Los Angeles County, California","CA","150","00","ACSSF","0027225",,,,,"06","037",,,,"104103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92270
"060371041051","15000US060371041051","Block Group 1, Census Tract 1041.05, Los Angeles County, California","Block Group 1, Census Tract 1041.05, Los Angeles County, California","CA","150","00","ACSSF","0027226",,,,,"06","037",,,,"104105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102862
"060371041052","15000US060371041052","Block Group 2, Census Tract 1041.05, Los Angeles County, California","Block Group 2, Census Tract 1041.05, Los Angeles County, California","CA","150","00","ACSSF","0027227",,,,,"06","037",,,,"104105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39110
"060371041081","15000US060371041081","Block Group 1, Census Tract 1041.08, Los Angeles County, California","Block Group 1, Census Tract 1041.08, Los Angeles County, California","CA","150","00","ACSSF","0027228",,,,,"06","037",,,,"104108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71705
"060371041082","15000US060371041082","Block Group 2, Census Tract 1041.08, Los Angeles County, California","Block Group 2, Census Tract 1041.08, Los Angeles County, California","CA","150","00","ACSSF","0027229",,,,,"06","037",,,,"104108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43647
"060371041083","15000US060371041083","Block Group 3, Census Tract 1041.08, Los Angeles County, California","Block Group 3, Census Tract 1041.08, Los Angeles County, California","CA","150","00","ACSSF","0027230",,,,,"06","037",,,,"104108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64324
"060371041241","15000US060371041241","Block Group 1, Census Tract 1041.24, Los Angeles County, California","Block Group 1, Census Tract 1041.24, Los Angeles County, California","CA","150","00","ACSSF","0027231",,,,,"06","037",,,,"104124","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94712
"060371041242","15000US060371041242","Block Group 2, Census Tract 1041.24, Los Angeles County, California","Block Group 2, Census Tract 1041.24, Los Angeles County, California","CA","150","00","ACSSF","0027232",,,,,"06","037",,,,"104124","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86808
"060371041243","15000US060371041243","Block Group 3, Census Tract 1041.24, Los Angeles County, California","Block Group 3, Census Tract 1041.24, Los Angeles County, California","CA","150","00","ACSSF","0027233",,,,,"06","037",,,,"104124","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103497
"060371042011","15000US060371042011","Block Group 1, Census Tract 1042.01, Los Angeles County, California","Block Group 1, Census Tract 1042.01, Los Angeles County, California","CA","150","00","ACSSF","0027234",,,,,"06","037",,,,"104201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68525
"060371042012","15000US060371042012","Block Group 2, Census Tract 1042.01, Los Angeles County, California","Block Group 2, Census Tract 1042.01, Los Angeles County, California","CA","150","00","ACSSF","0027235",,,,,"06","037",,,,"104201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43160
"060371042013","15000US060371042013","Block Group 3, Census Tract 1042.01, Los Angeles County, California","Block Group 3, Census Tract 1042.01, Los Angeles County, California","CA","150","00","ACSSF","0027236",,,,,"06","037",,,,"104201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61698
"060371042031","15000US060371042031","Block Group 1, Census Tract 1042.03, Los Angeles County, California","Block Group 1, Census Tract 1042.03, Los Angeles County, California","CA","150","00","ACSSF","0027237",,,,,"06","037",,,,"104203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29089
"060371042032","15000US060371042032","Block Group 2, Census Tract 1042.03, Los Angeles County, California","Block Group 2, Census Tract 1042.03, Los Angeles County, California","CA","150","00","ACSSF","0027238",,,,,"06","037",,,,"104203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67683
"060371042041","15000US060371042041","Block Group 1, Census Tract 1042.04, Los Angeles County, California","Block Group 1, Census Tract 1042.04, Los Angeles County, California","CA","150","00","ACSSF","0027239",,,,,"06","037",,,,"104204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51388
"060371042042","15000US060371042042","Block Group 2, Census Tract 1042.04, Los Angeles County, California","Block Group 2, Census Tract 1042.04, Los Angeles County, California","CA","150","00","ACSSF","0027240",,,,,"06","037",,,,"104204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76963
"060371043101","15000US060371043101","Block Group 1, Census Tract 1043.10, Los Angeles County, California","Block Group 1, Census Tract 1043.10, Los Angeles County, California","CA","150","00","ACSSF","0027241",,,,,"06","037",,,,"104310","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69737
"060371043102","15000US060371043102","Block Group 2, Census Tract 1043.10, Los Angeles County, California","Block Group 2, Census Tract 1043.10, Los Angeles County, California","CA","150","00","ACSSF","0027242",,,,,"06","037",,,,"104310","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66864
"060371043103","15000US060371043103","Block Group 3, Census Tract 1043.10, Los Angeles County, California","Block Group 3, Census Tract 1043.10, Los Angeles County, California","CA","150","00","ACSSF","0027243",,,,,"06","037",,,,"104310","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100486
"060371043201","15000US060371043201","Block Group 1, Census Tract 1043.20, Los Angeles County, California","Block Group 1, Census Tract 1043.20, Los Angeles County, California","CA","150","00","ACSSF","0027244",,,,,"06","037",,,,"104320","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79415
"060371043202","15000US060371043202","Block Group 2, Census Tract 1043.20, Los Angeles County, California","Block Group 2, Census Tract 1043.20, Los Angeles County, California","CA","150","00","ACSSF","0027245",,,,,"06","037",,,,"104320","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66463
"060371043203","15000US060371043203","Block Group 3, Census Tract 1043.20, Los Angeles County, California","Block Group 3, Census Tract 1043.20, Los Angeles County, California","CA","150","00","ACSSF","0027246",,,,,"06","037",,,,"104320","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56301
"060371043204","15000US060371043204","Block Group 4, Census Tract 1043.20, Los Angeles County, California","Block Group 4, Census Tract 1043.20, Los Angeles County, California","CA","150","00","ACSSF","0027247",,,,,"06","037",,,,"104320","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45305
"060371044011","15000US060371044011","Block Group 1, Census Tract 1044.01, Los Angeles County, California","Block Group 1, Census Tract 1044.01, Los Angeles County, California","CA","150","00","ACSSF","0027248",,,,,"06","037",,,,"104401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45944
"060371044012","15000US060371044012","Block Group 2, Census Tract 1044.01, Los Angeles County, California","Block Group 2, Census Tract 1044.01, Los Angeles County, California","CA","150","00","ACSSF","0027249",,,,,"06","037",,,,"104401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82419
"060371044031","15000US060371044031","Block Group 1, Census Tract 1044.03, Los Angeles County, California","Block Group 1, Census Tract 1044.03, Los Angeles County, California","CA","150","00","ACSSF","0027250",,,,,"06","037",,,,"104403","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58055
"060371044032","15000US060371044032","Block Group 2, Census Tract 1044.03, Los Angeles County, California","Block Group 2, Census Tract 1044.03, Los Angeles County, California","CA","150","00","ACSSF","0027251",,,,,"06","037",,,,"104403","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59540
"060371044041","15000US060371044041","Block Group 1, Census Tract 1044.04, Los Angeles County, California","Block Group 1, Census Tract 1044.04, Los Angeles County, California","CA","150","00","ACSSF","0027252",,,,,"06","037",,,,"104404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41596
"060371044042","15000US060371044042","Block Group 2, Census Tract 1044.04, Los Angeles County, California","Block Group 2, Census Tract 1044.04, Los Angeles County, California","CA","150","00","ACSSF","0027253",,,,,"06","037",,,,"104404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42370
"060371045001","15000US060371045001","Block Group 1, Census Tract 1045, Los Angeles County, California","Block Group 1, Census Tract 1045, Los Angeles County, California","CA","150","00","ACSSF","0027254",,,,,"06","037",,,,"104500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55023
"060371045002","15000US060371045002","Block Group 2, Census Tract 1045, Los Angeles County, California","Block Group 2, Census Tract 1045, Los Angeles County, California","CA","150","00","ACSSF","0027255",,,,,"06","037",,,,"104500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58948
"060371046101","15000US060371046101","Block Group 1, Census Tract 1046.10, Los Angeles County, California","Block Group 1, Census Tract 1046.10, Los Angeles County, California","CA","150","00","ACSSF","0027256",,,,,"06","037",,,,"104610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40098
"060371046102","15000US060371046102","Block Group 2, Census Tract 1046.10, Los Angeles County, California","Block Group 2, Census Tract 1046.10, Los Angeles County, California","CA","150","00","ACSSF","0027257",,,,,"06","037",,,,"104610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78041
"060371046201","15000US060371046201","Block Group 1, Census Tract 1046.20, Los Angeles County, California","Block Group 1, Census Tract 1046.20, Los Angeles County, California","CA","150","00","ACSSF","0027258",,,,,"06","037",,,,"104620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42003
"060371046202","15000US060371046202","Block Group 2, Census Tract 1046.20, Los Angeles County, California","Block Group 2, Census Tract 1046.20, Los Angeles County, California","CA","150","00","ACSSF","0027259",,,,,"06","037",,,,"104620","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53165
"060371047011","15000US060371047011","Block Group 1, Census Tract 1047.01, Los Angeles County, California","Block Group 1, Census Tract 1047.01, Los Angeles County, California","CA","150","00","ACSSF","0027260",,,,,"06","037",,,,"104701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64387
"060371047012","15000US060371047012","Block Group 2, Census Tract 1047.01, Los Angeles County, California","Block Group 2, Census Tract 1047.01, Los Angeles County, California","CA","150","00","ACSSF","0027261",,,,,"06","037",,,,"104701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24523
"060371047013","15000US060371047013","Block Group 3, Census Tract 1047.01, Los Angeles County, California","Block Group 3, Census Tract 1047.01, Los Angeles County, California","CA","150","00","ACSSF","0027262",,,,,"06","037",,,,"104701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43260
"060371047031","15000US060371047031","Block Group 1, Census Tract 1047.03, Los Angeles County, California","Block Group 1, Census Tract 1047.03, Los Angeles County, California","CA","150","00","ACSSF","0027263",,,,,"06","037",,,,"104703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31069
"060371047032","15000US060371047032","Block Group 2, Census Tract 1047.03, Los Angeles County, California","Block Group 2, Census Tract 1047.03, Los Angeles County, California","CA","150","00","ACSSF","0027264",,,,,"06","037",,,,"104703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106403
"060371047041","15000US060371047041","Block Group 1, Census Tract 1047.04, Los Angeles County, California","Block Group 1, Census Tract 1047.04, Los Angeles County, California","CA","150","00","ACSSF","0027265",,,,,"06","037",,,,"104704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63459
"060371048101","15000US060371048101","Block Group 1, Census Tract 1048.10, Los Angeles County, California","Block Group 1, Census Tract 1048.10, Los Angeles County, California","CA","150","00","ACSSF","0027266",,,,,"06","037",,,,"104810","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73137
"060371048102","15000US060371048102","Block Group 2, Census Tract 1048.10, Los Angeles County, California","Block Group 2, Census Tract 1048.10, Los Angeles County, California","CA","150","00","ACSSF","0027267",,,,,"06","037",,,,"104810","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50443
"060371048103","15000US060371048103","Block Group 3, Census Tract 1048.10, Los Angeles County, California","Block Group 3, Census Tract 1048.10, Los Angeles County, California","CA","150","00","ACSSF","0027268",,,,,"06","037",,,,"104810","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73923
"060371048211","15000US060371048211","Block Group 1, Census Tract 1048.21, Los Angeles County, California","Block Group 1, Census Tract 1048.21, Los Angeles County, California","CA","150","00","ACSSF","0027269",,,,,"06","037",,,,"104821","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43437
"060371048212","15000US060371048212","Block Group 2, Census Tract 1048.21, Los Angeles County, California","Block Group 2, Census Tract 1048.21, Los Angeles County, California","CA","150","00","ACSSF","0027270",,,,,"06","037",,,,"104821","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68636
