Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A10010_001,SE_A10010_002,SE_A10010_003,SE_A10010_004,SE_A10010_005,SE_A10010_006,SE_A10010_007,SE_A10010_008,SE_A10010_009,SE_A10010_010,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010
"06037269601","Census Tract 2696.01, Los Angeles County, California","ACSSF","ca","140","00","0005174",,,,,"06","037",,,"269601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269601","Census Tract 2696.01",,,,3292,3292,916,927,24,231,0,869,325,1017,353,275,0,64,0,222,103,465,195,818,297,208,0,10,0,215,88,139,443
"06037269602","Census Tract 2696.02, Los Angeles County, California","ACSSF","ca","140","00","0005175",,,,,"06","037",,,"269602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269602","Census Tract 2696.02",,,,2662,2662,841,283,68,194,6,983,287,950,391,127,25,64,0,262,81,327,339,803,339,114,25,32,0,220,73,287,318
"06037269700","Census Tract 2697, Los Angeles County, California","ACSSF","ca","140","00","0005176",,,,,"06","037",,,"269700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269700","Census Tract 2697",,,,3711,3711,1915,167,0,453,14,467,695,1514,777,97,0,222,0,180,238,413,688,775,335,93,0,134,0,111,102,278,217
"06037269800","Census Tract 2698, Los Angeles County, California","ACSSF","ca","140","00","0005177",,,,,"06","037",,,"269800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269800","Census Tract 2698",,,,2943,2943,1504,122,16,844,0,154,303,1487,841,75,8,358,0,59,146,275,723,1183,639,49,8,300,0,59,128,530,266
"06037269903","Census Tract 2699.03, Los Angeles County, California","ACSSF","ca","140","00","0005178",,,,,"06","037",,,"269903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269903","Census Tract 2699.03",,,,3076,3076,1288,279,9,793,0,239,468,1652,776,133,0,385,0,99,259,322,663,1554,749,133,0,314,0,99,259,636,322
"06037269905","Census Tract 2699.05, Los Angeles County, California","ACSSF","ca","140","00","0005179",,,,,"06","037",,,"269905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269905","Census Tract 2699.05",,,,2126,2126,1084,280,0,405,0,281,76,1289,790,180,0,224,0,74,21,185,679,1277,790,180,0,212,0,74,21,679,185
"06037269906","Census Tract 2699.06, Los Angeles County, California","ACSSF","ca","140","00","0005180",,,,,"06","037",,,"269906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269906","Census Tract 2699.06",,,,3100,3100,1565,269,0,839,0,232,195,1562,982,93,0,356,0,60,71,256,828,1489,957,93,0,326,0,60,53,803,247
"06037269907","Census Tract 2699.07, Los Angeles County, California","ACSSF","ca","140","00","0005181",,,,,"06","037",,,"269907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269907","Census Tract 2699.07",,,,2571,2571,1297,331,0,627,38,68,210,1280,700,172,0,242,38,37,91,171,577,1202,636,172,0,228,38,37,91,523,161
"06037269908","Census Tract 2699.08, Los Angeles County, California","ACSSF","ca","140","00","0005182",,,,,"06","037",,,"269908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269908","Census Tract 2699.08",,,,1968,1968,910,162,0,570,0,138,188,1330,625,147,0,391,0,54,113,164,580,1236,531,147,0,391,0,54,113,486,164
"06037269909","Census Tract 2699.09, Los Angeles County, California","ACSSF","ca","140","00","0005183",,,,,"06","037",,,"269909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037269909","Census Tract 2699.09",,,,2319,2319,1254,294,0,158,0,433,180,1245,635,163,0,88,0,201,158,351,505,1210,600,163,0,88,0,201,158,470,351
"06037270101","Census Tract 2701.01, Los Angeles County, California","ACSSF","ca","140","00","0005184",,,,,"06","037",,,"270101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037270101","Census Tract 2701.01",,,,2024,2024,791,459,12,439,0,199,124,1178,602,226,12,206,0,82,50,116,602,936,367,225,12,200,0,82,50,367,116
"06037270102","Census Tract 2701.02, Los Angeles County, California","ACSSF","ca","140","00","0005185",,,,,"06","037",,,"270102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037270102","Census Tract 2701.02",,,,2183,2183,961,84,12,742,0,252,132,1092,634,43,12,271,0,63,69,189,574,995,576,43,12,236,0,59,69,516,185
"06037270200","Census Tract 2702, Los Angeles County, California","ACSSF","ca","140","00","0005186",,,,,"06","037",,,"270200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037270200","Census Tract 2702",,,,3286,3286,1532,543,79,380,0,527,225,1328,627,294,28,138,0,160,81,509,348,943,458,234,15,35,0,127,74,224,414
"06037270300","Census Tract 2703, Los Angeles County, California","ACSSF","ca","140","00","0005187",,,,,"06","037",,,"270300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037270300","Census Tract 2703",,,,2402,2402,844,935,35,199,0,239,150,1094,315,559,5,97,0,61,57,409,239,383,114,146,5,47,0,26,45,65,115
"06037271100","Census Tract 2711, Los Angeles County, California","ACSSF","ca","140","00","0005188",,,,,"06","037",,,"271100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271100","Census Tract 2711",,,,2384,2384,1204,40,1,566,9,275,289,872,457,34,0,175,0,136,70,245,382,348,157,22,0,47,0,84,38,141,133
"06037271200","Census Tract 2712, Los Angeles County, California","ACSSF","ca","140","00","0005189",,,,,"06","037",,,"271200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271200","Census Tract 2712",,,,2288,2288,1089,77,0,436,0,300,386,1126,558,41,0,289,0,151,87,265,472,1011,494,41,0,245,0,151,80,420,253
"06037271300","Census Tract 2713, Los Angeles County, California","ACSSF","ca","140","00","0005190",,,,,"06","037",,,"271300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271300","Census Tract 2713",,,,4766,4766,3037,21,30,1124,0,205,349,2014,1309,20,30,477,0,144,34,298,1186,727,413,20,23,119,0,118,34,392,158
"06037271400","Census Tract 2714, Los Angeles County, California","ACSSF","ca","140","00","0005191",,,,,"06","037",,,"271400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271400","Census Tract 2714",,,,3448,3448,2595,27,10,380,0,84,352,1360,1133,7,10,149,0,8,53,29,1124,183,144,7,0,14,0,0,18,144,0
"06037271500","Census Tract 2715, Los Angeles County, California","ACSSF","ca","140","00","0005192",,,,,"06","037",,,"271500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271500","Census Tract 2715",,,,2927,2927,2056,134,21,431,32,37,216,1256,926,27,21,224,0,18,40,81,869,576,371,27,21,131,0,9,17,353,35
"06037271600","Census Tract 2716, Los Angeles County, California","ACSSF","ca","140","00","0005193",,,,,"06","037",,,"271600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271600","Census Tract 2716",,,,4729,4729,2602,176,19,1459,0,80,393,2004,1218,65,13,584,0,7,117,219,1053,1356,731,65,13,431,0,7,109,607,170
"06037271702","Census Tract 2717.02, Los Angeles County, California","ACSSF","ca","140","00","0005194",,,,,"06","037",,,"271702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271702","Census Tract 2717.02",,,,3875,3875,1497,236,104,1233,0,530,275,1813,766,109,46,557,0,225,110,296,741,1383,549,99,46,381,0,198,110,529,264
"06037271703","Census Tract 2717.03, Los Angeles County, California","ACSSF","ca","140","00","0005195",,,,,"06","037",,,"271703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271703","Census Tract 2717.03",,,,2673,2673,1492,128,0,829,19,109,96,1275,748,66,0,327,8,86,40,269,565,831,412,66,0,262,8,43,40,326,129
"06037271704","Census Tract 2717.04, Los Angeles County, California","ACSSF","ca","140","00","0005196",,,,,"06","037",,,"271704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271704","Census Tract 2717.04",,,,2918,2918,1418,108,0,1215,0,58,119,1254,802,16,0,392,0,34,10,46,790,997,591,16,0,346,0,34,10,579,46
"06037271801","Census Tract 2718.01, Los Angeles County, California","ACSSF","ca","140","00","0005197",,,,,"06","037",,,"271801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271801","Census Tract 2718.01",,,,2992,2992,1469,106,81,600,16,284,436,1615,869,93,23,320,16,80,214,365,733,1420,741,93,23,264,16,80,203,605,354
"06037271803","Census Tract 2718.03, Los Angeles County, California","ACSSF","ca","140","00","0005198",,,,,"06","037",,,"271803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271803","Census Tract 2718.03",,,,3066,3066,1470,307,0,267,0,283,739,1476,860,227,0,184,0,93,112,380,609,1378,788,225,0,182,0,71,112,537,358
"06037271804","Census Tract 2718.04, Los Angeles County, California","ACSSF","ca","140","00","0005199",,,,,"06","037",,,"271804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271804","Census Tract 2718.04",,,,2317,2317,1462,0,34,541,0,280,0,988,747,0,0,167,0,74,0,168,653,715,501,0,0,140,0,74,0,445,130
"06037271901","Census Tract 2719.01, Los Angeles County, California","ACSSF","ca","140","00","0005200",,,,,"06","037",,,"271901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271901","Census Tract 2719.01",,,,3194,3194,1604,658,71,488,0,201,172,1435,880,226,16,188,0,40,85,249,751,959,564,202,9,87,0,40,57,482,186
"06037271902","Census Tract 2719.02, Los Angeles County, California","ACSSF","ca","140","00","0005201",,,,,"06","037",,,"271902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037271902","Census Tract 2719.02",,,,3762,3762,2192,186,85,463,0,439,397,1842,1017,116,56,293,0,181,179,362,907,1313,608,73,45,235,0,173,179,519,341
"06037272100","Census Tract 2721, Los Angeles County, California","ACSSF","ca","140","00","0005202",,,,,"06","037",,,"272100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037272100","Census Tract 2721",,,,4744,4744,3309,50,200,311,14,261,599,1865,1347,40,39,184,14,103,138,378,1187,729,463,40,30,57,14,95,30,356,232
"06037272201","Census Tract 2722.01, Los Angeles County, California","ACSSF","ca","140","00","0005203",,,,,"06","037",,,"272201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037272201","Census Tract 2722.01",,,,2017,2017,1340,34,65,178,0,211,189,1026,766,8,24,57,0,58,113,367,557,845,631,8,19,21,0,58,108,445,339
"06037272202","Census Tract 2722.02, Los Angeles County, California","ACSSF","ca","140","00","0005204",,,,,"06","037",,,"272202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037272202","Census Tract 2722.02",,,,3117,3117,2134,156,14,367,26,69,351,1625,1071,79,14,242,0,22,197,382,757,1308,808,79,14,188,0,22,197,555,321
"06037272301","Census Tract 2723.01, Los Angeles County, California","ACSSF","ca","140","00","0005205",,,,,"06","037",,,"272301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037272301","Census Tract 2723.01",,,,3376,3376,2229,117,0,404,3,410,213,1407,984,39,0,233,0,119,32,304,805,908,604,28,0,161,0,98,17,465,251
"06037272302","Census Tract 2723.02, Los Angeles County, California","ACSSF","ca","140","00","0005206",,,,,"06","037",,,"272302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037272302","Census Tract 2723.02",,,,3805,3805,2092,137,174,378,0,831,193,1772,1114,68,57,221,0,191,121,570,859,1572,945,68,57,210,0,171,121,690,570
"06037273100","Census Tract 2731, Los Angeles County, California","ACSSF","ca","140","00","0005207",,,,,"06","037",,,"273100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273100","Census Tract 2731",,,,2518,2518,1916,83,5,185,0,118,211,1178,953,61,5,80,0,47,32,151,858,610,485,19,0,46,0,43,17,453,75
"06037273200","Census Tract 2732, Los Angeles County, California","ACSSF","ca","140","00","0005208",,,,,"06","037",,,"273200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273200","Census Tract 2732",,,,2790,2790,2057,250,30,54,0,207,192,1387,1068,103,30,14,0,112,60,347,884,842,724,81,0,0,0,15,22,633,119
"06037273300","Census Tract 2733, Los Angeles County, California","ACSSF","ca","140","00","0005209",,,,,"06","037",,,"273300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273300","Census Tract 2733",,,,3094,3094,1884,540,0,84,0,487,99,1411,1067,190,0,50,0,98,6,223,966,1140,814,181,0,50,0,89,6,721,206
"06037273403","Census Tract 2734.03, Los Angeles County, California","ACSSF","ca","140","00","0005210",,,,,"06","037",,,"273403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273403","Census Tract 2734.03",,,,1274,1274,1099,79,0,35,24,15,22,822,732,73,0,17,0,0,0,117,615,551,478,73,0,0,0,0,0,390,88
"06037273404","Census Tract 2734.04, Los Angeles County, California","ACSSF","ca","140","00","0005211",,,,,"06","037",,,"273404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273404","Census Tract 2734.04",,,,1297,1297,1123,39,0,75,0,0,60,1023,881,36,0,75,0,0,31,25,856,764,697,36,0,0,0,0,31,672,25
"06037273502","Census Tract 2735.02, Los Angeles County, California","ACSSF","ca","140","00","0005212",,,,,"06","037",,,"273502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273502","Census Tract 2735.02",,,,2701,2701,2188,196,43,61,0,75,138,1692,1399,84,43,51,0,29,86,125,1340,1330,1076,84,43,33,0,29,65,1031,111
"06037273600","Census Tract 2736, Los Angeles County, California","ACSSF","ca","140","00","0005213",,,,,"06","037",,,"273600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273600","Census Tract 2736",,,,2214,2214,1761,12,0,81,0,99,261,1119,919,0,0,47,0,75,78,279,784,474,417,0,0,8,0,11,38,341,116
"06037273700","Census Tract 2737, Los Angeles County, California","ACSSF","ca","140","00","0005214",,,,,"06","037",,,"273700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273700","Census Tract 2737",,,,2934,2934,2178,148,135,89,0,210,174,1249,1037,73,21,36,0,48,34,191,915,663,529,73,0,10,0,34,17,431,132
"06037273800","Census Tract 2738, Los Angeles County, California","ACSSF","ca","140","00","0005215",,,,,"06","037",,,"273800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273800","Census Tract 2738",,,,2985,2985,2086,118,0,206,0,169,406,1477,1032,56,0,106,0,56,227,292,942,965,632,46,0,60,0,23,204,560,235
"06037273902","Census Tract 2739.02, Los Angeles County, California","ACSSF","ca","140","00","0005216",,,,,"06","037",,,"273902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037273902","Census Tract 2739.02",,,,4119,4119,3061,170,19,248,17,270,334,2189,1801,47,0,174,0,119,48,115,1736,1145,1062,47,0,0,0,14,22,1009,89
"06037274100","Census Tract 2741, Los Angeles County, California","ACSSF","ca","140","00","0005217",,,,,"06","037",,,"274100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037274100","Census Tract 2741",,,,4323,4323,2696,693,0,459,0,55,420,2156,1477,241,0,231,0,0,207,79,1425,1258,753,226,0,132,0,0,147,715,65
"06037274202","Census Tract 2742.02, Los Angeles County, California","ACSSF","ca","140","00","0005218",,,,,"06","037",,,"274202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037274202","Census Tract 2742.02",,,,4044,4044,2726,152,0,443,0,211,512,2276,1716,152,0,121,0,96,191,305,1585,1093,847,33,0,34,0,70,109,781,165
"06037275101","Census Tract 2751.01, Los Angeles County, California","ACSSF","ca","140","00","0005219",,,,,"06","037",,,"275101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275101","Census Tract 2751.01",,,,1009,1009,591,51,0,153,0,125,89,433,282,19,0,70,0,40,22,68,253,267,184,19,0,43,0,9,12,168,25
"06037275102","Census Tract 2751.02, Los Angeles County, California","ACSSF","ca","140","00","0005220",,,,,"06","037",,,"275102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275102","Census Tract 2751.02",,,,4163,4163,2211,96,0,243,0,769,844,1322,829,26,0,140,0,149,178,732,396,931,566,0,0,102,0,108,155,192,622
"06037275200","Census Tract 2752, Los Angeles County, California","ACSSF","ca","140","00","0005221",,,,,"06","037",,,"275200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275200","Census Tract 2752",,,,3778,3778,1878,220,18,569,0,895,198,1637,995,65,18,223,0,251,85,608,706,1275,776,52,18,116,0,241,72,530,555
"06037275311","Census Tract 2753.11, Los Angeles County, California","ACSSF","ca","140","00","0005222",,,,,"06","037",,,"275311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275311","Census Tract 2753.11",,,,5106,5106,2472,241,52,1386,0,605,350,2530,1318,159,36,681,0,189,147,467,1093,1441,796,159,36,281,0,63,106,611,284
"06037275312","Census Tract 2753.12, Los Angeles County, California","ACSSF","ca","140","00","0005223",,,,,"06","037",,,"275312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275312","Census Tract 2753.12",,,,1907,1907,1401,61,0,210,0,32,203,1001,739,61,0,106,0,32,63,72,695,532,413,46,0,29,0,32,12,369,58
"06037275313","Census Tract 2753.13, Los Angeles County, California","ACSSF","ca","140","00","0005224",,,,,"06","037",,,"275313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275313","Census Tract 2753.13",,,,3299,3299,2241,70,0,467,0,106,415,1641,1226,15,0,213,0,67,120,258,1079,502,389,15,0,31,0,0,67,375,29
"06037275400","Census Tract 2754, Los Angeles County, California","ACSSF","ca","140","00","0005225",,,,,"06","037",,,"275400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275400","Census Tract 2754",,,,4281,4281,2993,256,0,680,0,36,316,2317,1558,240,0,371,0,36,112,357,1403,1301,794,228,0,146,0,21,112,722,259
"06037275500","Census Tract 2755, Los Angeles County, California","ACSSF","ca","140","00","0005226",,,,,"06","037",,,"275500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275500","Census Tract 2755",,,,5232,5232,2440,269,76,455,0,1290,702,1714,812,177,22,177,0,331,195,842,446,1174,523,169,22,80,0,257,123,244,619
"06037275603","Census Tract 2756.03, Los Angeles County, California","ACSSF","ca","140","00","0005227",,,,,"06","037",,,"275603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275603","Census Tract 2756.03",,,,2824,2824,1588,29,0,522,0,287,398,1214,771,24,0,228,0,93,98,228,670,513,361,19,0,74,0,43,16,312,92
"06037275604","Census Tract 2756.04, Los Angeles County, California","ACSSF","ca","140","00","0005228",,,,,"06","037",,,"275604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275604","Census Tract 2756.04",,,,9814,9814,6390,420,0,1619,0,221,1164,4597,3183,198,0,840,0,85,291,611,2899,2868,1865,198,0,576,0,85,144,1666,413
"06037275605","Census Tract 2756.05, Los Angeles County, California","ACSSF","ca","140","00","0005229",,,,,"06","037",,,"275605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037275605","Census Tract 2756.05",,,,2638,2638,1464,403,0,567,0,35,169,1503,789,348,0,299,0,17,50,64,742,1163,481,348,0,267,0,17,50,454,44
"06037276000","Census Tract 2760, Los Angeles County, California","ACSSF","ca","140","00","0005230",,,,,"06","037",,,"276000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276000","Census Tract 2760",,,,6500,6500,3965,539,0,1083,0,66,847,2872,1848,295,0,382,0,22,325,533,1522,1238,537,295,0,193,0,0,213,467,163
"06037276101","Census Tract 2761.01, Los Angeles County, California","ACSSF","ca","140","00","0005231",,,,,"06","037",,,"276101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276101","Census Tract 2761.01",,,,2976,2976,1351,752,0,509,0,1,363,1569,749,424,0,243,0,0,153,241,595,1396,673,424,0,200,0,0,99,560,163
"06037276102","Census Tract 2761.02, Los Angeles County, California","ACSSF","ca","140","00","0005232",,,,,"06","037",,,"276102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276102","Census Tract 2761.02",,,,3081,3081,852,1397,0,203,0,143,486,1573,421,708,0,62,0,68,314,404,226,1041,201,420,0,62,0,68,290,131,279
"06037276400","Census Tract 2764, Los Angeles County, California","ACSSF","ca","140","00","0005233",,,,,"06","037",,,"276400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276400","Census Tract 2764",,,,4124,4124,2977,236,0,470,12,23,406,1434,1110,45,0,134,12,8,125,179,992,304,212,9,0,54,12,0,17,173,39
"06037276500","Census Tract 2765, Los Angeles County, California","ACSSF","ca","140","00","0005234",,,,,"06","037",,,"276500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276500","Census Tract 2765",,,,5925,5925,3676,443,34,959,11,224,578,730,556,48,0,62,0,8,56,88,512,288,184,42,0,6,0,4,52,177,51
"06037276601","Census Tract 2766.01, Los Angeles County, California","ACSSF","ca","140","00","0005235",,,,,"06","037",,,"276601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276601","Census Tract 2766.01",,,,3918,3918,2694,229,38,417,0,141,399,1623,1162,129,38,172,0,29,93,144,1108,679,384,107,38,49,0,8,93,353,95
"06037276605","Census Tract 2766.05, Los Angeles County, California","ACSSF","ca","140","00","0005236",,,,,"06","037",,,"276605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276605","Census Tract 2766.05",,,,2456,2456,1928,197,17,100,0,77,137,1308,1137,69,17,57,0,28,0,96,1069,789,680,49,17,29,0,14,0,628,66
"06037276606","Census Tract 2766.06, Los Angeles County, California","ACSSF","ca","140","00","0005237",,,,,"06","037",,,"276606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276606","Census Tract 2766.06",,,,3010,3010,2395,134,0,310,0,61,110,1820,1477,63,0,184,0,33,63,297,1246,1085,844,48,0,113,0,24,56,834,68
"06037276607","Census Tract 2766.07, Los Angeles County, California","ACSSF","ca","140","00","0005238",,,,,"06","037",,,"276607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276607","Census Tract 2766.07",,,,2761,2761,1464,347,0,334,0,230,386,1410,907,186,0,125,0,63,129,148,859,977,550,186,0,87,0,63,91,502,128
"06037276608","Census Tract 2766.08, Los Angeles County, California","ACSSF","ca","140","00","0005239",,,,,"06","037",,,"276608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037276608","Census Tract 2766.08",,,,2132,2132,1194,57,0,422,0,60,399,1072,620,35,0,268,0,8,141,207,510,589,297,24,0,214,0,8,46,240,65
"06037277000","Census Tract 2770, Los Angeles County, California","ACSSF","ca","140","00","0005240",,,,,"06","037",,,"277000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037277000","Census Tract 2770",,,,5824,5824,3848,149,120,894,0,89,724,2102,1542,17,59,290,0,45,149,360,1400,588,307,0,0,96,0,45,140,228,264
"06037277100","Census Tract 2771, Los Angeles County, California","ACSSF","ca","140","00","0005241",,,,,"06","037",,,"277100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037277100","Census Tract 2771",,,,3173,3173,1822,4,28,730,66,170,353,1104,765,0,22,201,12,66,38,176,683,273,169,0,0,82,0,0,22,122,47
"06037277200","Census Tract 2772, Los Angeles County, California","ACSSF","ca","140","00","0005242",,,,,"06","037",,,"277200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037277200","Census Tract 2772",,,,1758,1758,810,333,0,173,0,250,192,922,353,238,0,73,0,132,126,178,270,695,248,180,0,67,0,132,68,165,178
"06037277400","Census Tract 2774, Los Angeles County, California","ACSSF","ca","140","00","0005243",,,,,"06","037",,,"277400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037277400","Census Tract 2774",,,,164,164,64,39,0,9,0,34,18,64,21,22,0,4,0,17,0,38,0,64,21,22,0,4,0,17,0,0,38
"06037278001","Census Tract 2780.01, Los Angeles County, California","ACSSF","ca","140","00","0005244",,,,,"06","037",,,"278001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037278001","Census Tract 2780.01",,,,2325,2325,1504,91,81,294,0,86,269,1044,696,53,16,134,0,32,113,325,500,456,275,40,16,84,0,11,30,196,142
"06037278102","Census Tract 2781.02, Los Angeles County, California","ACSSF","ca","140","00","0005245",,,,,"06","037",,,"278102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037278102","Census Tract 2781.02",,,,3064,3064,2450,104,0,213,0,111,186,1482,1260,0,0,120,0,29,73,205,1126,704,599,0,0,47,0,29,29,541,96
"06037291110","Census Tract 2911.10, Los Angeles County, California","ACSSF","ca","140","00","0005246",,,,,"06","037",,,"291110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037291110","Census Tract 2911.10",,,,4660,4660,900,2041,32,29,0,816,842,1351,276,613,32,19,0,155,256,689,7,1094,184,493,12,10,0,155,240,7,581
"06037291120","Census Tract 2911.20, Los Angeles County, California","ACSSF","ca","140","00","0005247",,,,,"06","037",,,"291120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037291120","Census Tract 2911.20",,,,2398,2398,763,658,0,131,0,760,86,641,188,237,0,49,0,146,21,356,5,448,131,147,0,28,0,121,21,5,274
