Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A10010_001,SE_A10010_002,SE_A10010_003,SE_A10010_004,SE_A10010_005,SE_A10010_006,SE_A10010_007,SE_A10010_008,SE_A10010_009,SE_A10010_010,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010
"06037101110","Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","140","00","0004200",,,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101110","Census Tract 1011.10",,,,3879,3879,2709,11,6,405,0,266,482,1494,1105,0,0,92,0,88,209,401,951,644,438,0,0,58,0,52,96,372,207
"06037101122","Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","140","00","0004201",,,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101122","Census Tract 1011.22",,,,4247,4247,2980,99,0,607,0,245,316,1372,1064,10,0,136,0,57,105,89,1045,344,287,0,0,0,0,33,24,287,33
"06037101220","Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","140","00","0004202",,,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101220","Census Tract 1012.20",,,,3583,3583,1978,8,90,341,0,607,559,1357,785,8,25,187,0,148,204,497,589,762,450,8,16,48,0,110,130,394,285
"06037101221","Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","140","00","0004203",,,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101221","Census Tract 1012.21",,,,3723,3723,2545,97,0,209,0,668,204,1450,1089,68,0,39,0,188,66,329,983,1140,815,68,0,25,0,178,54,747,269
"06037101222","Census Tract 1012.22, Los Angeles County, California","ACSSF","ca","140","00","0004204",,,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101222","Census Tract 1012.22",,,,2690,2690,2404,17,0,131,57,42,39,935,820,17,0,35,17,28,18,246,620,816,715,17,0,28,17,28,11,515,239
"06037101300","Census Tract 1013, Los Angeles County, California","ACSSF","ca","140","00","0004205",,,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101300","Census Tract 1013",,,,4068,4068,3283,56,0,162,0,200,367,1420,1232,0,0,60,0,50,78,148,1166,242,170,0,0,0,0,31,41,159,52
"06037101400","Census Tract 1014, Los Angeles County, California","ACSSF","ca","140","00","0004206",,,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101400","Census Tract 1014",,,,3372,3372,2418,12,0,273,0,84,585,1304,1013,8,0,93,0,30,160,199,930,387,353,0,0,34,0,0,0,285,68
"06037102103","Census Tract 1021.03, Los Angeles County, California","ACSSF","ca","140","00","0004207",,,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102103","Census Tract 1021.03",,,,1767,1767,1440,28,0,148,0,52,99,669,560,8,0,51,0,0,50,52,531,250,221,0,0,29,0,0,0,221,0
"06037102104","Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","140","00","0004208",,,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102104","Census Tract 1021.04",,,,4003,4003,3105,76,15,404,0,37,366,1310,1112,24,0,92,0,8,74,190,979,289,257,10,0,22,0,0,0,195,62
"06037102105","Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","140","00","0004209",,,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102105","Census Tract 1021.05",,,,1674,1674,724,6,27,107,8,367,435,554,262,0,7,31,0,107,147,299,166,251,125,0,0,16,0,48,62,60,124
"06037102107","Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","140","00","0004210",,,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102107","Census Tract 1021.07",,,,3920,3920,3035,64,0,460,0,163,198,1204,925,43,0,121,0,47,68,214,793,260,217,43,0,0,0,0,0,118,99
"06037103101","Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","140","00","0004211",,,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103101","Census Tract 1031.01",,,,2481,2481,1794,21,0,213,0,151,302,915,702,9,0,82,0,75,47,212,612,110,95,0,0,15,0,0,0,78,17
"06037103102","Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","140","00","0004212",,,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103102","Census Tract 1031.02",,,,4692,4692,3443,0,0,413,0,603,233,1651,1288,0,0,145,0,140,78,311,1154,430,280,0,0,57,0,93,0,236,137
"06037103201","Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","140","00","0004213",,,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103201","Census Tract 1032.01",,,,4179,4179,3373,31,0,161,5,33,576,1530,1361,0,0,41,5,22,101,362,1122,883,741,0,0,14,5,22,101,622,242
"06037103202","Census Tract 1032.02, Los Angeles County, California","ACSSF","ca","140","00","0004214",,,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103202","Census Tract 1032.02",,,,2082,2082,1560,1,0,56,0,453,12,660,523,0,0,23,0,114,0,78,447,19,0,0,0,19,0,0,0,0,0
"06037103300","Census Tract 1033, Los Angeles County, California","ACSSF","ca","140","00","0004215",,,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103300","Census Tract 1033",,,,3842,3842,2939,88,23,288,0,84,420,1203,968,0,23,99,0,22,91,180,875,42,42,0,0,0,0,0,0,42,0
"06037103401","Census Tract 1034.01, Los Angeles County, California","ACSSF","ca","140","00","0004216",,,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103401","Census Tract 1034.01",,,,2643,2643,1729,0,16,687,0,14,197,988,736,0,4,218,0,14,16,108,680,138,138,0,0,0,0,0,0,82,56
"06037103402","Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","140","00","0004217",,,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103402","Census Tract 1034.02",,,,3902,3902,2260,449,0,512,0,536,145,1372,1026,80,0,75,0,176,15,290,912,304,192,80,0,0,0,17,15,192,17
"06037104103","Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","140","00","0004218",,,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104103","Census Tract 1041.03",,,,4204,4204,1724,551,29,202,0,472,1226,866,340,166,29,67,0,107,157,553,69,173,86,6,15,16,0,23,27,27,124
"06037104105","Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","140","00","0004219",,,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104105","Census Tract 1041.05",,,,5789,5789,2573,254,38,306,0,1818,800,1526,643,115,11,101,0,491,165,1214,89,762,364,15,0,0,0,311,72,11,736
"06037104108","Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","140","00","0004220",,,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104108","Census Tract 1041.08",,,,5138,5138,2370,275,14,88,30,1719,642,1288,630,121,0,40,0,386,111,1048,79,729,379,72,0,36,0,162,80,58,563
"06037104124","Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","140","00","0004221",,,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104124","Census Tract 1041.24",,,,3889,3889,2058,483,124,379,0,471,374,1281,708,151,31,83,0,121,187,631,409,286,171,91,0,15,0,0,9,62,118
"06037104201","Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","140","00","0004222",,,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104201","Census Tract 1042.01",,,,4599,4599,1629,560,60,14,0,1772,564,916,354,157,28,4,0,303,70,718,18,188,147,6,0,0,0,35,0,0,182
"06037104203","Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","140","00","0004223",,,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104203","Census Tract 1042.03",,,,5178,5178,2465,297,81,19,0,1463,853,1125,539,112,18,11,0,267,178,968,22,466,228,43,13,0,0,106,76,22,401
"06037104204","Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","140","00","0004224",,,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104204","Census Tract 1042.04",,,,3749,3749,1985,204,64,195,0,686,615,731,374,59,14,42,0,112,130,555,58,258,122,25,0,6,0,39,66,6,221
"06037104310","Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","140","00","0004225",,,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104310","Census Tract 1043.10",,,,4875,4875,1824,117,0,4,0,2116,814,942,347,16,0,0,0,440,139,881,33,222,85,0,0,0,0,104,33,5,217
"06037104321","Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","140","00","0004226",,,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104321","Census Tract 1043.21",,,,3115,3115,1311,97,0,9,0,1026,672,924,338,58,0,9,0,238,281,838,0,602,213,49,0,9,0,126,205,0,535
"06037104322","Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","140","00","0004227",,,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104322","Census Tract 1043.22",,,,1892,1892,927,18,2,30,0,778,137,473,216,14,0,0,0,178,65,418,14,160,94,9,0,0,0,30,27,0,124
"06037104401","Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","140","00","0004228",,,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104401","Census Tract 1044.01",,,,3066,3066,1456,31,13,32,6,1340,188,617,304,26,2,5,6,228,46,554,32,269,100,20,0,5,0,106,38,14,230
"06037104403","Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","140","00","0004229",,,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104403","Census Tract 1044.03",,,,2724,2724,1131,0,0,204,0,1016,373,578,251,0,0,40,0,214,73,524,14,189,107,0,0,5,0,49,28,0,184
"06037104404","Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","140","00","0004230",,,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104404","Census Tract 1044.04",,,,3413,3413,1398,0,14,79,0,1425,497,745,333,0,6,18,0,286,102,714,13,418,163,0,0,0,0,196,59,8,410
"06037104500","Census Tract 1045, Los Angeles County, California","ACSSF","ca","140","00","0004231",,,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104500","Census Tract 1045",,,,3119,3119,1294,1,7,1,0,1031,785,626,311,0,7,0,0,206,102,593,20,142,60,0,0,0,0,37,45,0,136
"06037104610","Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","140","00","0004232",,,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104610","Census Tract 1046.10",,,,3274,3274,1435,0,31,0,0,1532,276,680,287,0,4,0,0,305,84,674,6,263,83,0,0,0,0,154,26,4,259
"06037104620","Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","140","00","0004233",,,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104620","Census Tract 1046.20",,,,3490,3490,1502,38,37,21,0,1216,676,702,268,14,6,0,0,236,178,685,17,233,58,0,0,0,0,65,110,0,233
"06037104701","Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","140","00","0004234",,,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104701","Census Tract 1047.01",,,,3812,3812,2128,19,37,10,19,1327,272,871,428,18,0,0,7,342,76,852,0,644,325,12,0,0,0,259,48,0,638
"06037104703","Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","140","00","0004235",,,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104703","Census Tract 1047.03",,,,2367,2367,1017,164,6,0,0,643,537,573,298,53,6,0,0,137,79,434,101,348,177,31,6,0,0,87,47,54,278
"06037104704","Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","140","00","0004236",,,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104704","Census Tract 1047.04",,,,4487,4487,1854,392,0,248,0,1124,869,1209,505,182,0,68,0,269,185,789,133,399,187,45,0,46,0,70,51,59,225
"06037104821","Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","140","00","0004237",,,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104821","Census Tract 1048.21",,,,3514,3514,1502,42,9,44,0,1313,604,716,352,13,4,9,0,217,121,661,22,401,186,13,4,4,0,100,94,7,377
"06037104822","Census Tract 1048.22, Los Angeles County, California","ACSSF","ca","140","00","0004238",,,,,"06","037",,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104822","Census Tract 1048.22",,,,2668,2668,1253,12,53,105,0,883,362,645,271,6,12,56,0,172,128,581,8,444,183,0,12,31,0,130,88,0,413
"06037104823","Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","140","00","0004239",,,,,"06","037",,,"104823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104823","Census Tract 1048.23",,,,3346,3346,1109,0,12,375,0,815,1035,697,211,0,12,122,0,174,178,543,32,153,46,0,0,0,0,70,37,0,153
"06037104824","Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","140","00","0004240",,,,,"06","037",,,"104824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104824","Census Tract 1048.24",,,,2781,2781,889,21,52,16,0,1166,637,535,209,0,52,0,0,147,127,457,26,113,0,0,52,0,0,14,47,0,61
"06037106010","Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","140","00","0004241",,,,,"06","037",,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106010","Census Tract 1060.10",,,,3494,3494,1853,32,28,79,0,684,818,902,589,15,12,57,0,128,101,554,250,207,97,3,0,19,0,69,19,26,147
"06037106020","Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","140","00","0004242",,,,,"06","037",,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106020","Census Tract 1060.20",,,,4790,4790,2561,16,59,146,0,1632,376,1295,842,3,12,42,0,283,113,909,271,275,157,0,0,11,0,71,36,37,200
"06037106111","Census Tract 1061.11, Los Angeles County, California","ACSSF","ca","140","00","0004243",,,,,"06","037",,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106111","Census Tract 1061.11",,,,4694,4694,2465,344,0,509,0,785,591,1396,790,82,0,129,0,191,204,675,501,107,84,0,0,0,0,23,0,49,58
"06037106112","Census Tract 1061.12, Los Angeles County, California","ACSSF","ca","140","00","0004244",,,,,"06","037",,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106112","Census Tract 1061.12",,,,5167,5167,2779,195,294,395,36,1024,444,1384,781,31,36,114,0,308,114,924,303,169,121,12,13,12,0,4,7,15,130
"06037106113","Census Tract 1061.13, Los Angeles County, California","ACSSF","ca","140","00","0004245",,,,,"06","037",,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106113","Census Tract 1061.13",,,,3797,3797,2224,130,23,235,1,490,694,992,554,46,6,76,0,135,175,663,200,177,132,4,0,0,0,38,3,23,150
"06037106114","Census Tract 1061.14, Los Angeles County, California","ACSSF","ca","140","00","0004246",,,,,"06","037",,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106114","Census Tract 1061.14",,,,6658,6658,3538,120,44,684,0,1625,647,1672,919,27,4,201,0,374,147,1263,181,829,515,27,4,0,0,254,29,40,762
"06037106403","Census Tract 1064.03, Los Angeles County, California","ACSSF","ca","140","00","0004247",,,,,"06","037",,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106403","Census Tract 1064.03",,,,3501,3501,1971,129,30,35,66,991,279,853,514,9,12,15,27,203,73,685,117,224,123,0,0,0,0,83,18,6,218
"06037106405","Census Tract 1064.05, Los Angeles County, California","ACSSF","ca","140","00","0004248",,,,,"06","037",,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106405","Census Tract 1064.05",,,,4405,4405,2147,304,27,166,0,1098,663,1179,567,94,0,72,0,274,172,878,135,474,261,10,0,0,0,188,15,41,423
"06037106406","Census Tract 1064.06, Los Angeles County, California","ACSSF","ca","140","00","0004249",,,,,"06","037",,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106406","Census Tract 1064.06",,,,6360,6360,3383,172,31,424,0,1449,901,1806,1061,10,31,110,0,325,269,1106,571,372,263,0,0,8,0,69,32,141,223
"06037106407","Census Tract 1064.07, Los Angeles County, California","ACSSF","ca","140","00","0004250",,,,,"06","037",,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106407","Census Tract 1064.07",,,,2558,2558,1489,219,5,99,0,576,170,831,490,87,5,41,0,147,61,591,109,680,385,76,5,29,0,128,57,88,484
"06037106408","Census Tract 1064.08, Los Angeles County, California","ACSSF","ca","140","00","0004251",,,,,"06","037",,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106408","Census Tract 1064.08",,,,3749,3749,1947,96,5,133,8,864,696,990,529,30,0,50,8,227,146,820,84,812,433,23,0,24,0,199,133,65,694
"06037106510","Census Tract 1065.10, Los Angeles County, California","ACSSF","ca","140","00","0004252",,,,,"06","037",,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106510","Census Tract 1065.10",,,,5738,5738,3015,199,39,1251,0,666,568,1625,893,69,8,358,0,198,99,808,375,444,351,29,8,7,0,38,11,71,337
"06037106520","Census Tract 1065.20, Los Angeles County, California","ACSSF","ca","140","00","0004253",,,,,"06","037",,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106520","Census Tract 1065.20",,,,5861,5861,3750,170,64,90,0,1473,314,1422,935,63,14,35,0,276,99,1181,132,517,305,20,0,0,0,131,61,19,478
"06037106603","Census Tract 1066.03, Los Angeles County, California","ACSSF","ca","140","00","0004254",,,,,"06","037",,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106603","Census Tract 1066.03",,,,3646,3646,2118,76,0,802,4,127,519,1184,703,32,0,260,0,24,165,296,582,91,61,0,0,3,0,18,9,35,53
"06037106604","Census Tract 1066.04, Los Angeles County, California","ACSSF","ca","140","00","0004255",,,,,"06","037",,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106604","Census Tract 1066.04",,,,3749,3749,1940,99,70,205,0,818,617,1240,627,67,52,48,0,296,150,1014,111,665,337,67,0,8,0,172,81,74,516
"06037106641","Census Tract 1066.41, Los Angeles County, California","ACSSF","ca","140","00","0004256",,,,,"06","037",,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106641","Census Tract 1066.41",,,,2200,2200,1629,25,0,294,0,29,223,742,585,16,0,110,0,0,31,12,578,91,79,0,0,12,0,0,0,79,0
"06037106642","Census Tract 1066.42, Los Angeles County, California","ACSSF","ca","140","00","0004257",,,,,"06","037",,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106642","Census Tract 1066.42",,,,3421,3421,2449,101,49,169,0,190,463,1152,947,25,12,73,0,50,45,172,851,90,90,0,0,0,0,0,0,33,57
"06037106643","Census Tract 1066.43, Los Angeles County, California","ACSSF","ca","140","00","0004258",,,,,"06","037",,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106643","Census Tract 1066.43",,,,4432,4432,2524,283,55,897,0,623,50,1368,970,52,25,231,0,86,4,84,921,132,101,0,25,0,0,6,0,95,12
"06037106645","Census Tract 1066.45, Los Angeles County, California","ACSSF","ca","140","00","0004259",,,,,"06","037",,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106645","Census Tract 1066.45",,,,3874,3874,3048,12,150,452,0,41,171,1259,1060,0,28,127,0,27,17,235,880,160,160,0,0,0,0,0,0,109,51
"06037106646","Census Tract 1066.46, Los Angeles County, California","ACSSF","ca","140","00","0004260",,,,,"06","037",,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106646","Census Tract 1066.46",,,,3002,3002,1674,178,4,578,38,266,264,951,589,42,0,203,20,64,33,187,492,106,106,0,0,0,0,0,0,101,5
"06037106648","Census Tract 1066.48, Los Angeles County, California","ACSSF","ca","140","00","0004261",,,,,"06","037",,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106648","Census Tract 1066.48",,,,4570,4570,2552,13,0,0,0,1153,852,1085,600,13,0,0,0,286,186,1012,60,594,371,13,0,0,0,102,108,39,542
"06037106649","Census Tract 1066.49, Los Angeles County, California","ACSSF","ca","140","00","0004262",,,,,"06","037",,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106649","Census Tract 1066.49",,,,2816,2816,823,92,9,457,0,1054,381,638,260,25,9,103,0,142,99,422,70,134,89,0,0,14,0,31,0,14,106
"06037107010","Census Tract 1070.10, Los Angeles County, California","ACSSF","ca","140","00","0004263",,,,,"06","037",,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107010","Census Tract 1070.10",,,,3118,3118,1496,36,32,95,0,1158,301,742,332,4,6,25,0,258,117,658,47,174,101,4,0,0,0,69,0,0,170
"06037107020","Census Tract 1070.20, Los Angeles County, California","ACSSF","ca","140","00","0004264",,,,,"06","037",,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107020","Census Tract 1070.20",,,,5337,5337,2677,29,127,208,29,1266,1001,1169,608,28,33,45,13,210,232,971,84,335,185,0,9,9,0,33,99,0,326
"06037108101","Census Tract 1081.01, Los Angeles County, California","ACSSF","ca","140","00","0004265",,,,,"06","037",,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108101","Census Tract 1081.01",,,,2324,2324,1409,52,57,430,0,119,257,765,484,7,15,186,0,39,34,163,390,114,53,0,0,24,0,32,5,30,55
"06037108102","Census Tract 1081.02, Los Angeles County, California","ACSSF","ca","140","00","0004266",,,,,"06","037",,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108102","Census Tract 1081.02",,,,3439,3439,1577,96,0,1333,0,246,187,1141,587,52,0,417,0,33,52,78,575,126,69,35,0,22,0,0,0,57,12
"06037108103","Census Tract 1081.03, Los Angeles County, California","ACSSF","ca","140","00","0004267",,,,,"06","037",,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108103","Census Tract 1081.03",,,,3064,3064,1785,50,0,708,12,155,354,981,648,14,0,221,0,29,69,84,627,93,59,0,0,34,0,0,0,59,0
"06037108104","Census Tract 1081.04, Los Angeles County, California","ACSSF","ca","140","00","0004268",,,,,"06","037",,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108104","Census Tract 1081.04",,,,1756,1756,1154,36,0,350,0,86,130,559,415,6,0,114,0,14,10,24,415,70,64,6,0,0,0,0,0,64,0
"06037108202","Census Tract 1082.02, Los Angeles County, California","ACSSF","ca","140","00","0004269",,,,,"06","037",,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108202","Census Tract 1082.02",,,,8776,8776,3130,1503,57,3383,0,176,527,3002,1223,361,0,1260,0,75,83,424,962,952,462,191,0,256,0,0,43,363,158
"06037108203","Census Tract 1082.03, Los Angeles County, California","ACSSF","ca","140","00","0004270",,,,,"06","037",,,"108203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108203","Census Tract 1082.03",,,,3301,3301,1113,601,59,1374,0,44,110,1148,476,197,0,443,0,21,11,78,445,344,157,106,0,81,0,0,0,157,7
"06037108204","Census Tract 1082.04, Los Angeles County, California","ACSSF","ca","140","00","0004271",,,,,"06","037",,,"108204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108204","Census Tract 1082.04",,,,1831,1831,884,68,20,838,0,0,21,650,345,33,0,261,0,0,11,15,330,61,37,0,0,24,0,0,0,37,0
"06037109100","Census Tract 1091, Los Angeles County, California","ACSSF","ca","140","00","0004272",,,,,"06","037",,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109100","Census Tract 1091",,,,2558,2558,1608,51,0,379,0,388,132,808,540,16,0,103,0,114,35,356,333,230,186,0,0,28,0,16,0,128,74
"06037109200","Census Tract 1092, Los Angeles County, California","ACSSF","ca","140","00","0004273",,,,,"06","037",,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109200","Census Tract 1092",,,,2863,2863,979,94,0,848,0,641,301,1013,406,59,0,321,0,176,51,289,336,170,111,0,0,47,0,12,0,97,26
