Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10063B_001,SE_A10063B_002,SE_A10063B_003,SE_A10063B_004,SE_A10063B_005,SE_A10063B_006,SE_A10063B_007,SE_A10056B_001,SE_A10056B_002,SE_A10056B_003,SE_A10056B_004,SE_A10056B_005,SE_A10056B_006,SE_A10056B_007,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,SE_A18009_001,SE_A18003_001,SE_A10038_001,SE_A10038_002,SE_A10038_003,SE_A10038_004,SE_A10038_005,SE_A10038_006,SE_A10038_007,SE_A10038_008,SE_A10038_009,SE_A10039B_001,SE_A10039B_002,SE_A10039B_003,SE_A10039B_004,SE_A10039B_005,SE_A10039B_006,SE_A10039B_007,SE_A10039B_008,SE_A10039B_009,SE_A10039B_010,SE_A10039B_011,SE_A10039B_012,SE_A10039B_013,SE_A10039B_014,SE_A10039B_015,SE_A10039B_016,SE_A10039B_017,SE_A10039B_018,SE_A10039B_019,SE_A10039B_020,SE_A10039B_021,SE_A10039B_022,SE_A10039B_023,SE_A10014_001,SE_A10014_002,SE_A10014_003,SE_A18007_001,SE_A18007_002,SE_A18007_003,SE_A18007_004,SE_A18007_005,SE_A18007_006,SE_A18007_007
60372623022,"Block Group 2, Census Tract 2623.02, Los Angeles County, California","Block Group 2, Census Tract 2623.02, Los Angeles County, California",CA,150,0,ACSSF,29253,,,,,6,37,,,,262302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372623022,,,1114950,0,1957,1957,4546.039,0.43048462,,,,,,,,56,46,10,0,0,0,0,56,0,0,0,0,0,0,46,10,56,35,10,11,0,0,1804,10,56,0,0,0,0,0,46,10,0,,,,,,,,,,,,,,,,,,,,,,,,694,10,684,,,,,,,
60372623031,"Block Group 1, Census Tract 2623.03, Los Angeles County, California","Block Group 1, Census Tract 2623.03, Los Angeles County, California",CA,150,0,ACSSF,29254,,,,,6,37,,,,262303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372623031,,,860903,0,1534,1534,4614.97,0.332396521,,,,,,,,47,47,0,0,0,0,0,47,0,0,0,0,0,0,0,47,47,7,22,7,11,0,2001,23.79999924,47,0,0,0,0,0,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,602,0,602,,,,,,,
60372623032,"Block Group 2, Census Tract 2623.03, Los Angeles County, California","Block Group 2, Census Tract 2623.03, Los Angeles County, California",CA,150,0,ACSSF,29255,,,,,6,37,,,,262303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372623032,,,710760,0,527,527,1920.372,0.274425982,,,,,,,,11,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,11,0,11,0,0,0,2001,,11,0,0,0,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,180,15,165,,,,,,,
60372623033,"Block Group 3, Census Tract 2623.03, Los Angeles County, California","Block Group 3, Census Tract 2623.03, Los Angeles County, California",CA,150,0,ACSSF,29256,,,,,6,37,,,,262303,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372623033,,,1042644,0,881,881,2188.455,0.402567116,,,,,,,,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,20,20,20,0,0,0,0,2001,10,20,0,0,0,0,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,322,0,322,,,,,,,
60372624001,"Block Group 1, Census Tract 2624, Los Angeles County, California","Block Group 1, Census Tract 2624, Los Angeles County, California",CA,150,0,ACSSF,29257,,,,,6,37,,,,262400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372624001,,,1976460,0,1562,1562,2046.872,0.763115505,,,,,,,,55,20,23,0,0,0,12,55,0,0,0,0,0,0,0,55,55,19,9,12,15,0,2001,14.69999981,55,0,0,0,0,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,504,0,504,,,,,,,
60372624002,"Block Group 2, Census Tract 2624, Los Angeles County, California","Block Group 2, Census Tract 2624, Los Angeles County, California",CA,150,0,ACSSF,29258,,,,,6,37,,,,262400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372624002,,,9292277,0,1970,1970,549.0878,3.58776836,,,,,,,,40,35,5,0,0,0,0,40,0,0,0,0,0,0,0,40,40,0,40,0,0,0,2001,22.5,40,0,0,0,0,0,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,820,8,812,,,,,,,
60372625011,"Block Group 1, Census Tract 2625.01, Los Angeles County, California","Block Group 1, Census Tract 2625.01, Los Angeles County, California",CA,150,0,ACSSF,29259,,,,,6,37,,,,262501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372625011,,,268323,0,1113,1113,10743.23,0.103600094,,,,,,,,75,30,38,7,0,0,0,75,0,10,0,0,0,0,0,65,75,0,58,0,17,0,2001,18.10000038,75,0,10,0,0,0,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,397,0,397,,,,,,,
60372625012,"Block Group 2, Census Tract 2625.01, Los Angeles County, California","Block Group 2, Census Tract 2625.01, Los Angeles County, California",CA,150,0,ACSSF,29260,,,,,6,37,,,,262501,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372625012,,,253070,0,631,631,6457.828,0.097710877,,,,,,,,33,21,0,0,12,0,0,26,0,0,0,0,0,0,9,17,33,0,12,9,5,7,2001,41.09999847,33,0,0,0,0,0,9,17,7,,,,,,,,,,,,,,,,,,,,,,,,259,10,249,,,,,,,
60372625013,"Block Group 3, Census Tract 2625.01, Los Angeles County, California","Block Group 3, Census Tract 2625.01, Los Angeles County, California",CA,150,0,ACSSF,29261,,,,,6,37,,,,262501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372625013,,,1113726,3278,1855,1855,4313.833,0.430012031,,,,,,,,63,46,7,10,0,0,0,46,0,0,0,0,0,0,0,46,63,22,0,10,14,17,2001,30.5,63,0,0,0,0,0,0,46,17,,,,,,,,,,,,,,,,,,,,,,,,703,0,703,,,,,,,
60372626011,"Block Group 1, Census Tract 2626.01, Los Angeles County, California","Block Group 1, Census Tract 2626.01, Los Angeles County, California",CA,150,0,ACSSF,29262,,,,,6,37,,,,262601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372626011,,,3692762,0,3677,3677,2578.933,1.42578344,,,,,,,,174,69,80,25,0,0,0,165,0,0,0,0,0,71,6,88,174,31,88,19,27,9,2001,26.39999962,174,0,0,0,0,71,6,88,9,,,,,,,,,,,,,,,,,,,,,,,,1393,0,1393,,,,,,,
60372626041,"Block Group 1, Census Tract 2626.04, Los Angeles County, California","Block Group 1, Census Tract 2626.04, Los Angeles County, California",CA,150,0,ACSSF,29263,,,,,6,37,,,,262604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372626041,,,221070,0,409,409,4791.718,0.085355608,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,173,0,173,,,,,,,
60372626042,"Block Group 2, Census Tract 2626.04, Los Angeles County, California","Block Group 2, Census Tract 2626.04, Los Angeles County, California",CA,150,0,ACSSF,29264,,,,,6,37,,,,262604,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372626042,,,2158350,0,1469,1469,1762.778,0.833343629,,,,,,,,80,80,0,0,0,0,0,80,0,0,0,0,0,16,42,22,80,0,16,0,64,0,1786,50,80,0,0,0,0,16,42,22,0,,,,,,,,,,,,,,,,,,,,,,,,585,0,585,,,,,,,
60372626043,"Block Group 3, Census Tract 2626.04, Los Angeles County, California","Block Group 3, Census Tract 2626.04, Los Angeles County, California",CA,150,0,ACSSF,29265,,,,,6,37,,,,262604,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372626043,,,1626392,335774,1173,1173,1867.973,0.627953489,,,,,,,,51,37,0,0,14,0,0,51,0,0,0,0,27,0,0,24,51,0,27,0,24,0,1236,24.70000076,51,0,0,0,0,27,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,548,0,548,,,,,,,
60372626044,"Block Group 4, Census Tract 2626.04, Los Angeles County, California","Block Group 4, Census Tract 2626.04, Los Angeles County, California",CA,150,0,ACSSF,29266,,,,,6,37,,,,262604,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372626044,,,1667119,0,2748,2748,4269.213,0.643678272,,,,,,,,156,59,47,36,14,0,0,127,0,14,0,0,0,38,19,56,156,0,85,42,0,29,1803,26.39999962,156,0,14,0,0,38,19,56,29,,,,,,,,,,,,,,,,,,,,,,,,1084,0,1084,,,,,,,
60372627041,"Block Group 1, Census Tract 2627.04, Los Angeles County, California","Block Group 1, Census Tract 2627.04, Los Angeles County, California",CA,150,0,ACSSF,29267,,,,,6,37,,,,262704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372627041,,,1946783,528324,3414,3414,4541.964,0.751657151,,,,,,,,533,325,116,72,0,20,0,511,0,0,7,22,27,12,160,283,533,60,129,119,203,22,2001,39.09999847,533,0,0,7,22,39,160,283,22,,,,,,,,,,,,,,,,,,,,,,,,1516,9,1507,,,,,,,
60372627061,"Block Group 1, Census Tract 2627.06, Los Angeles County, California","Block Group 1, Census Tract 2627.06, Los Angeles County, California",CA,150,0,ACSSF,29268,,,,,6,37,,,,262706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372627061,,,1384685,525442,1574,1574,2944.093,0.53462989,,,,,,,,193,153,19,9,0,12,0,193,0,0,0,0,0,85,29,79,193,31,31,41,90,0,1698,44.59999847,193,0,0,0,0,85,29,79,0,,,,,,,,,,,,,,,,,,,,,,,,633,8,625,,,,,,,
60372627062,"Block Group 2, Census Tract 2627.06, Los Angeles County, California","Block Group 2, Census Tract 2627.06, Los Angeles County, California",CA,150,0,ACSSF,29269,,,,,6,37,,,,262706,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372627062,,,647562,0,1219,1219,4875.511,0.250025097,,,,,,,,21,21,0,0,0,0,0,21,0,0,0,0,0,0,0,21,21,0,21,0,0,0,2001,,21,0,0,0,0,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,394,0,394,,,,,,,
60372627063,"Block Group 3, Census Tract 2627.06, Los Angeles County, California","Block Group 3, Census Tract 2627.06, Los Angeles County, California",CA,150,0,ACSSF,29270,,,,,6,37,,,,262706,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372627063,,,271646,0,566,566,5396.484,0.104883111,,,,,,,,60,35,14,0,11,0,0,55,0,0,0,0,9,35,0,11,60,11,35,9,0,5,1382,23.29999924,60,0,0,0,0,44,0,11,5,,,,,,,,,,,,,,,,,,,,,,,,269,12,257,,,,,,,
60372628021,"Block Group 1, Census Tract 2628.02, Los Angeles County, California","Block Group 1, Census Tract 2628.02, Los Angeles County, California",CA,150,0,ACSSF,29271,,,,,6,37,,,,262802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372628021,,,1115438,0,1367,1367,3174.102,0.430673038,,,,,,,,135,34,9,84,0,0,8,124,0,0,8,0,29,23,0,64,135,35,69,0,20,11,2001,24.70000076,135,0,0,8,0,52,0,64,11,,,,,,,,,,,,,,,,,,,,,,,,574,0,574,,,,,,,
60372628022,"Block Group 2, Census Tract 2628.02, Los Angeles County, California","Block Group 2, Census Tract 2628.02, Los Angeles County, California",CA,150,0,ACSSF,29272,,,,,6,37,,,,262802,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372628022,,,386717,83103,1057,1057,7079.123,0.149312275,,,,,,,,138,86,30,22,0,0,0,130,0,32,0,0,18,11,0,69,138,37,49,0,44,8,2001,13.39999962,138,0,32,0,0,29,0,69,8,,,,,,,,,,,,,,,,,,,,,,,,500,0,500,,,,,,,
60372628023,"Block Group 3, Census Tract 2628.02, Los Angeles County, California","Block Group 3, Census Tract 2628.02, Los Angeles County, California",CA,150,0,ACSSF,29273,,,,,6,37,,,,262802,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372628023,,,1826921,0,1473,1473,2088.241,0.705378172,,,,,,,,19,0,19,0,0,0,0,19,0,0,0,0,0,0,0,19,19,0,9,10,0,0,2001,35.29999924,19,0,0,0,0,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,498,0,498,,,,,,,
60372640001,"Block Group 1, Census Tract 2640, Los Angeles County, California","Block Group 1, Census Tract 2640, Los Angeles County, California",CA,150,0,ACSSF,29274,,,,,6,37,,,,264000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372640001,,,667131,0,319,319,1238.447,0.25758073,,,,,,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,,,11,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,147,0,147,,,,,,,
60372640002,"Block Group 2, Census Tract 2640, Los Angeles County, California","Block Group 2, Census Tract 2640, Los Angeles County, California",CA,150,0,ACSSF,29275,,,,,6,37,,,,264000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372640002,,,619642,0,1312,1312,5483.916,0.239245124,,,,,,,,67,44,0,12,0,11,0,67,0,0,0,0,0,0,34,33,67,23,33,0,11,0,1993,20.20000076,67,0,0,0,0,0,34,33,0,,,,,,,,,,,,,,,,,,,,,,,,597,0,597,,,,,,,
60372640003,"Block Group 3, Census Tract 2640, Los Angeles County, California","Block Group 3, Census Tract 2640, Los Angeles County, California",CA,150,0,ACSSF,29276,,,,,6,37,,,,264000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372640003,,,581258,0,1307,1307,5823.772,0.224424978,,,,,,,,123,76,35,0,0,12,0,123,0,12,22,0,0,20,0,69,123,22,68,0,33,0,2001,17.89999962,123,0,0,34,0,20,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,488,0,488,,,,,,,
60372641021,"Block Group 1, Census Tract 2641.02, Los Angeles County, California","Block Group 1, Census Tract 2641.02, Los Angeles County, California",CA,150,0,ACSSF,29277,,,,,6,37,,,,264102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372641021,,,396479,0,3319,3319,21681.28,0.153081404,,,,,,,,1100,723,163,117,38,45,14,1077,0,0,14,38,9,95,541,380,1100,17,368,302,390,23,1854,38.29999924,1100,0,0,14,38,104,541,380,23,,,,,,,,,,,,,,,,,,,,,,,,1707,38,1669,,,,,,,
60372641031,"Block Group 1, Census Tract 2641.03, Los Angeles County, California","Block Group 1, Census Tract 2641.03, Los Angeles County, California",CA,150,0,ACSSF,29278,,,,,6,37,,,,264103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372641031,,,230524,0,2125,2125,23874.84,0.089005818,,,,,,,,1050,718,165,122,28,0,17,1042,0,10,0,61,60,219,440,252,1050,68,496,129,316,41,1694,28.39999962,1050,0,0,10,61,279,440,252,8,,,,,,,,,,,,,,,,,,,,,,,,1412,16,1396,,,,,,,
60372643011,"Block Group 1, Census Tract 2643.01, Los Angeles County, California","Block Group 1, Census Tract 2643.01, Los Angeles County, California",CA,150,0,ACSSF,29279,,,,,6,37,,,,264301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372643011,,,124467,0,1553,1553,32315.8,0.048056979,,,,,,,,736,429,131,98,58,20,0,714,0,0,0,13,47,160,291,203,736,29,377,175,120,35,1735,23.5,736,0,0,0,13,207,291,203,22,,,,,,,,,,,,,,,,,,,,,,,,852,0,852,,,,,,,
60372643012,"Block Group 2, Census Tract 2643.01, Los Angeles County, California","Block Group 2, Census Tract 2643.01, Los Angeles County, California",CA,150,0,ACSSF,29280,,,,,6,37,,,,264301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372643012,,,149880,0,2145,2145,37066.48,0.057868994,,,,,,,,1040,781,89,102,11,57,0,1013,0,0,0,60,54,260,387,252,1040,44,606,81,245,64,1671,24.70000076,1040,0,0,0,60,314,387,252,27,,,,,,,,,,,,,,,,,,,,,,,,1278,0,1278,,,,,,,
60372643013,"Block Group 3, Census Tract 2643.01, Los Angeles County, California","Block Group 3, Census Tract 2643.01, Los Angeles County, California",CA,150,0,ACSSF,29281,,,,,6,37,,,,264301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372643013,,,145812,0,1496,1496,26572.72,0.05629833,,,,,,,,636,436,103,88,9,0,0,636,0,9,0,0,48,159,361,59,636,0,303,188,145,0,1641,32.20000076,636,0,9,0,0,207,361,59,0,,,,,,,,,,,,,,,,,,,,,,,,842,14,828,,,,,,,
60372643021,"Block Group 1, Census Tract 2643.02, Los Angeles County, California","Block Group 1, Census Tract 2643.02, Los Angeles County, California",CA,150,0,ACSSF,29282,,,,,6,37,,,,264302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372643021,,,299104,0,2194,2194,18998.19,0.115484705,,,,,,,,736,368,170,111,55,32,0,736,0,0,0,29,65,73,378,191,736,67,396,163,110,0,1766,26.89999962,736,0,0,0,29,138,378,191,0,,,,,,,,,,,,,,,,,,,,,,,,1192,0,1192,,,,,,,
60372643022,"Block Group 2, Census Tract 2643.02, Los Angeles County, California","Block Group 2, Census Tract 2643.02, Los Angeles County, California",CA,150,0,ACSSF,29283,,,,,6,37,,,,264302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372643022,,,356643,0,2334,2334,16949.81,0.137700638,,,,,,,,600,484,77,39,0,0,0,600,0,0,0,49,67,16,233,235,600,0,262,163,175,0,1861,33.09999847,600,0,0,0,49,83,233,235,0,,,,,,,,,,,,,,,,,,,,,,,,1077,0,1077,,,,,,,
60372643023,"Block Group 3, Census Tract 2643.02, Los Angeles County, California","Block Group 3, Census Tract 2643.02, Los Angeles County, California",CA,150,0,ACSSF,29284,,,,,6,37,,,,264302,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372643023,,,1034354,0,1381,1381,3457.978,0.399366329,,,,,,,,360,161,64,89,12,18,16,348,0,0,0,70,13,39,111,115,360,13,180,34,108,25,1734,27,360,0,0,0,70,52,111,115,12,,,,,,,,,,,,,,,,,,,,,,,,667,0,667,,,,,,,
60372651001,"Block Group 1, Census Tract 2651, Los Angeles County, California","Block Group 1, Census Tract 2651, Los Angeles County, California",CA,150,0,ACSSF,29285,,,,,6,37,,,,265100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372651001,,,374953,0,927,927,6403.253,0.144770169,,,,,,,,170,126,44,0,0,0,0,159,0,0,0,0,9,0,69,81,170,9,8,40,92,21,2001,50,170,0,0,0,0,9,69,81,11,,,,,,,,,,,,,,,,,,,,,,,,552,0,552,,,,,,,
60372651002,"Block Group 2, Census Tract 2651, Los Angeles County, California","Block Group 2, Census Tract 2651, Los Angeles County, California",CA,150,0,ACSSF,29286,,,,,6,37,,,,265100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372651002,,,1987283,0,1397,1397,1820.683,0.767294289,,,,,,,,143,93,35,0,15,0,0,134,39,0,0,0,0,26,0,69,143,30,15,26,63,9,2001,34.20000076,143,39,0,0,0,26,0,69,9,,,,,,,,,,,,,,,,,,,,,,,,712,0,712,,,,,,,
60372652011,"Block Group 1, Census Tract 2652.01, Los Angeles County, California","Block Group 1, Census Tract 2652.01, Los Angeles County, California",CA,150,0,ACSSF,29287,,,,,6,37,,,,265201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372652011,,,377815,0,2071,2071,14197.07,0.145875193,,,,,,,,176,70,38,68,0,0,0,163,0,79,0,22,36,0,0,26,176,0,52,26,85,13,911,50,176,0,0,79,22,36,0,26,13,,,,,,,,,,,,,,,,,,,,,,,,718,0,718,,,,,,,
60372652012,"Block Group 2, Census Tract 2652.01, Los Angeles County, California","Block Group 2, Census Tract 2652.01, Los Angeles County, California",CA,150,0,ACSSF,29288,,,,,6,37,,,,265201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372652012,,,60997,0,644,644,27344.82,0.023551074,,,,,,,,152,116,18,18,0,0,0,152,0,0,0,14,18,0,82,38,152,0,11,32,93,16,1768,50,152,0,0,0,14,18,82,38,0,,,,,,,,,,,,,,,,,,,,,,,,184,0,184,,,,,,,
60372652021,"Block Group 1, Census Tract 2652.02, Los Angeles County, California","Block Group 1, Census Tract 2652.02, Los Angeles County, California",CA,150,0,ACSSF,29289,,,,,6,37,,,,265202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372652021,,,60998,0,456,456,19361.86,0.02355146,,,,,,,,151,105,27,9,0,10,0,151,0,0,9,0,0,10,77,55,151,0,30,36,85,0,1867,50,151,0,0,9,0,10,77,55,0,,,,,,,,,,,,,,,,,,,,,,,,216,0,216,,,,,,,
60372652022,"Block Group 2, Census Tract 2652.02, Los Angeles County, California","Block Group 2, Census Tract 2652.02, Los Angeles County, California",CA,150,0,ACSSF,29290,,,,,6,37,,,,265202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372652022,,,97569,0,728,728,19324.9,0.037671603,,,,,,,,101,57,14,30,0,0,0,101,0,0,0,39,0,0,48,14,101,44,39,18,0,0,1620,20.79999924,101,0,0,0,39,0,48,14,0,,,,,,,,,,,,,,,,,,,,,,,,250,0,250,,,,,,,
60372652023,"Block Group 3, Census Tract 2652.02, Los Angeles County, California","Block Group 3, Census Tract 2652.02, Los Angeles County, California",CA,150,0,ACSSF,29291,,,,,6,37,,,,265202,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372652023,,,204287,0,421,421,5337.515,0.078875655,,,,,,,,235,212,19,4,0,0,0,235,0,0,0,16,6,25,68,120,235,0,106,43,81,5,2001,39.09999847,235,0,0,0,16,31,68,120,0,,,,,,,,,,,,,,,,,,,,,,,,235,0,235,,,,,,,
60372652024,"Block Group 4, Census Tract 2652.02, Los Angeles County, California","Block Group 4, Census Tract 2652.02, Los Angeles County, California",CA,150,0,ACSSF,29292,,,,,6,37,,,,265202,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372652024,,,212468,0,2121,2121,25855.02,0.082034357,,,,,,,,734,619,69,46,0,0,0,734,0,0,0,0,76,99,260,299,734,45,353,85,168,83,1869,24.39999962,734,0,0,0,0,175,260,299,0,,,,,,,,,,,,,,,,,,,,,,,,1230,0,1230,,,,,,,
60372653011,"Block Group 1, Census Tract 2653.01, Los Angeles County, California","Block Group 1, Census Tract 2653.01, Los Angeles County, California",CA,150,0,ACSSF,29293,,,,,6,37,,,,265301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372653011,,,1595831,0,11297,11297,18334.71,0.61615382,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,
60372653031,"Block Group 1, Census Tract 2653.03, Los Angeles County, California","Block Group 1, Census Tract 2653.03, Los Angeles County, California",CA,150,0,ACSSF,29294,,,,,6,37,,,,265303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372653031,,,47609,0,1931,1931,105048.8,0.018381938,,,,,,,,513,494,12,0,0,0,7,513,0,0,0,10,0,126,217,160,513,0,101,36,338,38,1778,50,513,0,0,0,10,126,217,160,0,,,,,,,,,,,,,,,,,,,,,,,,540,0,540,,,,,,,
60372653032,"Block Group 2, Census Tract 2653.03, Los Angeles County, California","Block Group 2, Census Tract 2653.03, Los Angeles County, California",CA,150,0,ACSSF,29295,,,,,6,37,,,,265303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372653032,,,100392,0,2742,2742,70740.17,0.03876157,,,,,,,,952,793,93,49,10,7,0,931,6,0,0,53,24,330,294,224,952,6,137,180,482,147,1589,50,952,6,0,0,53,354,294,224,21,,,,,,,,,,,,,,,,,,,,,,,,993,0,993,,,,,,,
60372653041,"Block Group 1, Census Tract 2653.04, Los Angeles County, California","Block Group 1, Census Tract 2653.04, Los Angeles County, California",CA,150,0,ACSSF,29296,,,,,6,37,,,,265304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372653041,,,87349,0,2811,2811,83349.05,0.033725639,,,,,,,,695,625,42,0,28,0,0,678,0,16,60,89,65,169,181,98,695,11,51,73,478,82,1411,50,695,0,9,67,89,234,181,98,17,,,,,,,,,,,,,,,,,,,,,,,,695,8,687,,,,,,,
60372653042,"Block Group 2, Census Tract 2653.04, Los Angeles County, California","Block Group 2, Census Tract 2653.04, Los Angeles County, California",CA,150,0,ACSSF,29297,,,,,6,37,,,,265304,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372653042,,,43635,0,1014,1014,60186.73,0.016847568,,,,,,,,306,282,14,10,0,0,0,306,0,0,9,21,44,42,80,110,306,0,43,24,239,0,1731,50,306,0,0,9,21,86,80,110,0,,,,,,,,,,,,,,,,,,,,,,,,312,0,312,,,,,,,
60372653051,"Block Group 1, Census Tract 2653.05, Los Angeles County, California","Block Group 1, Census Tract 2653.05, Los Angeles County, California",CA,150,0,ACSSF,29298,,,,,6,37,,,,265305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060372653051,,,310806,0,4277,4277,35640.81,0.120002873,,,,,,,,1742,1579,79,58,0,13,13,1703,7,0,9,44,686,209,341,407,1742,48,287,230,981,196,1376,50,1742,7,0,9,44,895,341,407,39,,,,,,,,,,,,,,,,,,,,,,,,1833,16,1817,,,,,,,
