Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10063B_001,SE_A10063B_002,SE_A10063B_003,SE_A10063B_004,SE_A10063B_005,SE_A10063B_006,SE_A10063B_007,SE_A10056B_001,SE_A10056B_002,SE_A10056B_003,SE_A10056B_004,SE_A10056B_005,SE_A10056B_006,SE_A10056B_007,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,SE_A18009_001,SE_A18003_001,SE_A10038_001,SE_A10038_002,SE_A10038_003,SE_A10038_004,SE_A10038_005,SE_A10038_006,SE_A10038_007,SE_A10038_008,SE_A10038_009,SE_A10039B_001,SE_A10039B_002,SE_A10039B_003,SE_A10039B_004,SE_A10039B_005,SE_A10039B_006,SE_A10039B_007,SE_A10039B_008,SE_A10039B_009,SE_A10039B_010,SE_A10039B_011,SE_A10039B_012,SE_A10039B_013,SE_A10039B_014,SE_A10039B_015,SE_A10039B_016,SE_A10039B_017,SE_A10039B_018,SE_A10039B_019,SE_A10039B_020,SE_A10039B_021,SE_A10039B_022,SE_A10039B_023,SE_A10014_001,SE_A10014_002,SE_A10014_003,SE_A18007_001,SE_A18007_002,SE_A18007_003,SE_A18007_004,SE_A18007_005,SE_A18007_006,SE_A18007_007
60371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California","Block Group 2, Census Tract 1013, Los Angeles County, California",CA,150,0,ACSSF,27194,,,,,6,37,,,,101300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371013002,,,627044,0,1179,1179,4869.827,0.242103052,,,,,,,,85,20,31,25,9,0,0,62,0,8,0,0,43,0,11,0,85,0,0,62,0,23,1134,33.40000153,85,0,8,0,0,43,11,0,23,,,,,,,,,,,,,,,,,,,,,,,,428,0,428,,,,,,,
60371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California","Block Group 3, Census Tract 1013, Los Angeles County, California",CA,150,0,ACSSF,27195,,,,,6,37,,,,101300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371013003,,,301041,0,837,837,7201.079,0.116232585,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,302,0,302,,,,,,,
60371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California","Block Group 4, Census Tract 1013, Los Angeles County, California",CA,150,0,ACSSF,27196,,,,,6,37,,,,101300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371013004,,,271879,0,919,919,8754.626,0.104973073,,,,,,,,40,0,40,0,0,0,0,40,0,0,0,9,0,31,0,0,40,0,40,0,0,0,1339,26.79999924,40,0,0,0,9,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,343,0,343,,,,,,,
60371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California","Block Group 1, Census Tract 1014, Los Angeles County, California",CA,150,0,ACSSF,27197,,,,,6,37,,,,101400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371014001,,,229931,0,726,726,8177.807,0.088776859,,,,,,,,138,21,66,51,0,0,0,138,0,0,0,37,58,29,14,0,138,0,13,30,95,0,1138,50,138,0,0,0,37,87,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,262,43,219,,,,,,,
60371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California","Block Group 2, Census Tract 1014, Los Angeles County, California",CA,150,0,ACSSF,27198,,,,,6,37,,,,101400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371014002,,,5271306,0,1466,1466,720.3001,2.035262712,,,,,,,,107,97,0,0,10,0,0,92,0,0,10,47,0,25,0,10,107,0,25,10,57,15,958,50,107,0,0,10,47,25,0,10,15,,,,,,,,,,,,,,,,,,,,,,,,578,0,578,,,,,,,
60371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California","Block Group 3, Census Tract 1014, Los Angeles County, California",CA,150,0,ACSSF,27199,,,,,6,37,,,,101400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371014003,,,807956,0,1654,1654,5302.071,0.311953569,,,,,,,,156,102,48,0,6,0,0,150,0,33,0,0,28,0,77,12,156,0,0,93,57,6,1591,43.59999847,156,0,33,0,0,28,77,12,6,,,,,,,,,,,,,,,,,,,,,,,,547,0,547,,,,,,,
60371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California","Block Group 1, Census Tract 1021.03, Los Angeles County, California",CA,150,0,ACSSF,27200,,,,,6,37,,,,102103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021031,,,1186472,0,1726,1726,3767.741,0.45809942,,,,,,,,118,64,22,14,0,18,0,100,0,0,14,22,0,0,10,54,118,0,22,10,68,18,2001,50,118,0,0,14,22,0,10,54,18,,,,,,,,,,,,,,,,,,,,,,,,659,17,642,,,,,,,
60371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California","Block Group 1, Census Tract 1021.04, Los Angeles County, California",CA,150,0,ACSSF,27201,,,,,6,37,,,,102104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021041,,,743590,0,2463,2463,8578.841,0.287101716,,,,,,,,238,130,53,46,9,0,0,207,0,15,0,0,0,11,29,152,238,0,118,32,42,46,2001,22.60000038,238,0,0,15,0,11,29,152,31,,,,,,,,,,,,,,,,,,,,,,,,902,0,902,,,,,,,
60371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California","Block Group 2, Census Tract 1021.04, Los Angeles County, California",CA,150,0,ACSSF,27202,,,,,6,37,,,,102104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021042,,,916462,0,1020,1020,2882.594,0.353847971,,,,,,,,68,68,0,0,0,0,0,68,0,0,0,68,0,0,0,0,68,0,68,0,0,0,,,68,0,0,0,68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,407,0,407,,,,,,,
60371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California","Block Group 1, Census Tract 1021.05, Los Angeles County, California",CA,150,0,ACSSF,27203,,,,,6,37,,,,102105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021051,,,265664,0,989,989,9641.871,0.102573448,,,,,,,,35,35,0,0,0,0,0,35,0,0,0,0,35,0,0,0,35,0,0,0,35,0,,50,35,0,0,0,0,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,256,25,231,,,,,,,
60371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California","Block Group 2, Census Tract 1021.05, Los Angeles County, California",CA,150,0,ACSSF,27204,,,,,6,37,,,,102105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021052,,,226558,0,712,712,8139.512,0.087474537,,,,,,,,129,75,0,54,0,0,0,129,0,0,0,62,54,0,0,13,129,62,0,67,0,0,1012,30.20000076,129,0,0,0,62,54,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,321,13,308,,,,,,,
60371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California","Block Group 1, Census Tract 1021.07, Los Angeles County, California",CA,150,0,ACSSF,27205,,,,,6,37,,,,102107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021071,,,8301188,13753,2253,2253,702.9407,3.205106742,,,,,,,,258,76,26,140,16,0,0,258,31,68,64,21,10,0,12,52,258,0,163,45,50,0,664,19.79999924,258,31,37,95,21,10,12,52,0,,,,,,,,,,,,,,,,,,,,,,,,856,31,825,,,,,,,
60371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California","Block Group 2, Census Tract 1021.07, Los Angeles County, California",CA,150,0,ACSSF,27206,,,,,6,37,,,,102107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371021072,,,4607379,0,1318,1318,740.8994,1.778919053,,,,,,,,103,74,0,29,0,0,0,103,0,35,17,0,6,0,24,21,103,0,51,0,52,0,797,50,103,0,35,17,0,6,24,21,0,,,,,,,,,,,,,,,,,,,,,,,,360,0,360,,,,,,,
60371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California","Block Group 1, Census Tract 1031.01, Los Angeles County, California",CA,150,0,ACSSF,27207,,,,,6,37,,,,103101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371031011,,,1759663,0,1752,1752,2578.709,0.679409712,,,,,,,,88,63,11,14,0,0,0,88,0,11,0,3,0,0,34,40,88,0,10,22,56,0,1941,50,88,0,0,11,3,0,34,40,0,,,,,,,,,,,,,,,,,,,,,,,,624,0,624,,,,,,,
60371031012,"Block Group 2, Census Tract 1031.01, Los Angeles County, California","Block Group 2, Census Tract 1031.01, Los Angeles County, California",CA,150,0,ACSSF,27208,,,,,6,37,,,,103101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371031012,,,270148,0,1193,1193,11437.64,0.10430473,,,,,,,,49,8,7,7,0,27,0,34,0,0,0,0,7,7,12,8,49,0,20,0,14,15,1625,28.10000038,49,0,0,0,0,14,12,8,15,,,,,,,,,,,,,,,,,,,,,,,,293,12,281,,,,,,,
60371031021,"Block Group 1, Census Tract 1031.02, Los Angeles County, California","Block Group 1, Census Tract 1031.02, Los Angeles County, California",CA,150,0,ACSSF,27209,,,,,6,37,,,,103102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371031021,,,266398,0,1121,1121,10898.64,0.102856847,,,,,,,,22,11,11,0,0,0,0,22,0,0,0,0,0,0,22,0,22,0,0,0,22,0,,50,22,0,0,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,353,11,342,,,,,,,
60371031022,"Block Group 2, Census Tract 1031.02, Los Angeles County, California","Block Group 2, Census Tract 1031.02, Los Angeles County, California",CA,150,0,ACSSF,27210,,,,,6,37,,,,103102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US060371031022,,,225266,0,721,721,8289.673,0.086975693,,,,,,,,74,52,22,0,0,0,0,74,0,0,0,0,0,49,0,25,74,0,52,11,11,0,1439,22.20000076,74,0,0,0,0,49,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,189,8,181,,,,,,,
