Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10060_001,SE_A10060_002,SE_A10060_003
"060371011101","Block Group 1, Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","150","00","0015925",,,,,"06","037",,,"101110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011101","Block Group 1",,,,595,339,256
"060371011102","Block Group 2, Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","150","00","0015926",,,,,"06","037",,,"101110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011102","Block Group 2",,,,560,264,296
"060371011103","Block Group 3, Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","150","00","0015927",,,,,"06","037",,,"101110","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011103","Block Group 3",,,,339,247,92
"060371011221","Block Group 1, Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","150","00","0015928",,,,,"06","037",,,"101122","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011221","Block Group 1",,,,786,602,184
"060371011222","Block Group 2, Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","150","00","0015929",,,,,"06","037",,,"101122","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011222","Block Group 2",,,,586,426,160
"060371012201","Block Group 1, Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","150","00","0015930",,,,,"06","037",,,"101220","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012201","Block Group 1",,,,443,216,227
"060371012202","Block Group 2, Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","150","00","0015931",,,,,"06","037",,,"101220","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012202","Block Group 2",,,,914,379,535
"060371012211","Block Group 1, Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","150","00","0015932",,,,,"06","037",,,"101221","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012211","Block Group 1",,,,431,161,270
"060371012212","Block Group 2, Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","150","00","0015933",,,,,"06","037",,,"101221","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012212","Block Group 2",,,,1019,149,870
"060371012221","Block Group 1, Census Tract 1012.22, Los Angeles County, California","ACSSF","ca","150","00","0015934",,,,,"06","037",,,"101222","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012221","Block Group 1",,,,935,119,816
"060371013001","Block Group 1, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015935",,,,,"06","037",,,"101300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013001","Block Group 1",,,,383,325,58
"060371013002","Block Group 2, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015936",,,,,"06","037",,,"101300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013002","Block Group 2",,,,385,326,59
"060371013003","Block Group 3, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015937",,,,,"06","037",,,"101300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013003","Block Group 3",,,,325,309,16
"060371013004","Block Group 4, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015938",,,,,"06","037",,,"101300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013004","Block Group 4",,,,327,218,109
"060371014001","Block Group 1, Census Tract 1014, Los Angeles County, California","ACSSF","ca","150","00","0015939",,,,,"06","037",,,"101400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371014001","Block Group 1",,,,357,198,159
"060371014002","Block Group 2, Census Tract 1014, Los Angeles County, California","ACSSF","ca","150","00","0015940",,,,,"06","037",,,"101400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371014002","Block Group 2",,,,449,369,80
"060371014003","Block Group 3, Census Tract 1014, Los Angeles County, California","ACSSF","ca","150","00","0015941",,,,,"06","037",,,"101400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371014003","Block Group 3",,,,498,350,148
"060371021031","Block Group 1, Census Tract 1021.03, Los Angeles County, California","ACSSF","ca","150","00","0015942",,,,,"06","037",,,"102103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021031","Block Group 1",,,,669,419,250
"060371021041","Block Group 1, Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","150","00","0015943",,,,,"06","037",,,"102104","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021041","Block Group 1",,,,1047,834,213
"060371021042","Block Group 2, Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","150","00","0015944",,,,,"06","037",,,"102104","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021042","Block Group 2",,,,263,187,76
"060371021051","Block Group 1, Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","150","00","0015945",,,,,"06","037",,,"102105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021051","Block Group 1",,,,261,153,108
"060371021052","Block Group 2, Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","150","00","0015946",,,,,"06","037",,,"102105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021052","Block Group 2",,,,293,150,143
"060371021071","Block Group 1, Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","150","00","0015947",,,,,"06","037",,,"102107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021071","Block Group 1",,,,797,638,159
"060371021072","Block Group 2, Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","150","00","0015948",,,,,"06","037",,,"102107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021072","Block Group 2",,,,407,306,101
"060371031011","Block Group 1, Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","150","00","0015949",,,,,"06","037",,,"103101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031011","Block Group 1",,,,586,504,82
"060371031012","Block Group 2, Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","150","00","0015950",,,,,"06","037",,,"103101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031012","Block Group 2",,,,329,301,28
"060371031021","Block Group 1, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015951",,,,,"06","037",,,"103102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031021","Block Group 1",,,,283,206,77
"060371031022","Block Group 2, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015952",,,,,"06","037",,,"103102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031022","Block Group 2",,,,270,194,76
"060371031023","Block Group 3, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015953",,,,,"06","037",,,"103102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031023","Block Group 3",,,,435,355,80
"060371031024","Block Group 4, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015954",,,,,"06","037",,,"103102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031024","Block Group 4",,,,361,224,137
"060371031025","Block Group 5, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015955",,,,,"06","037",,,"103102","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031025","Block Group 5",,,,302,242,60
"060371032011","Block Group 1, Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","150","00","0015956",,,,,"06","037",,,"103201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032011","Block Group 1",,,,679,237,442
"060371032012","Block Group 2, Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","150","00","0015957",,,,,"06","037",,,"103201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032012","Block Group 2",,,,851,410,441
"060371032021","Block Group 1, Census Tract 1032.02, Los Angeles County, California","ACSSF","ca","150","00","0015958",,,,,"06","037",,,"103202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032021","Block Group 1",,,,660,641,19
"060371033001","Block Group 1, Census Tract 1033, Los Angeles County, California","ACSSF","ca","150","00","0015959",,,,,"06","037",,,"103300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371033001","Block Group 1",,,,533,506,27
"060371033002","Block Group 2, Census Tract 1033, Los Angeles County, California","ACSSF","ca","150","00","0015960",,,,,"06","037",,,"103300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371033002","Block Group 2",,,,670,655,15
"060371034011","Block Group 1, Census Tract 1034.01, Los Angeles County, California","ACSSF","ca","150","00","0015961",,,,,"06","037",,,"103401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034011","Block Group 1",,,,988,850,138
"060371034021","Block Group 1, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015962",,,,,"06","037",,,"103402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034021","Block Group 1",,,,397,342,55
"060371034022","Block Group 2, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015963",,,,,"06","037",,,"103402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034022","Block Group 2",,,,243,230,13
"060371034023","Block Group 3, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015964",,,,,"06","037",,,"103402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034023","Block Group 3",,,,331,305,26
"060371034024","Block Group 4, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015965",,,,,"06","037",,,"103402","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034024","Block Group 4",,,,401,191,210
"060371041031","Block Group 1, Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","150","00","0015966",,,,,"06","037",,,"104103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041031","Block Group 1",,,,429,340,89
"060371041032","Block Group 2, Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","150","00","0015967",,,,,"06","037",,,"104103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041032","Block Group 2",,,,437,353,84
"060371041051","Block Group 1, Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","150","00","0015968",,,,,"06","037",,,"104105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041051","Block Group 1",,,,410,285,125
"060371041052","Block Group 2, Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","150","00","0015969",,,,,"06","037",,,"104105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041052","Block Group 2",,,,788,206,582
"060371041053","Block Group 3, Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","150","00","0015970",,,,,"06","037",,,"104105","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041053","Block Group 3",,,,328,273,55
"060371041081","Block Group 1, Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","150","00","0015971",,,,,"06","037",,,"104108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041081","Block Group 1",,,,405,202,203
"060371041082","Block Group 2, Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","150","00","0015972",,,,,"06","037",,,"104108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041082","Block Group 2",,,,689,221,468
"060371041083","Block Group 3, Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","150","00","0015973",,,,,"06","037",,,"104108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041083","Block Group 3",,,,194,136,58
"060371041241","Block Group 1, Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","150","00","0015974",,,,,"06","037",,,"104124","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041241","Block Group 1",,,,515,357,158
"060371041242","Block Group 2, Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","150","00","0015975",,,,,"06","037",,,"104124","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041242","Block Group 2",,,,570,479,91
"060371041243","Block Group 3, Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","150","00","0015976",,,,,"06","037",,,"104124","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041243","Block Group 3",,,,196,159,37
"060371042011","Block Group 1, Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","150","00","0015977",,,,,"06","037",,,"104201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042011","Block Group 1",,,,327,240,87
"060371042012","Block Group 2, Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","150","00","0015978",,,,,"06","037",,,"104201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042012","Block Group 2",,,,350,294,56
"060371042013","Block Group 3, Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","150","00","0015979",,,,,"06","037",,,"104201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042013","Block Group 3",,,,239,194,45
"060371042031","Block Group 1, Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","150","00","0015980",,,,,"06","037",,,"104203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042031","Block Group 1",,,,626,305,321
"060371042032","Block Group 2, Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","150","00","0015981",,,,,"06","037",,,"104203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042032","Block Group 2",,,,499,354,145
"060371042041","Block Group 1, Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","150","00","0015982",,,,,"06","037",,,"104204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042041","Block Group 1",,,,294,100,194
"060371042042","Block Group 2, Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","150","00","0015983",,,,,"06","037",,,"104204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042042","Block Group 2",,,,437,373,64
"060371043101","Block Group 1, Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","150","00","0015984",,,,,"06","037",,,"104310","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043101","Block Group 1",,,,306,188,118
"060371043102","Block Group 2, Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","150","00","0015985",,,,,"06","037",,,"104310","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043102","Block Group 2",,,,297,251,46
"060371043103","Block Group 3, Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","150","00","0015986",,,,,"06","037",,,"104310","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043103","Block Group 3",,,,339,281,58
"060371043211","Block Group 1, Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","150","00","0015987",,,,,"06","037",,,"104321","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043211","Block Group 1",,,,215,96,119
"060371043212","Block Group 2, Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","150","00","0015988",,,,,"06","037",,,"104321","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043212","Block Group 2",,,,553,156,397
"060371043213","Block Group 3, Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","150","00","0015989",,,,,"06","037",,,"104321","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043213","Block Group 3",,,,156,70,86
"060371043221","Block Group 1, Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","150","00","0015990",,,,,"06","037",,,"104322","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043221","Block Group 1",,,,331,180,151
"060371043222","Block Group 2, Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","150","00","0015991",,,,,"06","037",,,"104322","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043222","Block Group 2",,,,142,133,9
"060371044011","Block Group 1, Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","150","00","0015992",,,,,"06","037",,,"104401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044011","Block Group 1",,,,258,141,117
"060371044012","Block Group 2, Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","150","00","0015993",,,,,"06","037",,,"104401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044012","Block Group 2",,,,359,207,152
"060371044031","Block Group 1, Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","150","00","0015994",,,,,"06","037",,,"104403","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044031","Block Group 1",,,,361,273,88
"060371044032","Block Group 2, Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","150","00","0015995",,,,,"06","037",,,"104403","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044032","Block Group 2",,,,217,116,101
"060371044041","Block Group 1, Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","150","00","0015996",,,,,"06","037",,,"104404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044041","Block Group 1",,,,387,211,176
"060371044042","Block Group 2, Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","150","00","0015997",,,,,"06","037",,,"104404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044042","Block Group 2",,,,358,116,242
"060371045001","Block Group 1, Census Tract 1045, Los Angeles County, California","ACSSF","ca","150","00","0015998",,,,,"06","037",,,"104500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371045001","Block Group 1",,,,286,182,104
"060371045002","Block Group 2, Census Tract 1045, Los Angeles County, California","ACSSF","ca","150","00","0015999",,,,,"06","037",,,"104500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371045002","Block Group 2",,,,340,302,38
"060371046101","Block Group 1, Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","150","00","0016000",,,,,"06","037",,,"104610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046101","Block Group 1",,,,368,199,169
"060371046102","Block Group 2, Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","150","00","0016001",,,,,"06","037",,,"104610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046102","Block Group 2",,,,312,218,94
"060371046201","Block Group 1, Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","150","00","0016002",,,,,"06","037",,,"104620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046201","Block Group 1",,,,288,192,96
"060371046202","Block Group 2, Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","150","00","0016003",,,,,"06","037",,,"104620","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046202","Block Group 2",,,,414,277,137
"060371047011","Block Group 1, Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","150","00","0016004",,,,,"06","037",,,"104701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047011","Block Group 1",,,,201,127,74
"060371047012","Block Group 2, Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","150","00","0016005",,,,,"06","037",,,"104701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047012","Block Group 2",,,,481,0,481
"060371047013","Block Group 3, Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","150","00","0016006",,,,,"06","037",,,"104701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047013","Block Group 3",,,,189,100,89
"060371047031","Block Group 1, Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","150","00","0016007",,,,,"06","037",,,"104703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047031","Block Group 1",,,,314,65,249
"060371047032","Block Group 2, Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","150","00","0016008",,,,,"06","037",,,"104703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047032","Block Group 2",,,,259,160,99
"060371047041","Block Group 1, Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","150","00","0016009",,,,,"06","037",,,"104704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047041","Block Group 1",,,,501,362,139
"060371047042","Block Group 2, Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","150","00","0016010",,,,,"06","037",,,"104704","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047042","Block Group 2",,,,377,176,201
"060371047043","Block Group 3, Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","150","00","0016011",,,,,"06","037",,,"104704","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047043","Block Group 3",,,,331,272,59
"060371048211","Block Group 1, Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","150","00","0016012",,,,,"06","037",,,"104821","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048211","Block Group 1",,,,535,223,312
"060371048212","Block Group 2, Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","150","00","0016013",,,,,"06","037",,,"104821","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048212","Block Group 2",,,,181,92,89
"060371048221","Block Group 1, Census Tract 1048.22, Los Angeles County, California","ACSSF","ca","150","00","0016014",,,,,"06","037",,,"104822","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048221","Block Group 1",,,,645,201,444
"060371048231","Block Group 1, Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","150","00","0016015",,,,,"06","037",,,"104823","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048231","Block Group 1",,,,418,325,93
"060371048232","Block Group 2, Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","150","00","0016016",,,,,"06","037",,,"104823","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048232","Block Group 2",,,,279,219,60
"060371048241","Block Group 1, Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","150","00","0016017",,,,,"06","037",,,"104824","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048241","Block Group 1",,,,174,108,66
"060371048242","Block Group 2, Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","150","00","0016018",,,,,"06","037",,,"104824","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048242","Block Group 2",,,,361,314,47
"060371060101","Block Group 1, Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","150","00","0016019",,,,,"06","037",,,"106010","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060101","Block Group 1",,,,367,204,163
"060371060102","Block Group 2, Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","150","00","0016020",,,,,"06","037",,,"106010","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060102","Block Group 2",,,,535,491,44
"060371060201","Block Group 1, Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","150","00","0016021",,,,,"06","037",,,"106020","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060201","Block Group 1",,,,503,405,98
"060371060202","Block Group 2, Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","150","00","0016022",,,,,"06","037",,,"106020","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060202","Block Group 2",,,,445,398,47
"060371060203","Block Group 3, Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","150","00","0016023",,,,,"06","037",,,"106020","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060203","Block Group 3",,,,347,217,130
"060371061111","Block Group 1, Census Tract 1061.11, Los Angeles County, California","ACSSF","ca","150","00","0016024",,,,,"06","037",,,"106111","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061111","Block Group 1",,,,723,698,25
"060371061112","Block Group 2, Census Tract 1061.11, Los Angeles County, California","ACSSF","ca","150","00","0016025",,,,,"06","037",,,"106111","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061112","Block Group 2",,,,673,591,82
"060371061121","Block Group 1, Census Tract 1061.12, Los Angeles County, California","ACSSF","ca","150","00","0016026",,,,,"06","037",,,"106112","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061121","Block Group 1",,,,480,422,58
"060371061122","Block Group 2, Census Tract 1061.12, Los Angeles County, California","ACSSF","ca","150","00","0016027",,,,,"06","037",,,"106112","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061122","Block Group 2",,,,511,489,22
"060371061123","Block Group 3, Census Tract 1061.12, Los Angeles County, California","ACSSF","ca","150","00","0016028",,,,,"06","037",,,"106112","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061123","Block Group 3",,,,393,304,89
"060371061131","Block Group 1, Census Tract 1061.13, Los Angeles County, California","ACSSF","ca","150","00","0016029",,,,,"06","037",,,"106113","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061131","Block Group 1",,,,598,463,135
"060371061132","Block Group 2, Census Tract 1061.13, Los Angeles County, California","ACSSF","ca","150","00","0016030",,,,,"06","037",,,"106113","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371061132","Block Group 2",,,,394,352,42
