APN,Application Received,Application Year,Council District,Address,City,Zip,Units Withdrawn,Replacement Unit
4241005027,8/14/18,2018,11,656 E CALIFORNIA AVE,VENICE ,90291,2,
4241006026,6/3/15,2015,11,750 E CALIFORNIA AVE,VENICE ,90291,2,
4241007008,4/3/19,2019,11,834 E CALIFORNIA AVE,LOS ANGELES ,90291,2,
4241007016,8/6/15,2015,11,804 E CALIFORNIA AVE,VENICE ,90291,2,
4241009006,10/16/17,2017,11,918 E MILWOOD AVE,LOS ANGELES ,90291,2,
4241011002,10/23/17,2017,11,702 E MILWOOD AVE,VENICE ,90291,2,
4241011036,11/17/14,2014,11,1505 S OAKWOOD AVE,LOS ANGELES ,90291,1,
4241013005,10/26/10,2010,11,1615 S CRESCENT PL,VENICE ,90291,2,
4241013014,8/5/14,2014,11,1649 S CRESCENT PL,Los Angeles ,90291,2,
4241014022,2/12/18,2018,11,1601 S SHELL AVE,LOS ANGELES ,90291,2,
4241015021,1/22/20,2020,11,710 E PALMS BLVD,LOS ANGELES ,90291,2,
4241015022,1/22/20,2020,11,714 E PALMS BLVD,LOS ANGELES ,90291,2,
4241016033,4/14/14,2014,11,1608 S OAKWOOD AVE,VENICE ,90291,2,
4241019001,8/23/18,2018,11,1711 S LINDEN AVE,VENICE ,90291,2,
4241020029,4/15/13,2013,11,727 E SUPERBA AVE,VENICE ,90291,2,
4241021014,5/27/09,2009,11,712 E SUPERBA AVE,VENICE ,90291,2,
4241024027,9/8/17,2017,11,953 E AMOROSO PL,LOS ANGELES ,90291,2,
4241027015,8/19/15,2015,11,1698 S ELECTRIC AVE,LOS ANGELES ,90291,1,
4241028005,4/7/14,2014,11,713 W VENICE BLVD,VENICE ,90291,5,4
4241032004,4/22/15,2015,11,848 W VENEZIA AVE,LOS ANGELES ,90291,2,
4241033013,11/10/15,2015,11,2209 S MARIAN PL,VENICE ,90291,2,
4242001028,10/1/18,2018,11,1015 E VENICE BLVD,LOS ANGELES ,90291,3,
4242002016,8/25/15,2015,11,2319 S PENMAR AVE,VENICE ,90291,2,
4242013023,3/10/15,2015,11,1208  PALMS BLVD,LOS ANGELES ,90291,2,
4242013024,10/17/16,2016,11,1900 S PENMAR AVE,LOS ANGELES ,90291,5,
4242014015,12/17/18,2018,11,1383 E VIENNA WAY,LOS ANGELES ,90291,2,
4243002041,2/15/17,2017,11,1073 E PALMS BLVD,VENICE ,90291,2,
4243002065,11/14/19,2019,11,1169 E PALMS BLVD,VENICE ,90291,7,
4244019018,8/24/15,2015,11,1240 E MORNINGSIDE WAY,VENICE ,90291,2,
4244019023,6/8/16,2016,11,1210 E MORNINGSIDE WAY,LOS ANGELES ,90291,2,
4244020033,11/22/17,2017,11,1314 E MORNINGSIDE WAY,LOS ANGELES ,90291,2,
4244025012,5/18/16,2016,11,1365 E PRESTON WAY,LOS ANGELES ,90291,2,
4244025030,3/21/18,2018,11,1334 E APPLETON WAY,VENICE ,90291,2,
4244026006,6/17/15,2015,11,1227 E PRESTON WAY,LOS ANGELES ,90291,2,
4244027016,1/8/16,2016,11,1240 E PRESTON WAY,VENICE ,90291,2,
4244028003,5/8/19,2019,11,1307 E PALMS BLVD,VENICE ,90291,2,
4244028021,5/8/14,2014,11,1380 E PRESTON WAY,VENICE ,90291,2,
4245023022,11/12/13,2013,11,13263 W VENICE BLVD,Los Angeles ,90066,2,
4246008010,11/6/19,2019,11,3571 S CENTINELA AVE,LOS ANGELES ,90066,2,
4246028015,1/4/18,2018,11,12625 W VENICE BLVD,LOS ANGELES ,90066,5,
4248023002,12/18/19,2019,11,12107 W CHARNOCK RD,LOS ANGELES ,90066,2,2
4248023012,12/2/16,2016,11,3564 S GRAND VIEW BLVD,LOS ANGELES ,90066,2,
4248026019,12/29/17,2017,11,3635 S GRAND VIEW BLVD,LOS ANGELES ,90066,2,
4248027003,7/10/20,2020,11,3662 S GRAND VIEW BLVD,LOS ANGELES ,90066,3,
4248027003,10/5/22,2022,11,12119 W VICTORIA AVE,LOS ANGELES ,90066,1,
4249026027,1/8/18,2018,11,3485 S SAWTELLE BLVD,LOS ANGELES ,90066,20,
4250024027,9/18/08,2008,11,3271 S SAWTELLE BLVD,Los Angeles ,90066,1,
4250024030,9/18/08,2008,11,3281 S SAWTELLE BLVD,Los Angeles ,90066,2,
4251002003,4/1/15,2015,5,2805 S SEPULVEDA BLVD,LOS ANGELES ,90064,3,25
4252007021,9/18/14,2014,5,3735 S BENTLEY AVE,Los Angeles ,90034,3,
4252007039,9/18/14,2014,5,3729 S BENTLEY AVE,Los Angeles ,90034,3,
4252008020,2/9/18,2018,5,3716 S BENTLEY AVE,LOS ANGELES ,90034,2,
4252021017,10/13/16,2016,5,3675 S KELTON AVE,LOS ANGELES ,90034,2,
4252023016,8/6/18,2018,5,10810 W TABOR ST,LOS ANGELES ,90034,2,
4252025007,10/1/14,2014,5,3743 S MIDVALE AVE,Los Angeles ,90034,3,14
4252025030,1/13/17,2017,5,3726 S KELTON AVE,LOS ANGELES ,90034,2,5
4252025032,9/5/14,2014,5,3714 S KELTON AVE,Los Angeles ,90034,2,
4252025033,9/5/14,2014,5,3712 S KELTON AVE,Los Angeles ,90034,2,
4252030034,1/7/20,2020,5,3746 S GLENDON AVE,LOS ANGELES ,90034,2,
4252034039,12/22/20,2020,5,3567 S OVERLAND AVE,LOS ANGELES ,90034,4,
4252034042,6/2/17,2017,5,10702 W TABOR ST,LOS ANGELES ,90034,4,
4252035041,6/18/18,2018,5,10701 W TABOR ST,LOS ANGELES ,90034,8,
4254024024,11/6/14,2014,5,10704 W ROSE AVE,Los Angeles ,90034,5,
4256012001,11/19/14,2014,5,11209 W RICHLAND AVE,LOS ANGELES ,90064,4,13
4256012009,6/18/14,2014,5,2585 S SEPULVEDA BLVD,Los Angeles ,90064,2,
4256013024,8/20/18,2018,5,11204 W RICHLAND AVE,LOS ANGELES ,90064,3,
4256015013,4/30/18,2018,5,2606 S SEPULVEDA BLVD,LOS ANGELES ,90064,4,
4256015014,4/30/18,2018,5,2600 S SEPULVEDA BLVD,LOS ANGELES ,90064,2,
4256030015,6/27/14,2014,5,2602 S KELTON AVE,Los Angeles ,90064,4,
4257013024,12/10/19,2019,11,2600 S STONER AVE,LOS ANGELES ,90064,6,
4257022046,10/30/13,2013,11,12107 W OCEAN PARK BLVD,Los Angeles ,90064,4,
4258017005,10/29/18,2018,11,2906 S SAWTELLE BLVD,LOS ANGELES ,90064,6,
4258017062,10/2/07,2007,11,2884 S SAWTELLE BLVD,Los Angeles ,90064,38,
4259004030,2/19/20,2020,11,1624 S AMHERST AVE,LOS ANGELES ,90025,2,
4259014019,7/10/17,2017,99,1737 S WESTGATE AVE,LOS ANGELES ,90025,3,
4259015031,2/13/19,2019,11,1803 S WESTGATE AVE,LOS ANGELES ,90025,2,
4259027011,9/23/21,2021,11,2238 S CARMELINA AVE,LOS ANGELES ,90064,4,
4259027012,9/23/21,2021,11,2242 S CARMELINA AVE,LOS ANGELES ,90064,3,
4259027013,12/27/21,2021,11,2248 S CARMELINA AVE,LOS ANGELES ,90064,3,
4259031007,11/13/20,2020,11,2222 S AMHERST AVE,LOS ANGELES ,90064,2,
4259039008,12/16/16,2016,11,11902 W PICO BLVD,LOS ANGELES ,90064,4,100
4260006006,6/9/15,2015,11,2120 S FEDERAL AVE,LOS ANGELES ,90025,2,2
4260006007,5/27/15,2015,11,2116 S FEDERAL AVE,Los Angeles ,90025,3,2
4260032036,10/7/21,2021,11,2444 S BARRY AVE,LOS ANGELES ,90064,3,
4260032040,3/1/16,2016,11,2439 S FEDERAL AVE,LOS ANGELES ,90064,3,3
4260032059,1/6/22,2022,11,2444 S BARRY AVE,LOS ANGELES ,90064,8,
4260033029,6/10/21,2021,11,11621 W AYRES AVE,LOS ANGELES ,90064,2,
4260034033,4/24/18,2018,11,2412 S FEDERAL AVE,LOS ANGELES ,90064,4,
4261001003,4/16/14,2014,11,1509 S COLBY AVE,Los Angeles ,90025,10,
4261001004,4/16/14,2014,11,1515 S COLBY AVE,Los Angeles ,90025,8,
4261001005,4/16/14,2014,11,1519 S COLBY AVE,Los Angeles ,90025,8,
4261001006,4/16/14,2014,11,1523 S COLBY AVE,Los Angeles ,90025,8,
4261006008,4/5/12,2012,11,1523 S BELOIT AVE,Los Angeles ,90025,7,63
4261006009,4/5/12,2012,11,1531 S BELOIT AVE,Los Angeles ,90025,9,0
4261008013,1/22/20,2020,11,1656 S SAWTELLE BLVD,LOS ANGELES ,90025,3,
4261008014,11/9/16,2016,11,1652 1/4 S SAWTELLE BLVD,LOS ANGELES ,90025,8,
4261009030,1/8/14,2014,11,11310 W SANTA MONICA BLVD,Los Angeles ,90025,9,
4261013031,10/21/13,2013,11,1642 S FEDERAL AVE,Los Angeles ,90025,1,8
4261014012,5/1/19,2019,11,1721 S COLBY AVE,LOS ANGELES ,90025,7,
4261014013,3/20/19,2019,11,1723 S COLBY AVE,LOS ANGELES ,90025,2,
4261014020,7/24/07,2007,11,1742 S FEDERAL AVE,Los Angeles ,90025,12,
4261019006,11/3/17,2017,11,1775  BELOIT ,LOS ANGELES ,90025,10,
4261021013,8/24/10,2010,11,11321 W MISSOURI AVE,Los Angeles ,90025,4,9
4261021024,9/25/14,2014,11,1831 S SAWTELLE BLVD,Los Angeles ,90025,10,30
4261022052,8/11/15,2015,11,1828 S BUTLER AVE,LOS ANGELES ,90025,8,
4261024022,4/16/14,2014,11,1854 S COLBY AVE,Los Angeles ,90025,8,0
4261024025,9/17/14,2014,11,1836 S COLBY AVE,Los Angeles ,90025,6,49
4261024026,3/24/14,2014,11,1850 S COLBY AVE,Los Angeles ,90025,18,0
4261028020,12/6/22,2022,11,1938 S BUTLER AVE,LOS ANGELES ,90025,2,
4261031002,10/25/07,2007,11,1921 S BELOIT AVE,Los Angeles ,90025,11,
4261031003,10/25/07,2007,11,1929 S BELOIT AVE,Los Angeles ,90025,22,
4261031020,10/25/07,2007,11,11260 W MISSOURI AVE,Los Angeles ,90025,19,
4261033002,7/29/14,2014,11,11322 W LA GRANGE AVE,Los Angeles ,90025,2,
4261036019,4/5/17,2017,11,11517 W MISSISSIPPI AVE,LOS ANGELES ,90025,2,2
4261037019,2/19/16,2016,11,2026 S FEDERAL AVE,LOS ANGELES ,90025,2,
4262003005,3/18/22,2022,11,11706 W OHIO AVE,LOS ANGELES ,90025,4,
4262013008,2/20/13,2013,11,11764 W IDAHO AVE,Los Angeles ,90025,2,8
4262015009,8/22/14,2014,11,1721 S GRANVILLE AVE,Los Angeles ,90025,2,4
4262017022,11/8/12,2012,11,1744 S STONER AVE,Los Angeles ,90025,4,
4262019024,3/18/15,2015,11,1729 S FEDERAL AVE,LOS ANGELES ,90025,15,25
4262021012,8/1/22,2022,11,1851 S BARRY AVE,LOS ANGELES ,90025,2,
4262021013,8/1/22,2022,11,1855 S BARRY AVE,LOS ANGELES ,90025,3,
4262022026,8/16/13,2013,11,11733 W MISSOURI AVE,Los Angeles ,90025,3,
4262027027,10/31/11,2011,11,1920 S BARRY AVE,Los Angeles ,90025,3,
4262029004,7/3/20,2020,11,11642 W LA GRANGE AVE,LOS ANGELES ,90025,2,
4262030006,3/3/16,2016,11,2011 S BARRY AVE,LOS ANGELES ,90025,3,
4263007028,11/30/18,2018,11,11821 W TEXAS AVE,LOS ANGELES ,90025,7,8
4263007078,10/7/14,2014,11,1217 S WESTGATE AVE,Los Angeles ,90025,8,
4263007079,10/7/14,2014,11,1223 S WESTGATE AVE,Los Angeles ,90025,9,
4263007082,10/7/14,2014,11,1227 S WESTGATE AVE,Los Angeles ,90025,8,
4263007085,10/7/14,2014,11,1235 S WESTGATE AVE,Los Angeles ,90025,10,
4263008009,5/3/16,2016,11,1261 S STONER AVE,LOS ANGELES ,90025,6,8
4263011009,5/10/17,2017,11,1263 S BARRY AVE,LOS ANGELES ,90025,7,0
4263011011,5/10/17,2017,11,1267 S BARRY AVE,LOS ANGELES ,90025,9,18
4263015016,1/30/17,2017,11,11549 W ROCHESTER AVE,LOS ANGELES ,90025,5,36
4263015019,1/5/17,2017,11,1330 S FEDERAL AVE,LOS ANGELES ,90025,16,0
4263016013,6/13/16,2016,11,1456 S BUTLER AVE,LOS ANGELES ,90025,3,
4263020011,4/24/17,2017,11,1444 S BARRINGTON AVE,LOS ANGELES ,90025,14,20
4263023020,8/5/16,2016,11,1301 S WESTGATE AVE,LOS ANGELES ,90025,8,
4263031016,5/17/17,2017,11,1437 S ARMACOST AVE,LOS ANGELES ,90025,4,
4263031018,4/19/17,2017,11,1441 S ARMACOST AVE,LOS ANGELES ,90025,9,
4263032033,11/19/14,2014,11,11859 W SANTA MONICA BLVD,LOS ANGELES ,90025,2,
4263033021,4/21/14,2014,11,1528 S ARMACOST AVE,Los Angeles ,90025,2,
4263033022,4/21/14,2014,11,1522 S ARMACOST AVE,Los Angeles ,90025,8,
4263034017,8/31/16,2016,11,1553 S ARMACOST AVE,LOS ANGELES ,90025,6,
4263034024,7/17/17,2017,11,1550 S BROCKTON AVE,LOS ANGELES ,90025,9,
4263034027,7/17/17,2017,11,1532 S BROCKTON AVE,LOS ANGELES ,90025,8,
4263034028,7/17/17,2017,11,1528 S BROCKTON AVE,LOS ANGELES ,90025,9,
4263034029,7/17/17,2017,11,1522 S BROCKTON AVE,LOS ANGELES ,90025,10,
4263039017,1/22/20,2020,11,1522 S WELLESLEY AVE,LOS ANGELES ,90025,2,2
4264007009,1/4/17,2017,11,751 S BURLINGAME AVE,LOS ANGELES ,90049,6,
4264011019,2/3/22,2022,11,12231 W GORHAM AVE,LOS ANGELES ,90049,4,
4264015021,5/21/10,2010,11,12319 W GORHAM AVE,Los Angeles ,90049,2,2
4264015022,5/21/10,2010,11,12323 W GORHAM AVE,Los Angeles ,90049,3,2
4264015023,5/21/10,2010,11,12327 W GORHAM AVE,Los Angeles ,90049,3,2
4264015026,10/30/17,2017,11,12337 W GORHAM AVE,LOS ANGELES ,90049,2,
4264015026,1/7/20,2020,11,12337 W GORHAM AVE,LOS ANGELES ,90049,2,
4264026029,5/29/14,2014,11,12102 W GOSHEN AVE,Los Angeles ,90049,15,0
4264026030,5/29/14,2014,11,1157 S BUNDY DR,Los Angeles ,90049,12,33
4265005019,11/6/17,2017,11,11670 W DARLINGTON AVE,LOS ANGELES ,90049,4,
4265007044,9/4/14,2014,11,11973 W MONTANA AVE,Los Angeles ,90049,12,
4265007045,9/4/14,2014,11,11965 W MONTANA AVE,Los Angeles ,90049,20,
4265008042,5/14/19,2019,11,11727 W KIOWA AVE,LOS ANGELES ,90049,8,
4265012047,6/25/14,2014,11,11931 W GOSHEN AVE,Los Angeles ,90049,9,9
4265015010,10/13/17,2017,11,11837 W MAYFIELD AVE,LOS ANGELES ,90049,8,
4265015011,3/24/17,2017,11,11841 W MAYFIELD AVE,LOS ANGELES ,90049,9,
4265015039,12/9/15,2015,11,11837 W KIOWA AVE,LOS ANGELES ,90049,8,29
4265015148,12/9/15,2015,11,11847 W KIOWA AVE,LOS ANGELES ,90049,8,0
4265015149,12/9/15,2015,11,11841 W KIOWA AVE,LOS ANGELES ,90049,8,0
4265017003,11/6/17,2017,11,11813 W DOROTHY ST,LOS ANGELES ,90049,7,
4265017031,3/14/12,2012,11,11809 W DARLINGTON AVE,Los Angeles ,90049,8,0
4265017032,3/14/12,2012,11,11811 W DARLINGTON AVE,Los Angeles ,90049,8,26
4265017034,11/6/12,2012,11,11823 W DARLINGTON AVE,Los Angeles ,90049,11,14
4265017049,10/6/10,2010,11,11818 W DOROTHY ST,Los Angeles ,90049,12,26
4265021035,12/18/19,2019,11,11938 W DOROTHY ST,LOS ANGELES ,90049,8,
4267029014,3/1/18,2018,11,12401 W IDAHO AVE,LOS ANGELES ,90025,2,
4267030003,1/23/13,2013,11,1512 S CARMELINA AVE,Los Angeles ,90025,2,
4267034013,12/3/14,2014,11,1326 S CENTINELA AVE,LOS ANGELES ,90025,9,10
4267034100,6/22/21,2021,11,1323 S CARMELINA AVE,LOS ANGELES ,90025,1,
4267034101,6/22/21,2021,11,1323 S CARMELINA AVE,LOS ANGELES ,90025,1,
4267036009,12/29/17,2017,11,1223 S WELLESLEY AVE,LOS ANGELES ,90025,4,10
4286001009,5/2/17,2017,11,359 E ROSE AVE,VENICE ,90291,2,
4286007006,6/1/16,2016,11,315 E VERNON AVE,LOS ANGELES ,90291,2,
4286007007,6/17/14,2014,11,317 E VERNON AVE,VENICE ,90291,1,
4286010018,4/17/19,2019,11,331 E BROOKS AVE,LOS ANGELES ,90291,4,
4286015017,8/19/14,2014,11,115 E VISTA PL,VENICE ,90291,1,
4286019003,10/14/14,2014,11,15 E ROSE AVE,VENICE ,90291,24,
4286019019,8/24/10,2010,11,42 E OZONE AVE,VENICE ,90291,2,
4286021005,2/10/15,2015,11,24 E DUDLEY AVE,LOS ANGELES ,90291,2,
4286021011,5/1/19,2019,11,32 E DUDLEY AVE,VENICE ,90291,3,
4286021019,5/11/09,2009,11,44 E DUDLEY AVE,VENICE ,90291,2,
4286030009,5/2/14,2014,11,313 S OCEAN FRONT WALK,VENICE ,90291,3,
4288028021,3/6/19,2019,11,33 E NAVY ST,LOS ANGELES ,90291,2,
4294005053,4/26/10,2010,11,15 E SPINNAKER ST,Los Angeles ,90292,1,
4301005023,2/19/14,2014,5,2717 S ROBERTSON BLVD,Los Angeles ,90034,6,
4301005031,6/4/14,2014,5,9027 W OLIN ST,Los Angeles ,90034,2,
4301007025,1/25/16,2016,10,8961 W GIBSON ST,LOS ANGELES ,90034,2,2
4302018013,5/14/19,2019,10,2019 S PREUSS RD,LOS ANGELES ,90034,3,5
4302019012,1/27/14,2014,10,1973 S PREUSS RD,Los Angeles ,90034,2,
4302022006,11/28/18,2018,10,2028 S SHENANDOAH ST,LOS ANGELES ,90034,3,
4302023007,12/17/18,2018,10,2026 S BEDFORD ST,LOS ANGELES ,90034,3,
4302032012,12/8/21,2021,10,1932 S GARTH AVE,LOS ANGELES ,90034,2,
4302034017,10/11/17,2017,10,2040 S CHARITON ST,LOS ANGELES ,90034,4,
4303003030,12/27/17,2017,5,1611 S WOOSTER ST,LOS ANGELES ,90035,2,
4303006005,11/19/14,2014,10,1830 S ROBERTSON BLVD,LOS ANGELES ,90035,5,
4303011033,8/12/21,2021,5,1427 S BEDFORD ST,LOS ANGELES ,90035,2,
4303012014,9/10/14,2014,5,1514 S BEDFORD ST,Los Angeles ,90035,2,
4303012059,7/14/17,2017,5,1513 S HOLT AVE,LOS ANGELES ,90035,4,
4303012060,7/14/17,2017,5,1505 S HOLT AVE,LOS ANGELES ,90035,4,
4303018010,10/23/13,2013,5,1431 S SHERBOURNE DR,Los Angeles ,90035,2,
4303018026,8/13/21,2021,5,1442 S BEDFORD ST,LOS ANGELES ,90035,2,
4303018027,8/13/21,2021,5,1446 S BEDFORD ST,LOS ANGELES ,90035,2,
4303019024,4/25/18,2018,5,1484  SHERBOURNE DR,LOS ANGELES ,90035,3,10
4303030001,1/9/19,2019,5,1600 S HOLT AVE,LOS ANGELES ,90035,3,2
4303032017,5/19/21,2021,5,8561 W HORNER ST,LOS ANGELES ,90035,2,
4305014014,11/27/17,2017,5,8867 W ALCOTT ST,LOS ANGELES ,90035,3,
4306002008,1/9/17,2017,5,1415 S REEVES ST,LOS ANGELES ,90035,4,
4306002009,1/9/17,2017,5,1421 S REEVES ST,LOS ANGELES ,90035,2,
4306002010,1/9/17,2017,5,9573 W ALCOTT ST,LOS ANGELES ,90035,4,
4306003009,11/13/18,2018,5,1416 S BEVERLY DR,LOS ANGELES ,90035,6,
4306003010,5/8/19,2019,5,1414 S BEVERLY DR,LOS ANGELES ,90035,6,
4306009021,10/23/19,2019,5,1462 S REEVES ST,LOS ANGELES ,90035,4,
4306015027,4/9/14,2014,5,1500 S BEVERLY DR,Los Angeles ,90035,2,8
4311017033,7/12/16,2016,5,3317 S BAGLEY AVE,LOS ANGELES ,90034,2,
4311022011,9/19/22,2022,5,3003 S CANFIELD AVE,LOS ANGELES ,90034,2,
4311024013,2/1/21,2021,5,9324 W NATIONAL BLVD,LOS ANGELES ,90034,4,
4311025039,9/24/15,2015,5,9224 W NATIONAL BLVD,LOS ANGELES ,90034,3,
4311025040,9/24/15,2015,5,9218 W NATIONAL BLVD,LOS ANGELES ,90034,3,
4311026007,12/8/15,2015,5,3139 S DURANGO AVE,LOS ANGELES ,90034,3,
4311027012,1/8/20,2020,5,3123 S LIVONIA AVE,LOS ANGELES ,90034,4,
4311032028,9/12/18,2018,10,8929 W KRAMERWOOD PL,LOS ANGELES ,90034,2,
4312003032,10/18/13,2013,10,8708 W OLIN ST,Los Angeles ,90034,2,6
4312008027,10/23/19,2019,10,3148 S IVY ST,LOS ANGELES ,90034,3,
4312011006,7/25/07,2007,5,8931 W ELLIS AVE,Los Angeles ,90034,6,
4312011007,7/25/07,2007,5,8937 W ELLIS AVE,Los Angeles ,90034,6,
4312017035,3/25/15,2015,10,3203 S SHERBOURNE DR,LOS ANGELES ,90034,6,2
4312020025,4/9/08,2008,10,3241 S FAY AVE,Los Angeles ,90034,2,
4313003029,8/26/16,2016,5,3672 S JASMINE AVE,LOS ANGELES ,90034,4,
4313006003,9/21/21,2021,5,9958 W REGENT ST,LOS ANGELES ,90034,4,
4313006040,9/21/21,2021,5,3705 S HUGHES AVE,LOS ANGELES ,90034,4,
4313009028,2/7/22,2022,5,3535 S HUGHES AVE,LOS ANGELES ,90034,2,
4313009034,2/7/22,2022,5,3521 S HUGHES AVE,LOS ANGELES ,90034,2,
4313016025,2/2/17,2017,5,3753 S CARDIFF AVE,LOS ANGELES ,90034,3,
4313016027,5/14/18,2018,5,3745 S CARDIFF AVE,LOS ANGELES ,90034,2,
4313017020,4/29/15,2015,5,3615 S CARDIFF AVE,LOS ANGELES ,90034,3,10
4313020033,11/28/18,2018,5,3755 S CANFIELD AVE,LOS ANGELES ,90034,7,
4314004009,5/8/19,2019,5,3764 S MOTOR AVE,PALMS ,90034,5,
4314005015,8/31/15,2015,5,3724 S VINTON AVE,LOS ANGELES ,90034,4,
4314008015,6/24/11,2011,5,3630 S MENTONE AVE,Los Angeles ,90034,2,10
4314008029,6/3/19,2019,5,3659 S MOTOR AVE,LOS ANGELES ,90034,1,
4314009015,5/12/17,2017,5,3667 S MENTONE AVE,LOS ANGELES ,90034,2,16
4314010014,5/29/19,2019,5,3667 S KEYSTONE AVE,LOS ANGELES ,90034,6,
4314010015,6/2/17,2017,5,3671 S KEYSTONE AVE,LOS ANGELES ,90034,4,
4314010022,5/29/19,2019,5,10621 W REGENT ST,LOS ANGELES ,90034,3,
4314010076,5/29/19,2019,5,3688 S OVERLAND AVE,LOS ANGELES ,90034,2,
4314010090,8/18/16,2016,5,3652 S OVERLAND AVE,LOS ANGELES ,90034,3,92
4314011049,5/1/15,2015,5,3546 S OVERLAND AVE,LOS ANGELES ,90034,2,
4314011050,8/7/15,2015,5,3556 S OVERLAND AVE,LOS ANGELES ,90034,2,
4314013010,7/3/19,2019,5,3551 S MOTOR AVE,LOS ANGELES ,90034,12,
4314017003,3/23/12,2012,5,3417 S MOTOR AVE,Los Angeles ,90034,8,0
4314017004,3/23/12,2012,5,3421 S MOTOR AVE,Los Angeles ,90034,5,0
4314017006,4/12/12,2012,5,3439 S MOTOR AVE,Los Angeles ,90034,2,115
4314018019,5/11/18,2018,5,10528 W WOODBINE ST,LOS ANGELES ,90034,2,
4314018020,4/18/18,2018,5,10522 W WOODBINE ST,LOS ANGELES ,90034,2,
4314022036,7/3/17,2017,5,3308 S MENTONE AVE,LOS ANGELES ,90034,4,
4314023024,10/11/16,2016,5,10223 W WOODBINE ST,LOS ANGELES ,90034,4,9
4315012002,9/5/18,2018,5,2346 S BEVERLY GLEN BLVD,LOS ANGELES ,90064,5,
4315014001,1/17/12,2012,5,10266 W ALMAYO AVE,Los Angeles ,90064,4,33
4315014028,9/4/19,2019,5,2361 S FOX HILLS DR,LOS ANGELES ,90064,3,
4315014029,9/4/19,2019,5,2365 S FOX HILLS DR,LOS ANGELES ,90064,2,
4315016006,5/20/15,2015,5,2321 S FOX HILLS DR,LOS ANGELES ,90064,3,8
4315017036,6/20/13,2013,5,2230 S FOX HILLS DR,Los Angeles ,90064,5,22
4315017037,6/20/13,2013,5,2250 S FOX HILLS DR,Los Angeles ,90064,1,0
4317001005,6/8/15,2015,5,1810 S PANDORA AVE,LOS ANGELES ,90025,4,9
4317001016,3/17/16,2016,5,1864 S PANDORA AVE,LOS ANGELES ,90025,2,
4317002005,11/22/21,2021,5,10448 W SANTA MONICA BLVD,LOS ANGELES ,90025,6,
4317002006,9/4/19,2019,5,10456 W SANTA MONICA BLVD,LOS ANGELES ,90025,6,
4317002007,9/4/19,2019,5,10460 W SANTA MONICA BLVD,LOS ANGELES ,90025,6,
4317002025,2/5/20,2020,5,1821 S PANDORA AVE,LOS ANGELES ,90025,5,
4317002026,6/5/19,2019,5,1813 S PANDORA AVE,LOS ANGELES ,90025,8,
4317004013,10/29/18,2018,5,1819 S WESTHOLME AVE,LOS ANGELES ,90025,2,
4317004016,8/17/16,2016,5,10534 W SANTA MONICA BLVD,LOS ANGELES ,90025,9,37
4317012061,3/13/19,2019,5,10405 W LOUISIANA AVE,LOS ANGELES ,90025,10,
4317012062,8/15/12,2012,5,2131 S BEVERLY GLEN BLVD,Los Angeles ,90025,5,6
4318002024,4/8/22,2022,5,10513 W AYRES AVE,LOS ANGELES ,90064,2,
4318005024,5/8/19,2019,5,2437 S PATRICIA AVE,LOS ANGELES ,90064,2,
4319009031,6/26/18,2018,5,10306 W SANTA MONICA BLVD,LOS ANGELES ,90025,6,
4319009032,6/26/18,2018,5,10316 W SANTA MONICA BLVD,LOS ANGELES ,90025,4,
4319009033,6/26/18,2018,5,10318 W SANTA MONICA BLVD,LOS ANGELES ,90025,6,
4319009034,6/26/18,2018,5,10324 W SANTA MONICA BLVD,LOS ANGELES ,90025,4,
4319009035,6/26/18,2018,5,10330 W SANTA MONICA BLVD,LOS ANGELES ,90025,6,
4319009051,5/8/17,2017,5,1814 S FOX HILLS DR,LOS ANGELES ,90025,6,
4320002028,5/1/19,2019,5,2336 S WESTWOOD BLVD,LOS ANGELES ,90064,6,
4320002029,5/1/19,2019,5,2340 S WESTWOOD BLVD,LOS ANGELES ,90064,6,
4321004009,1/12/18,2018,5,1820 S SELBY AVE,LOS ANGELES ,90025,5,
4321004010,5/14/19,2019,5,1830 S SELBY AVE,LOS ANGELES ,90025,6,
4321004026,1/18/19,2019,5,1822 S OVERLAND AVE,LOS ANGELES ,90025,2,
4321005052,3/3/14,2014,5,1926 S MANNING AVE,Los Angeles ,90025,15,
4321005055,10/27/17,2017,5,1946 S MANNING AVE,LOS ANGELES ,90025,4,
4321008017,1/3/17,2017,5,1910 S OVERLAND AVE,LOS ANGELES ,90025,3,16
4321008018,1/3/17,2017,5,1906 S OVERLAND AVE,LOS ANGELES ,90025,7,0
4321008025,2/1/17,2017,5,1946 S OVERLAND AVE,LOS ANGELES ,90025,16,
4321010039,1/3/14,2014,5,1945 S OVERLAND AVE,Los Angeles ,90025,3,8
4322001015,12/27/21,2021,5,2115 S WESTWOOD BLVD,LOS ANGELES ,90025,1,
4322017001,6/9/15,2015,5,11048 W OLYMPIC BLVD,LOS ANGELES ,90064,6,8
4323006013,1/17/13,2013,5,1856 S KELTON AVE,Los Angeles ,90025,3,24
4323006015,1/17/13,2013,5,1866 S KELTON AVE,Los Angeles ,90025,4,0
4323006027,1/5/18,2018,5,1827 S MIDVALE AVE,LOS ANGELES ,90025,8,17
4323007034,5/20/15,2015,5,1825 S KELTON AVE,LOS ANGELES ,90025,6,27
4323007035,5/20/15,2015,5,1819 S KELTON AVE,LOS ANGELES ,90025,2,0
