APN,Application Received,Application Year,Council District,Address,City,Zip,Units Withdrawn,Replacement Unit
5071024039,8/7/19,2019,10,4557 W PICKFORD ST,LOS ANGELES ,90019,2,
5072001027,8/21/19,2019,10,1812 S CRENSHAW BLVD,LOS ANGELES ,90019,2,
5072013010,2/5/20,2020,10,1831 S 12TH AVE,LOS ANGELES ,90019,2,
5072017013,5/22/19,2019,10,3617 W VENICE BLVD,LOS ANGELES ,90019,4,
5072022012,12/1/22,2022,10,3417 W WASHINGTON BLVD,LOS ANGELES ,90018,2,
5072033016,4/27/22,2022,10,1615 S 2ND AVE,LOS ANGELES ,90019,3,
5073005002,11/5/18,2018,10,1509 S GRAMERCY PL,LOS ANGELES ,90019,4,
5073009011,5/14/19,2019,10,1546 S ST ANDREWS PL,LOS ANGELES ,90019,2,
5073017016,7/16/15,2015,10,1633 S GRAMERCY PL,LOS ANGELES ,90019,1,7
5073018013,10/29/18,2018,10,1839 S GRAMERCY PL,LOS ANGELES ,90019,2,
5073025007,3/30/16,2016,10,2365 W 20TH ST,LOS ANGELES ,90018,1,
5074001018,10/24/14,2014,10,2957 W 14TH ST,Los Angeles ,90006,2,
5074008004,12/14/16,2016,10,2122 W CAMBRIDGE ST,LOS ANGELES ,90006,2,
5074008013,1/24/11,2011,10,2117 W VENICE BLVD,Los Angeles ,90006,4,
5075003007,3/9/20,2020,1,1336 S BERENDO ST,LOS ANGELES ,90006,2,
5075007007,11/18/14,2014,1,1314 S KENMORE AVE,LOS ANGELES ,90006,3,
5075007008,8/4/20,2020,1,1322 S KENMORE AVE,LOS ANGELES ,90006,3,
5075007009,8/4/20,2020,1,1326 S KENMORE AVE,LOS ANGELES ,90006,3,
5075008010,6/3/19,2019,1,1326 S MARIPOSA AVE,LOS ANGELES ,90006,2,
5075008019,3/4/15,2015,1,1415 S FEDORA ST,LOS ANGELES ,90006,3,
5075008043,12/9/14,2014,1,1424 S FEDORA ST,LOS ANGELES ,90006,6,
5075010023,1/15/10,2010,1,2715 W 14TH ST,Los Angeles ,90006,2,5
5075010031,5/29/15,2015,10,2717 W 14TH ST,LOS ANGELES ,90006,1,0
5075010034,5/29/15,2015,10,2717 W 14TH ST,LOS ANGELES ,90006,1,0
5075019004,3/30/22,2022,1,1731 S NEW HAMPSHIRE AVE,LOS ANGELES ,90006,2,
5075019009,7/16/18,2018,1,1807 S NEW HAMPSHIRE AVE,LOS ANGELES ,90006,2,
5075022003,2/23/18,2018,1,1641 S CATALINA ST,LOS ANGELES ,90006,6,
5075029012,2/2/18,2018,1,1950 S NORMANDIE AVE,LOS ANGELES ,90007,4,
5075029015,4/18/18,2018,1,1883 W 20TH ST,LOS ANGELES ,90007,8,
5075030007,6/15/21,2021,1,1870 W 20TH ST,LOS ANGELES ,90007,2,
5075030008,8/9/21,2021,1,1876 W 20TH ST,LOS ANGELES ,90007,2,
5076002013,6/3/15,2015,1,981 S WESTMORELAND AVE,LOS ANGELES ,90006,14,
5076006025,11/18/16,2016,1,2600 W SAN MARINO ST,LOS ANGELES ,90006,8,
5076009012,7/11/22,2022,1,1025 S MENLO AVE,LOS ANGELES ,90006,10,
5076009013,11/9/22,2022,1,1035 S MENLO AVE,LOS ANGELES ,90006,22,
5076011002,6/25/19,2019,1,1116 S WESTMORELAND AVE,LOS ANGELES ,90006,8,
5076011003,6/25/19,2019,1,1122 S WESTMORELAND AVE,LOS ANGELES ,90006,8,
5076012018,7/25/22,2022,1,1101 S MAGNOLIA AVE,LOS ANGELES ,90006,2,
5076013002,7/27/15,2015,1,1110 S MAGNOLIA AVE,LOS ANGELES ,90006,4,9
5076014014,5/29/19,2019,1,1163 S HOOVER ST,LOS ANGELES ,90006,7,
5076016009,9/11/19,2019,1,1248 S MAGNOLIA AVE,LOS ANGELES ,90006,3,
5076018013,9/8/21,2021,1,1200 S WESTMORELAND AVE,LOS ANGELES ,90006,6,
5076018014,8/8/18,2018,1,1212 S WESTMORELAND AVE,LOS ANGELES ,90006,4,
5076019019,2/14/11,2011,1,1230 S MENLO AVE,Los Angeles ,90006,8,60
5076019023,2/14/11,2011,1,1240 S MENLO AVE,Los Angeles ,90006,12,0
5077001014,1/21/14,2014,1,436 S COMMONWEALTH AVE,Los Angeles ,90020,12,
5077015011,12/8/16,2016,1,2847 W LEEWARD AVE,LOS ANGELES ,90005,8,
5077015012,12/8/16,2016,1,2841 W LEEWARD AVE,LOS ANGELES ,90005,10,
5077015019,10/7/08,2008,1,2822 W 7TH ST,Los Angeles ,90005,12,
5077016017,6/10/14,2014,1,2947 W LEEWARD AVE,Los Angeles ,90005,3,
5077016018,5/14/08,2008,1,2939 W LEEWARD AVE,Los Angeles ,90005,10,
5077016019,6/10/14,2014,1,2931 W LEEWARD AVE,Los Angeles ,90005,4,
5077016020,6/10/14,2014,1,2929 W LEEWARD AVE,Los Angeles ,90005,4,
5077020006,1/11/17,2017,1,2745 W 8TH ST,LOS ANGELES ,90005,3,
5077021014,9/30/16,2016,1,2783 W FRANCIS AVE,LOS ANGELES ,90005,4,
5077021015,9/30/16,2016,1,2791 W FRANCIS AVE,LOS ANGELES ,90005,4,
5077022017,2/9/16,2016,1,2877 W FRANCIS AVE,LOS ANGELES ,90005,4,
5077022018,2/9/16,2016,1,2869 W FRANCIS AVE,LOS ANGELES ,90005,3,
5077022025,9/30/16,2016,1,2801 W FRANCIS AVE,LOS ANGELES ,90005,10,
5077022059,1/14/19,2019,1,2859 W FRANCIS AVE,LOS ANGELES ,90005,2,
5077023015,12/5/08,2008,1,2914 W 8TH ST,Los Angeles ,90005,5,85
5077024038,4/14/15,2015,10,864 S VERMONT AVE,LOS ANGELES ,90005,10,
5077025007,9/5/07,2007,1,2836 W FRANCIS AVE,Los Angeles ,90005,8,
5077025015,10/31/16,2016,1,2697 W JAMES M WOOD BLVD,LOS ANGELES ,90006,8,
5077028034,12/6/17,2017,1,2766 W JAMES M. WOOD BLVD,LOS ANGELES ,90006,2,
5077029004,4/23/21,2021,1,2821 W SAN MARINO ST,LOS ANGELES ,90006,3,
5077029006,9/1/22,2022,1,2837 W SAN MARINO ST,LOS ANGELES ,90006,2,
5077029021,4/24/15,2015,1,2848 W JAMES M. WOOD BLVD,LOS ANGELES ,90006,20,
5078001002,8/21/17,2017,10,943 S NORMANDIE AVE,LOS ANGELES ,90006,2,
5078002020,9/4/20,2020,10,964 S NORMANDIE AVE,LOS ANGELES ,90006,3,
5078003003,1/22/18,2018,10,951 S FEDORA ST,LOS ANGELES ,90006,2,
5078003005,4/24/18,2018,10,959 S FEDORA ST,LOS ANGELES ,90006,4,
5078004019,6/21/17,2017,10,968 S FEDORA ST,LOS ANGELES ,90006,2,50
5078006016,11/7/18,2018,10,982 S DEWEY AVE,LOS ANGELES ,90006,2,
5078006018,4/3/18,2018,10,974 S DEWEY AVE,LOS ANGELES ,90006,2,
5078006019,4/3/18,2018,10,966 S DEWEY AVE,LOS ANGELES ,90006,3,
5078006028,12/19/22,2022,10,975 S CATALINA ST,LOS ANGELES ,90006,4,
5078007001,10/20/22,2022,10,2970 W SAN MARINO ST,LOS ANGELES ,90006,2,
5078007002,9/28/22,2022,10,2974 W SAN MARINO ST,LOS ANGELES ,90006,4,
5078008035,5/10/17,2017,10,950 S BERENDO ST,LOS ANGELES ,90006,7,
5078012003,2/17/17,2017,10,1021 S BERENDO ST,LOS ANGELES ,90006,4,
5078012004,2/17/17,2017,10,1025 S BERENDO ST,LOS ANGELES ,90006,6,44
5078012005,2/17/17,2017,10,1029 S BERENDO ST,LOS ANGELES ,90006,4,
5078013005,12/23/15,2015,10,1021 S CATALINA ST,LOS ANGELES ,90006,4,
5078014011,5/1/17,2017,10,1053 S DEWEY AVE,LOS ANGELES ,90006,2,
5078014012,1/31/17,2017,10,1057 S DEWEY AVE,LOS ANGELES ,90006,5,
5078014048,10/9/19,2019,10,1035 S DEWEY AVE,LOS ANGELES ,90006,5,
5078015021,12/11/13,2013,10,1024 S FEDORA ST,Los Angeles ,90006,7,
5078016010,6/20/17,2017,10,1053 S FEDORA ST,LOS ANGELES ,90006,2,
5078016016,1/13/14,2014,1,1038 S MARIPOSA AVE,Los Angeles ,90006,2,32
5078017004,8/7/19,2019,10,1017 S MARIPOSA AVE,LOS ANGELES ,90006,6,
5078017007,8/7/19,2019,10,1029 S MARIPOSA AVE,LOS ANGELES ,90006,4,
5078018007,6/18/15,2015,10,1029 S NORMANDIE AVE,LOS ANGELES ,90006,2,
5078019007,7/31/17,2017,10,1127 S NORMANDIE AVE,LOS ANGELES ,90006,3,
5078019028,4/13/22,2022,10,1123 S NORMANDIE AVE,LOS ANGELES ,90006,1,
5078020018,6/25/19,2019,1,1138 S NORMANDIE AVE,LOS ANGELES ,90006,2,
5078020019,12/20/17,2017,1,1134 S NORMANDIE AVE,LOS ANGELES ,90006,4,
5078022028,7/9/18,2018,1,1100 S FEDORA ST,LOS ANGELES ,90006,3,
5078031011,7/16/19,2019,1,1243 S CATALINA ST,LOS ANGELES ,90006,2,
5078035018,7/19/21,2021,1,1238 S NORMANDIE AVE,LOS ANGELES ,90006,3,
5078035020,7/19/21,2021,1,1228 S NORMANDIE AVE,LOS ANGELES ,90006,2,
5080009026,12/30/13,2013,10,1061 S OXFORD AVE,Los Angeles ,90006,3,9
5080012011,6/20/16,2016,10,3063 W PICO BLVD,LOS ANGELES ,90006,6,
5080013018,7/2/20,2020,10,1110 S OXFORD AVE,LOS ANGELES ,90006,2,
5080013019,7/2/20,2020,10,1116 S OXFORD AVE,LOS ANGELES ,90006,2,
5080013020,8/4/20,2020,10,1118 S OXFORD AVE,LOS ANGELES ,90006,2,
5080013021,8/4/20,2020,10,1124 S OXFORD AVE,LOS ANGELES ,90006,2,
5080014003,9/24/15,2015,10,1053 S SERRANO AVE,LOS ANGELES ,90006,3,20
5080014024,6/9/16,2016,10,1054 S OXFORD AVE,LOS ANGELES ,90006,2,
5080014025,7/6/16,2016,10,3127 W 11TH ST,LOS ANGELES ,90006,4,
5080016008,8/20/19,2019,10,3386 W SAN MARINO ST,LOS ANGELES ,90006,4,
5080016009,8/20/19,2019,10,3390 W SAN MARINO ST,LOS ANGELES ,90006,10,
5080017004,3/4/16,2016,10,1043 S HOBART BLVD,LOS ANGELES ,90006,2,28
5080017009,9/5/18,2018,10,1015 S HOBART BLVD,LOS ANGELES ,90006,3,
5080018055,12/10/19,2019,10,1120 S SERRANO AVE,LOS ANGELES ,90006,3,
5080021017,4/24/15,2015,10,1115 S HARVARD BLVD,LOS ANGELES ,90006,2,
5080021027,11/6/07,2007,10,1101 S HARVARD BLVD,Los Angeles ,90006,7,
5080021071,3/20/19,2019,10,1100 S HOBART BLVD,LOS ANGELES ,90006,7,
5080022014,4/10/19,2019,10,1012 S HOBART BLVD,LOS ANGELES ,90006,2,
5080026006,12/12/18,2018,10,1127 S KINGSLEY DR,LOS ANGELES ,90006,2,
5080027007,2/15/18,2018,10,1229 S KINGSLEY DR,LOS ANGELES ,90006,2,
5080029012,12/17/21,2021,10,1151 S ARDMORE AVE,LOS ANGELES ,90006,3,
5080030003,1/14/15,2015,10,1015 S ARDMORE AVE,LOS ANGELES ,90006,10,0
5080030004,1/14/15,2015,10,1021 S ARDMORE AVE,LOS ANGELES ,90006,8,0
5080030005,1/14/15,2015,10,1029 S ARDMORE AVE,LOS ANGELES ,90006,4,
5080030020,2/17/16,2016,10,1024 S KINGSLEY DR,LOS ANGELES ,90006,2,226
5080030022,1/14/15,2015,10,1016 S KINGSLEY DR,LOS ANGELES ,90006,11,0
5080030023,2/17/16,2016,10,1008 S KINGSLEY DR,LOS ANGELES ,90006,2,0
5080031001,12/17/18,2018,10,951 S ARDMORE AVE,LOS ANGELES ,90006,4,
5080031003,7/18/07,2007,10,959 S ARDMORE AVE,Los Angeles ,90006,6,
5080031004,7/18/07,2007,10,963 S ARDMORE AVE,Los Angeles ,90006,11,
5080033021,11/9/16,2016,10,1028 S ARDMORE AVE,LOS ANGELES ,90006,2,
5080034017,5/1/19,2019,10,1152 S ARDMORE AVE,LOS ANGELES ,90006,2,
5080035009,10/18/21,2021,10,1241 S IROLO ST,LOS ANGELES ,90006,2,
5081007009,11/13/20,2020,10,1242 S BRONSON AVE,LOS ANGELES ,90019,2,
5081008001,2/5/20,2020,10,1215 S 5TH AVE,LOS ANGELES ,90019,4,
5081008003,3/20/17,2017,10,1225 S 5TH AVE,LOS ANGELES ,90019,1,
5081010006,2/25/12,2012,10,1036 S NORTON AVE,Los Angeles ,90019,9,22
5081010007,1/25/12,2012,10,1040 S NORTON AVE,Los Angeles ,90019,5,0
5082006030,1/30/15,2015,10,1133 S QUEEN ANNE PL,LOS ANGELES ,90019,4,
5082009025,10/29/13,2013,10,1257 S PLYMOUTH BLVD,Los Angeles ,90019,1,
5082014029,6/12/14,2014,10,4401 W VICTORIA PARK PL,Los Angeles ,90019,2,
5082019025,11/13/17,2017,10,1043 S PLYMOUTH BLVD,LOS ANGELES ,90019,2,
5082019027,7/30/13,2013,10,1033 S PLYMOUTH BLVD,Los Angeles ,90019,2,
5082022022,6/23/21,2021,10,1250 S WINDSOR BLVD,LOS ANGELES ,90019,2,
5083002010,2/4/14,2014,10,1051 S RIMPAU BLVD,Los Angeles ,90019,2,
5083003011,8/21/14,2014,10,1059 S HUDSON AVE,Los Angeles ,90019,2,
5083006007,1/22/16,2016,10,1131 S TREMAINE AVE,LOS ANGELES ,90019,2,
5083006023,1/19/22,2022,10,1126 S LONGWOOD AVE,LOS ANGELES ,90019,2,
5083007006,4/29/15,2015,10,1129 S KENISTON AVE,LOS ANGELES ,90019,2,
5083011024,9/12/18,2018,10,1146 S MULLEN AVE,LOS ANGELES ,90019,2,2
5083016003,10/2/17,2017,10,1209 S RIMPAU BLVD,LOS ANGELES ,90019,2,
5083017023,7/13/16,2016,10,1246 S KENISTON AVE,LOS ANGELES ,90019,2,
5083022008,6/10/15,2015,10,1333 S KENISTON AVE,LOS ANGELES ,90019,2,
5083024019,2/23/18,2018,10,1324 S KENISTON AVE,LOS ANGELES ,90019,2,
5083025003,12/7/15,2015,10,1365 S HUDSON AVE,LOS ANGELES ,90019,2,
5083031002,4/26/17,2017,10,4506 W DOCKWEILER ST,LOS ANGELES ,90019,4,
5083031026,11/28/18,2018,10,1269 S MUIRFIELD RD,LOS ANGELES ,90019,2,
5084006006,8/14/18,2018,5,930 S MANSFIELD AVE,LOS ANGELES ,90036,4,
5084012019,5/4/16,2016,10,1090 S SYCAMORE AVE,LOS ANGELES ,90019,2,
5084023014,11/9/22,2022,10,1156 S HIGHLAND AVE,LOS ANGELES ,90019,2,
5084027021,4/1/22,2022,10,1238 S CITRUS AVE,LOS ANGELES ,90019,2,
5084029036,2/26/18,2018,10,1206 S SYCAMORE AVE,LOS ANGELES ,90019,2,
5084030011,6/1/17,2017,10,1239 S SYCAMORE AVE,LOS ANGELES ,90019,2,
5084030019,12/16/14,2014,10,1208 S REDONDO BLVD,LOS ANGELES ,90019,2,
5084032004,7/2/14,2014,10,1219 S MEADOWBROOK AVE,Los Angeles ,90019,2,
5084032023,2/23/17,2017,10,1225 S CLOVERDALE AVE,LOS ANGELES ,90019,2,
5085001020,6/3/16,2016,5,1033 S STANLEY AVE,LOS ANGELES ,90019,2,
5085002018,7/13/16,2016,5,1042 S STANLEY AVE,LOS ANGELES ,90019,2,
5085006004,10/22/18,2018,5,1022 S MASSELIN AVE,LOS ANGELES ,90019,2,
5085010002,5/1/19,2019,5,1009 S COCHRAN AVE,LOS ANGELES ,90019,4,
5085014001,2/14/18,2018,10,5360 W SAN VICENTE BLVD,LOS ANGELES ,90019,4,
5085022024,12/10/19,2019,10,1202 S STANLEY AVE,LOS ANGELES ,90019,2,
5085023011,3/7/14,2014,10,1142 S STANLEY AVE,Los Angeles ,90019,2,
5085036015,12/30/21,2021,10,1343 S DUNSMUIR AVE,LOS ANGELES ,90019,4,
5086010012,10/21/15,2015,5,720 S ORANGE GROVE AVE,LOS ANGELES ,90036,4,
5086010013,10/21/15,2015,5,716 S ORANGE GROVE AVE,LOS ANGELES ,90036,4,
5086012032,5/2/18,2018,5,951 S OGDEN DR,LOS ANGELES ,90036,6,
5086013021,12/4/17,2017,10,1051 S OGDEN DR,LOS ANGELES ,90019,4,
5086021015,6/18/14,2014,5,738 S OGDEN DR,Los Angeles ,90036,8,
5086021033,9/9/15,2015,5,5915 W 8TH ST,LOS ANGELES ,90036,2,
5086026003,8/14/18,2018,10,1080 S GENESEE AVE,LOS ANGELES ,90019,2,
5087001024,1/28/09,2009,5,1042 S LA CIENEGA BLVD,Los Angeles ,90035,36,
5087013021,12/18/12,2012,5,1029 S CRESCENT HEIGHTS BLVD,Los Angeles ,90035,2,
5087020031,6/13/14,2014,5,1100 S STEARNS DR,Los Angeles ,90035,2,
5087021022,12/17/12,2012,5,1212 S STEARNS DR,Los Angeles ,90035,2,
5087027017,10/25/17,2017,5,1244 S HI POINT ST,LOS ANGELES ,90035,2,
5088010019,8/23/18,2018,5,6539 W COMMODORE SLOAT DR,LOS ANGELES ,90048,2,
5089005010,8/7/17,2017,5,744 S RIDGELEY DR,LOS ANGELES ,90036,6,7
5089014006,9/6/17,2017,5,838 S STANLEY AVE,LOS ANGELES ,90036,2,
5089014034,5/22/19,2019,5,819 S CURSON AVE,LOS ANGELES ,90036,2,
5090031009,7/22/09,2009,5,4245 W 8TH ST,Los Angeles ,90005,4,
5092002029,4/23/15,2015,4,838 S CRENSHAW BLVD,LOS ANGELES ,90005,2,44
5092021013,5/4/22,2022,5,951 S WILTON PL,LOS ANGELES ,90019,2,
5092022011,5/5/15,2015,4,938 S WILTON PL,LOS ANGELES ,90019,8,19
5092023013,12/8/14,2014,4,3730 W 9TH ST,LOS ANGELES ,90019,10,21
5092025019,6/2/16,2016,5,848 S GRAMERCY PL,LOS ANGELES ,90005,2,
5092026010,2/5/21,2021,5,857 S GRAMERCY PL,LOS ANGELES ,90005,3,
5092027007,6/3/19,2019,5,726 S WILTON PL,LOS ANGELES ,90005,4,
5092027008,12/30/16,2016,5,732 S WILTON PL,LOS ANGELES ,90005,2,
5092028019,9/4/19,2019,5,749 S GRAMERCY DR,LOS ANGELES ,90005,6,
5093004009,5/11/22,2022,5,734 S MANHATTAN PL,LOS ANGELES ,90005,4,
5093004014,12/2/14,2014,5,700 S MANHATTAN PL,LOS ANGELES ,90005,7,160
5093017018,11/7/14,2014,10,837 S HARVARD BLVD,Los Angeles ,90005,7,
5093022007,5/5/17,2017,10,826 S HARVARD BLVD,LOS ANGELES ,90005,7,131
5093022008,6/14/17,2017,10,824 S HARVARD BLVD,LOS ANGELES ,90005,9,0
5093022009,6/14/17,2017,10,818 S HARVARD BLVD,LOS ANGELES ,90005,8,0
5093022010,6/14/17,2017,10,814 S HARVARD BLVD,LOS ANGELES ,90005,12,0
5093022011,5/5/17,2017,10,808 S HARVARD BLVD,LOS ANGELES ,90005,9,0
5093022016,8/24/16,2016,10,819 S KINGSLEY DR,LOS ANGELES ,90005,3,
5093022017,8/24/16,2016,10,825 S KINGSLEY DR,LOS ANGELES ,90005,2,
5093023057,10/17/22,2022,10,927 S ARDMORE AVE,LOS ANGELES ,90006,9,
5093024005,12/21/22,2022,10,842 S KINGSLEY DR,LOS ANGELES ,90005,2,
5093025102,6/26/18,2018,10,748 S KINGSLEY DR,LOS ANGELES ,90005,4,
5094004011,11/13/18,2018,10,750 S IROLO ST,LOS ANGELES ,90005,8,
5094004012,11/13/18,2018,10,748 S IROLO ST,LOS ANGELES ,90005,2,
5094009011,2/7/18,2018,10,707 S BERENDO ST,LOS ANGELES ,90005,12,
5094017002,3/27/19,2019,10,848 S MARIPOSA AVE,LOS ANGELES ,90005,8,38
5094017003,6/30/17,2017,10,840 S MARIPOSA AVE,LOS ANGELES ,90005,8,
5094017004,6/30/17,2017,10,834 S MARIPOSA AVE,LOS ANGELES ,90005,4,
5094017005,6/30/17,2017,10,826 S MARIPOSA AVE,LOS ANGELES ,90005,4,
5094017007,7/17/18,2018,10,812 S MARIPOSA AVE,LOS ANGELES ,90005,4,
5094017017,6/30/17,2017,10,837 S FEDORA ST,LOS ANGELES ,90005,2,
5094017018,6/30/17,2017,10,841 S FEDORA ST,LOS ANGELES ,90005,4,
5094017019,3/9/18,2018,10,849 S FEDORA ST,LOS ANGELES ,90005,4,
5094018001,12/4/19,2019,10,854 S NORMANDIE AVE,LOS ANGELES ,90005,8,
5094018013,1/20/22,2022,10,823 S MARIPOSA AVE,LOS ANGELES ,90005,4,
5094023011,11/12/21,2021,10,936 S FEDORA ST,LOS ANGELES ,90006,2,
5094023027,7/3/19,2019,10,923 S KENMORE AVE,LOS ANGELES ,90006,2,
5094023028,7/3/19,2019,10,931 S KENMORE AVE,LOS ANGELES ,90006,2,
5094023029,7/3/19,2019,10,935 S KENMORE AVE,LOS ANGELES ,90006,2,
5094023038,1/11/17,2017,10,904 S KENMORE AVE,LOS ANGELES ,90006,6,
5094023039,1/11/17,2017,10,900 S KENMORE AVE,LOS ANGELES ,90006,6,
5094024006,1/9/19,2019,10,917 S BERENDO ST,LOS ANGELES ,90006,4,
5094024015,2/7/18,2018,10,924 S CATALINA ST,LOS ANGELES ,90006,4,
5094025002,9/20/13,2013,10,901 S NEW HAMPSHIRE AVE,Los Angeles ,90006,4,16
5094025017,6/20/18,2018,10,920 S BERENDO ST,LOS ANGELES ,90006,12,27
5094026018,3/12/20,2020,10,2926 W JAMES M. WOOD BLVD,LOS ANGELES ,90006,10,
5101008023,9/29/15,2015,9,326 E 57TH ST,LOS ANGELES ,90011,3,
5101011011,9/30/21,2021,9,206 E 53RD ST,LOS ANGELES ,90011,2,2
5101013012,9/24/21,2021,9,162 E 54TH ST,LOS ANGELES ,90011,2,
5101031024,10/6/20,2020,9,132 W 54TH ST,LOS ANGELES ,90037,2,2
5101031032,2/5/18,2018,9,5415 S MAIN ST,LOS ANGELES ,90037,15,
5103010006,8/29/18,2018,9,748 E 54TH ST,LOS ANGELES ,90011,2,
5103011003,3/27/19,2019,9,750 E 55TH ST,LOS ANGELES ,90011,2,
5104009002,7/11/16,2016,9,5307 S COMPTON AVE,LOS ANGELES ,90011,1,
5104013020,12/10/19,2019,9,1213 E 54TH ST,LOS ANGELES ,90011,2,2
5104024009,2/11/16,2016,9,1121 E 57TH ST,LOS ANGELES ,90011,2,
5105002018,1/20/22,2022,9,1509 E 53RD ST,LOS ANGELES ,90011,4,
5106002021,7/20/20,2020,9,1571 E 45TH ST,LOS ANGELES ,90011,2,4
5106004039,3/8/21,2021,9,4426 S LONG BEACH EAST AVE,LOS ANGELES ,90058,3,
5106020002,11/28/18,2018,9,4859 S LONG BEACH WEST AVE,LOS ANGELES ,90058,3,
5107002010,4/9/20,2020,9,1223 E 45TH ST,LOS ANGELES ,90011,2,
5107010027,1/19/21,2021,9,4617 S HOOPER AVE,LOS ANGELES ,90011,1,3
5107022023,7/10/19,2019,9,4821 S COMPTON AVE,LOS ANGELES ,90011,2,
5107023028,5/11/18,2018,9,1410 E 48TH PL,LOS ANGELES ,90011,2,
5109005030,10/20/14,2014,9,144 E 51ST ST,Los Angeles ,90011,1,
5109008009,4/22/14,2014,9,216 E 49TH ST,Los Angeles ,90011,1,
5109025032,11/12/21,2021,9,355 E 53RD ST,LOS ANGELES ,90011,2,
5110006023,4/19/22,2022,9,4517 S MAIN ST,LOS ANGELES ,90037,2,
5110006024,4/19/22,2022,9,4513 S MAIN ST,LOS ANGELES ,90037,2,
5110006028,4/19/22,2022,9,4505 S MAIN ST,LOS ANGELES ,90037,3,
5110009008,3/4/15,2015,9,324 W 46TH ST,LOS ANGELES ,90037,2,2
5110010007,12/3/14,2014,9,314 W 47TH ST,LOS ANGELES ,90037,1,
5110020022,3/7/18,2018,9,241 W 50TH ST,LOS ANGELES ,90037,2,
5110025003,8/26/10,2010,9,5113 S MAIN ST,Los Angeles ,90037,6,46
5111023025,8/13/20,2020,9,4057 S MAIN ST,LOS ANGELES ,90037,24,
5113003012,9/25/17,2017,9,4069 1/2 S AVALON BLVD,LOS ANGELES ,90011,2,
5113029019,6/26/18,2018,9,4045 S WOODLAWN AVE,LOS ANGELES ,90011,2,
5113030001,5/4/21,2021,9,4051 S WOODLAWN AVE,LOS ANGELES ,90011,3,
5113031011,1/22/20,2020,9,4201 S WOODLAWN AVE,LOS ANGELES ,90011,2,
5113032031,12/15/14,2014,9,4234 S WOODLAWN AVE,LOS ANGELES ,90011,2,2
5113036019,10/22/21,2021,9,4345 S WOODLAWN AVE,LOS ANGELES ,90011,5,
5114008021,11/5/18,2018,9,760 E 40TH PL,LOS ANGELES ,90011,2,
5114014009,3/9/18,2018,9,1036 E 35TH ST,LOS ANGELES ,90011,8,72
5114014020,3/9/18,2018,9,"1037 E MARTIN LUTHER KING, JR BLVD",LOS ANGELES ,90011,3,0
5114018022,5/14/15,2015,9,1002 E 33RD ST,LOS ANGELES ,90011,2,
5114019005,5/4/22,2022,9,1001 E 33RD ST,LOS ANGELES ,90011,1,
5115001004,12/10/19,2019,9,789 E 41ST PL,LOS ANGELES ,90011,2,
5115006011,8/1/16,2016,9,662 E 42ND ST,LOS ANGELES ,90011,2,2
5115019028,1/29/14,2014,9,1055 E 42ND PL,Los Angeles ,90011,2,
5116003005,6/25/15,2015,9,4210 S HOOPER AVE,LOS ANGELES ,90011,2,
5116008002,10/29/19,2019,9,4307 S COMPTON AVE,LOS ANGELES ,90011,2,
5116027002,5/5/14,2014,9,1808 E 41ST PL,Los Angeles ,90058,1,
5118011001,1/5/23,2023,9,2616 S HOOPER AVE,LOS ANGELES ,90011,1,
5118014011,5/22/19,2019,9,1348 E 27TH ST,LOS ANGELES ,90011,2,
5119010017,2/7/22,2022,9,1120 E 25TH ST,LOS ANGELES ,90011,2,
5119013020,11/5/18,2018,9,1109 E 28TH ST,LOS ANGELES ,90011,3,
5119014016,8/3/21,2021,9,1117 E 29TH ST,LOS ANGELES ,90011,2,
5119024005,8/13/20,2020,9,1414 E 23RD ST,LOS ANGELES ,90011,3,2
5120001007,2/5/18,2018,9,120 E 31ST ST,LOS ANGELES ,90011,2,
5120022006,2/13/15,2015,9,526 E JEFFERSON BLVD,LOS ANGELES ,90011,2,
5120026022,8/7/19,2019,9,839 E 32ND ST,LOS ANGELES ,90011,2,
5121022011,12/17/21,2021,9,3848 S WALL ST,LOS ANGELES ,90011,3,
5121029023,7/25/22,2022,9,3811 S WOODLAWN AVE,LOS ANGELES ,90011,2,
5122012009,11/1/17,2017,9,222 W 27TH ST,LOS ANGELES ,90007,6,
5123011005,8/30/07,2007,9,3024 S ROYAL ST,Los Angeles ,90007,2,
5123011009,8/30/07,2007,9,3042 S ROYAL ST,Los Angeles ,90007,2,
5123011021,8/30/07,2007,9,3015 S SHRINE PL,Los Angeles ,90007,3,
5123013002,4/20/22,2022,9,705 W 30TH ST,LOS ANGELES ,90007,16,
5123020005,6/21/12,2012,9,516 W 31ST ST,Los Angeles ,90007,24,
5123020006,1/14/19,2019,9,510 W 31ST ST,LOS ANGELES ,90007,4,
5123020011,5/18/18,2018,9,515 W 31ST ST,LOS ANGELES ,90007,4,74
5124031006,4/6/17,2017,1,2128 S PARK GROVE AVE,LOS ANGELES ,90007,2,
5127003017,10/25/22,2022,9,635 E 21ST ST,LOS ANGELES ,90011,2,
5127003020,5/22/19,2019,9,617 E 21ST ST,LOS ANGELES ,90011,2,4
5127005003,2/12/19,2019,9,638 E 21ST ST,LOS ANGELES ,90011,2,
5127012007,10/9/19,2019,9,2310 S WALL ST,LOS ANGELES ,90011,2,
5127015007,10/29/19,2019,9,2223 S TRINITY ST,LOS ANGELES ,90011,2,
5127015020,12/27/17,2017,9,2210 S WALL ST,LOS ANGELES ,90011,2,
