"store_name","address","address2","city","state","zip5","county","Source","Location"
"A & A Shine  Bargain","735 S Vermont Ave","","Los Angeles","CA","90005","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walgreens 06347","18515 Devonshire St","","Northridge","CA","91324","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walgreens 06700","5224 Coldwater Canyon Ave","","Van Nuys","CA","91401","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RITE AID 5485","888 Lincoln Blvd","","Venice","CA","90291","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RITE AID 6211","5575 Wilshire Blvd","","Los Angeles","CA","90036","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walgreens 07015","20901 Devonshire St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walgreens 05743","7560 Topanga Canyon Blvd","","Canoga Park","CA","91303","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Q BARGAIN CENTER","5544 Santa Monica Blvd","","Los Angeles","CA","90038","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"54TH VAN NESS LIQUOR MARKET","2201 W 54th St","","Los Angeles","CA","90043","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"United Pacific 0242","11261 Santa Monica Blvd","","Los Angeles","CA","90025","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walgreens 07070","4009 Lincoln Blvd","","Marina del Rey","CA","90292","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walgreens 07482","1800 W Slauson Ave","","Los Angeles","CA","90047","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"98 + BARGAINS","13003 Van Nuys Blvd","Ste F","Pacoima","CA","91331","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"BOB'S FOOD MART & LIQUOR","10000 National Blvd","","Los Angeles","CA","90034","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"LANZA BROTHERS MARKET","1803 N Main St","","Los Angeles","CA","90031","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Hearty Nutrition 4","6001 S Vermont Ave","Ste C","Los Angeles","CA","90044","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Christinas Market (Shiqder and Chowdhury) 2134226449","2715 S Vermont Ave","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"SILVANA'S MINI MARKET","5413 S Main St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"QIK MARKET","7601 Vineland Ave","","Sun Valley","CA","91352","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Nanvaei & Kabab Shater Abass","1437 Westwood Blvd","","Los Angeles","CA","90024","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RITE AID 5532","10465 Sunland Blvd","","Sunland","CA","91040","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven 26998 B","12450 Burbank Blvd","Ste A","Valley Village","CA","91607","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-Eleven Store #34123 B 34123B","1831 S Pacific Ave","","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T-0294","11051 Victory Blvd","","North Hollywood","CA","91606","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lian Shing Hong, Inc.","750 N Hill St","Ste R","Los Angeles","CA","90012","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"JAMES SERVICE CENTER","3950 W ML King Jr Blvd","","LOS ANGELES","CA","90008","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Young's Market","5421 S Hoover St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 19239 B","6610 Foothill Blvd","","Tujunga","CA","91042","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 1973","6454 Platt Ave","","West Hills","CA","91307","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mlk Gas Station 0","1515 W Martin Luther King Jr Blvd","","Los Angeles","CA","90062","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"J R Discount","8201 Avalon Blvd","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"DTLA Bodega","650 S Spring St","Ste R2","Los Angeles","CA","90014","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Sprouts Farmers Market 403","2245 Yosemite Dr","","Los Angeles","CA","90041","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T-0299","8840 Corbin Ave","","Northridge","CA","91324","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"J & J Liquor","14554 Polk St","","Sylmar","CA","91342","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Amigos Fresh Poultry","1218 Venice Blvd","","Los Angeles","CA","90006","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Radc Enterprises 0406","18501 Devonshire St","","Northridge","CA","91324","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Angeles Panaderia","3332 W 8th St","","Los Angeles","CA","90005","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Nicos Market","2707 Lancaster Ave","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"St Andrews Place,inc","1894 W Jefferson Blvd","","Los Angeles","CA","90018","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Super Sun","1922 Westwood Blvd","","Los Angeles","CA","90025","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ralphs Fresh Fare 22","645 W 9th St","","Los Angeles","CA","90015","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Hollywood Bazaar","6701 Hollywood Blvd","","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Liquor Stop N Go Super Market Inc","20001 Roscoe Blvd","","Winnetka","CA","91306","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Carniceria Juanita","4512 S Hoover St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-Eleven 36770A","8254 White Oak Ave","","Northridge","CA","91325","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Metrose Liquor Inc","6400 Tujunga Ave","","North Hollywood","CA","91606","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Sunland Certified Farmers Market","9919 Sunland Blvd","","Sunland","CA","91040","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"North Hollywood Liquor","11228 Burbank Blvd","","North Hollywood","CA","91601","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RALPHS 711","6657 Laurel Canyon Blvd","","North Hollywood","CA","91606","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Romans Liquor","1529 N La Brea Ave","","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Country Ranch Market","2800 Beverly Blvd","","Los Angeles","CA","90057","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Carniceria Vallarta 3","9134 Van Nuys Blvd","","Panorama City","CA","91402","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ralphs Fresh Fare 6","17840 Ventura Blvd","","Encino","CA","91316","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-eleven Store 35768A","12411 Sheldon St","","Sun Valley","CA","91352","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"La Alicia Meat Market","3116 E 4th St","","Los Angeles","CA","90063","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"San Pedro Gas N' More","311 N Gaffey St","","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollarama","7126 Reseda Blvd","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"VN Liquor Mini Market","15920 S Vermont Ave","","Gardena","CA","90247","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Trenspotter Inc.","4226 W Pico Blvd","","Los Angeles","CA","90019","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"East Hollywood Farmer's Market","5448 Hollywood Blvd","","Los Angeles","CA","90027","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Royal Liqour","1508 W Sunset Blvd","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 4949","2850 E Olympic Blvd","","Los Angeles","CA","90023","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Apple Market","8646 S Vermont Ave","","Los Angeles","CA","90044","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"LA Fresh Poultry","121 N Virgil Ave","","Los Angeles","CA","90004","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Country Club Liquor","11067 Balboa Blvd","","Granada Hills","CA","91344","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Jorge 99 Market","4217 S Hoover St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Fairfax Grocery","511 N Fairfax Ave","","Los Angeles","CA","90036","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Juniors 99 Cents & Up Store","2500 W Sunset Blvd","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Zeytun","5135 W Sunset Blvd","","Los Angeles","CA","90027","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Avalon Sinclair","11151 Avalon Blvd","Ste 110","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 4993","3138 W Pico Blvd","","Los Angeles","CA","90019","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Three Star Market","8103 Avalon Blvd","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 5013","3710 S la Brea Ave","","Los Angeles","CA","90016","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Atwater Village FM - Sust Econ Enterp of LA","3528 Larga Ave","lot #646","Los Angeles","CA","90039","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-Eleven 39611A","8416 Lankershim Blvd","","Sun Valley","CA","91352","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"S & S Market","1752 E 92nd St","","Los Angeles","CA","90002","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"B & G Eagle Market Inc","14844 Magnolia Blvd","","Sherman Oaks","CA","91403","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 24596B","21925 Devonshire St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mother's Nutritional Center 602","6424 Bellingham Ave","","North Hollywood","CA","91606","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mother's Nutritional Center 604","7132 Van Nuys Blvd","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 18920 C","7407 Van Nuys Blvd","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mother's Nutritional Center 608","1605 W Washington Blvd","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mother's Nutritional Center 610","4100 W Pico Blvd","Ste 1","Los Angeles","CA","90019","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mother's Nutritional Center 612","13643 Van Nuys Blvd","","Pacoima","CA","91331","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Trader Joes 237","8500 Burton Way","Ste 100","Los Angeles","CA","90048","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Cluck's Chicken Market","12003 Avalon Blvd","Ste 106","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Target Store T-2776","735 S Figueroa St","","Los Angeles","CA","90017","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ralphs Fresh Fare 289","5601 Wilshire Blvd","","Los Angeles","CA","90036","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"VONS 2225","6534 Platt Ave","","West Hills","CA","91307","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ralphs Fresh Fare 280","4311 Lincoln Blvd","","Marina del Rey","CA","90292","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"FOOD 4 LESS 344","5318 S Main St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Toni's Liquor","5955 West Blvd","","Los Angeles","CA","90043","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mother's Nutritional Center 600","21013 Sherman Way","Ste 5","Canoga Park","CA","91303","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ediths Market 2","603 N Evergreen Ave","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Oxford Mini Mart","3502 W 8th St","","Los Angeles","CA","90005","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"El Paraiso Bakery 2","919 S Soto St","Ste 8","Los Angeles","CA","90023","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"CVS/pharmacy 5483","5601 Van Nuys Blvd","","Sherman Oaks","CA","91401","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"VONS 2229","727 Vine St","","Los Angeles","CA","90038","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lawrence Liquor Market","2301 James M Wood Blvd","","Los Angeles","CA","90006","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dream Bakery","12908 Sherman Way","","North Hollywood","CA","91605","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Arco #42511","2466 Riverside Dr","","Los Angeles","CA","90039","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mini Market Bendicion","3119 W 8th St","","Los Angeles","CA","90005","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Whole Foods Market 10045","11666 National Blvd","","Los Angeles","CA","90064","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GELSON'S MARKETS 4","10250 Santa Monica Blvd","","Los Angeles","CA","90067","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"VONS 3161","10321 Sepulveda Blvd","","Mission Hills","CA","91345","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"City Market 13","22107 Roscoe Blvd","","Canoga Park","CA","91304","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"SANCHEZ MEAT MKT","4525 Inglewood Blvd","","Culver City","CA","90230","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 13898 D","13919 Hubbard St","","Sylmar","CA","91342","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 18889 B","5345 Laurel Canyon Blvd","","Valley Village","CA","91607","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 26213 C","6760 Reseda Blvd","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-ELEVEN 1852 E","18461 Roscoe Blvd","","Northridge","CA","91325","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Cal State Northridge Cfm","18111 Nordhoff St","","Northridge","CA","91330","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Cheyenne Liquor","1611 S Vermont Ave","","Los Angeles","CA","90006","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Silver Skate Liquor & Mart","23814 Western Ave","","Harbor City","CA","90710","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RALPHS 710","21431 Devonshire St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RALPHS 702","14440 Burbank Blvd","","Sherman Oaks","CA","91401","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RALPHS  721","22333 Sherman Way","","Canoga Park","CA","91303","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RALPHS 709","11361 National Blvd","","Los Angeles","CA","90064","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GELSONS MARKET 3","4738 Laurel Canyon Blvd","","Valley Village","CA","91607","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GELSON'S MARKETS 5","5500 Reseda Blvd","","Tarzana","CA","91356","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RALPHS 281","910 Lincoln Blvd","","Venice","CA","90291","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"GELSON'S MARKETS 2","16450 Ventura Blvd","","Encino","CA","91436","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"IMPERIAL POULTRY","821 E Washington Blvd","","Los Angeles","CA","90021","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-Eleven 35374A","728 W Vernon Ave","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Apulo Market","2612 W 8th St","","Los Angeles","CA","90057","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"SANDY'S BAKERY","5261 S Main St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"CARNICERIA LA ESPECIAL","13310 Filmore St","","Pacoima","CA","91331","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"FARM FRESH DAIRY","9803 Avalon Blvd","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"HANDY MART LIQUOR","8012 Laurel Canyon Blvd","","North Hollywood","CA","91605","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Brianna's Discount Store","5501 Long Beach Ave","","Los Angeles","CA","90058","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Big Lots 4600","3115 S Sepulveda Blvd","","Los Angeles","CA","90034","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 39993 A","6702 Hollywood Blvd","","Los Angeles","CA","90028","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Jons Marketplace 24","18135 Sherman Way","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Patito Nutritional Center","1234 Lomita Blvd","Ste P","Harbor City","CA","90710","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"CORONADO MARKET","2435 W Temple St","","Los Angeles","CA","90026","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Baith Al Halal","17515 Chatsworth St","","Granada Hills","CA","91344","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Laguna Meat Market","2127 W 6th St","","Los Angeles","CA","90057","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dollar Tree 5596","1505 S Pacific Ave","","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Garu's Liquor Market","4879 W Washington Blvd","","Los Angeles","CA","90016","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Central Market Inc","11479 San Fernando Rd","Ste G","San Fernando","CA","91340","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Joy Six-10 Market","4378 S Vermont Ave","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RITE AID 5513","501 S Gaffey St","","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RITE AID 5514","28100 S Western Ave","","San Pedro","CA","90732","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"RITE AID 5516","108 W Anaheim St","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rasputin International Market","17159 Ventura Blvd","","Encino","CA","91316","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Arlington Community Market","3798 Arlington Ave","","Los Angeles","CA","90018","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"PACIFIC LIQUOR","4228 Beverly Blvd","","Los Angeles","CA","90004","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"A&F Liquor","14419 Van Nuys Blvd","","Arleta","CA","91331","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rajo African Product Market","5356 Crenshaw Blvd","","Los Angeles","CA","90043","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Baby's World Nutrition 2","804 S Alvarado St","","Los Angeles","CA","90057","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Universal Grocery Store N/A","7511 S Central Ave","","Los Angeles","CA","90001","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Royal Liquor","2501 Pasadena Ave","","Los Angeles","CA","90031","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Q MARKET & PRODUCE, INC.","17261 Vanowen St","","Van Nuys","CA","91406","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Meadow Maid Market","808 N State St","","Los Angeles","CA","90033","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-eleven Store 34537a","13702 Oxnard St","","Van Nuys","CA","91401","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Claudia's Cafe","208 W 6th St","","Los Angeles","CA","90014","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Lupitas  Meat Market Inc.","1883 W Adams Blvd","","Los Angeles","CA","90018","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"El Bajio","4501 S Main St","","Los Angeles","CA","90037","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"MF Mini Market 2","4509 W Pico Blvd","","Los Angeles","CA","90019","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Sherman Way Market Place","13624 Sherman Way","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Hughies Liquor","12121 Magnolia Blvd","","Valley Village","CA","91607","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Arco #42040","4506 Lankershim Blvd","","North Hollywood","CA","91602","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"La Sirenita","1200 S Centre St","","San Pedro","CA","90731","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Vallarta Supermarket 24","19725 Vanowen St","","Winnetka","CA","91306","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"FISH TOWN MARKET","5351 Arlington Ave","","Los Angeles","CA","90043","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"FISH TOWN OUTLET","3623 S la Brea Ave","","Los Angeles","CA","90016","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Superior Poultry Market & Deli","1713 E Vernon Ave","Ste 117","Los Angeles","CA","90058","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"India Spices & Grocery","5994 W Pico Blvd","","Los Angeles","CA","90035","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 23488B","20871 Lassen St","","Chatsworth","CA","91311","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"A 1 Tobacco Mart","11207 Wilmington Ave","","Los Angeles","CA","90059","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Reseda Ranch Service Station","8000 Reseda Blvd","","Reseda","CA","91335","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Superior Grocers 129","133 W Avenue 45","","Los Angeles","CA","90065","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mercado El Rey 5","15256 Parthenia St","","North Hills","CA","91343","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Super Tochal Inc","1418 Westwood Blvd","","Los Angeles","CA","90024","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Choice Market","5001 S Western Ave","","Los Angeles","CA","90062","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Guadalupana Mini Market","5726 Santa Monica Blvd","","Los Angeles","CA","90038","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Genessis Mini Market Supply","6420 S Broadway","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Centro Latino Meats Dept","4339 Dalton Ave","","Los Angeles","CA","90062","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 39872 A","1234 Wilshire Blvd","Unit 101","Los Angeles","CA","90017","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"JUNIOR MINI MARKET","4310 McKinley Ave","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 38197 A","505 W Century Blvd","","Los Angeles","CA","90044","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Mi Carnal 99plus","3566 S Western Ave","Ste F","Los Angeles","CA","90018","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7-eleven 39530","4221 Beverly Blvd","","Los Angeles","CA","90004","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Ampm","980 W Pacific Coast Hwy","","Wilmington","CA","90744","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Chevron 1809","8101 W Sunset Blvd","","Los Angeles","CA","90046","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Olympic Parks Liquor","3533 W Olympic Blvd","","Los Angeles","CA","90019","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Corredor Oaxaqueno Market","4475 W Pico Blvd","","Los Angeles","CA","90019","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Circle K 2709440","524 W Adams Blvd","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Celaya Bakery","2304 S Vermont Ave","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Erewhon Natural Foods Market","7660 Beverly Blvd","Unit A","Los Angeles","CA","90036","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dora's Produce","4564 W Washington Blvd","","Los Angeles","CA","90016","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Farmers Tran Seafood And Poultry Market","12920 S Figueroa St","","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"My Liquor Bank","7420 S Central Ave","","Los Angeles","CA","90001","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"M & W LIQUOR NO. 1","2801 Fletcher Dr","","Los Angeles","CA","90039","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Super King Market 6","7227 Van Nuys Blvd","","Van Nuys","CA","91405","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Dick's Liquor","11317 Avalon Blvd","","Los Angeles","CA","90061","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"7 Eleven Store 35625 B","14350 Victory Blvd","Ste 7","Van Nuys","CA","91401","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"SMART & FINAL 395","11221 W Pico Blvd","","Los Angeles","CA","90064","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"SHALOM PRODUCE, INC.","7222 W Sunset Blvd","","Los Angeles","CA","90046","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"El Camaguey","10925 Venice Blvd","","Los Angeles","CA","90034","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Beto's Market","2252 Venice Blvd","","Los Angeles","CA","90006","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"KRISTY'S MINI-MARKET","1632 E 33rd St","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Rite-On-Market","9824 S Broadway","","Los Angeles","CA","90003","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Walmart Neighborhood Market 5605","14530 Nordhoff St","","Panorama City","CA","91402","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Arco AM/PM 82919","9454 Corbin Ave","","Northridge","CA","91324","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"World Harvest Foodbank","3200 S Grand Ave","","Los Angeles","CA","90007","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Zacapa Mini Market","4810 Hooper Ave","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Safeway Liquor","17702 Chatsworth St","","Granada Hills","CA","91344","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Central Avenue FM - Sust Econ Enterp of LA","4301 S Central Ave","","Los Angeles","CA","90011","LOS ANGELES","USDA","Los Angeles (City, 2020)"
"Crenshaw Farmers' Market - Sust Econ Enterp of LA","3650 W. Martin Luther King Blvd","","Los Angeles","CA","90008","LOS ANGELES","USDA","Los Angeles (City, 2020)"
