Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14006_001
"060371914201","Block Group 1, Census Tract 1914.20, Los Angeles County, California","ACSSF","ca","150","00","0017084",,,,,"06","037",,,"191420","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371914201","Block Group 1",,,,66888
"060371914202","Block Group 2, Census Tract 1914.20, Los Angeles County, California","ACSSF","ca","150","00","0017085",,,,,"06","037",,,"191420","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371914202","Block Group 2",,,,80952
"060371915001","Block Group 1, Census Tract 1915, Los Angeles County, California","ACSSF","ca","150","00","0017086",,,,,"06","037",,,"191500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371915001","Block Group 1",,,,79219
"060371915002","Block Group 2, Census Tract 1915, Los Angeles County, California","ACSSF","ca","150","00","0017087",,,,,"06","037",,,"191500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371915002","Block Group 2",,,,54676
"060371915003","Block Group 3, Census Tract 1915, Los Angeles County, California","ACSSF","ca","150","00","0017088",,,,,"06","037",,,"191500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371915003","Block Group 3",,,,58028
"060371916101","Block Group 1, Census Tract 1916.10, Los Angeles County, California","ACSSF","ca","150","00","0017089",,,,,"06","037",,,"191610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371916101","Block Group 1",,,,47950
"060371916102","Block Group 2, Census Tract 1916.10, Los Angeles County, California","ACSSF","ca","150","00","0017090",,,,,"06","037",,,"191610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371916102","Block Group 2",,,,67663
"060371916201","Block Group 1, Census Tract 1916.20, Los Angeles County, California","ACSSF","ca","150","00","0017091",,,,,"06","037",,,"191620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371916201","Block Group 1",,,,39087
"060371917101","Block Group 1, Census Tract 1917.10, Los Angeles County, California","ACSSF","ca","150","00","0017092",,,,,"06","037",,,"191710","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371917101","Block Group 1",,,,23750
"060371917102","Block Group 2, Census Tract 1917.10, Los Angeles County, California","ACSSF","ca","150","00","0017093",,,,,"06","037",,,"191710","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371917102","Block Group 2",,,,26745
"060371917201","Block Group 1, Census Tract 1917.20, Los Angeles County, California","ACSSF","ca","150","00","0017094",,,,,"06","037",,,"191720","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371917201","Block Group 1",,,,31417
"060371917202","Block Group 2, Census Tract 1917.20, Los Angeles County, California","ACSSF","ca","150","00","0017095",,,,,"06","037",,,"191720","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371917202","Block Group 2",,,,41736
"060371918101","Block Group 1, Census Tract 1918.10, Los Angeles County, California","ACSSF","ca","150","00","0017096",,,,,"06","037",,,"191810","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371918101","Block Group 1",,,,50558
"060371918102","Block Group 2, Census Tract 1918.10, Los Angeles County, California","ACSSF","ca","150","00","0017097",,,,,"06","037",,,"191810","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371918102","Block Group 2",,,,53460
"060371918103","Block Group 3, Census Tract 1918.10, Los Angeles County, California","ACSSF","ca","150","00","0017098",,,,,"06","037",,,"191810","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371918103","Block Group 3",,,,45000
"060371918201","Block Group 1, Census Tract 1918.20, Los Angeles County, California","ACSSF","ca","150","00","0017099",,,,,"06","037",,,"191820","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371918201","Block Group 1",,,,108654
"060371918202","Block Group 2, Census Tract 1918.20, Los Angeles County, California","ACSSF","ca","150","00","0017100",,,,,"06","037",,,"191820","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371918202","Block Group 2",,,,52000
"060371918203","Block Group 3, Census Tract 1918.20, Los Angeles County, California","ACSSF","ca","150","00","0017101",,,,,"06","037",,,"191820","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371918203","Block Group 3",,,,44716
"060371919011","Block Group 1, Census Tract 1919.01, Los Angeles County, California","ACSSF","ca","150","00","0017102",,,,,"06","037",,,"191901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371919011","Block Group 1",,,,55125
"060371919012","Block Group 2, Census Tract 1919.01, Los Angeles County, California","ACSSF","ca","150","00","0017103",,,,,"06","037",,,"191901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371919012","Block Group 2",,,,52404
"060371919021","Block Group 1, Census Tract 1919.02, Los Angeles County, California","ACSSF","ca","150","00","0017104",,,,,"06","037",,,"191902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371919021","Block Group 1",,,,93162
"060371919022","Block Group 2, Census Tract 1919.02, Los Angeles County, California","ACSSF","ca","150","00","0017105",,,,,"06","037",,,"191902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371919022","Block Group 2",,,,87396
"060371920011","Block Group 1, Census Tract 1920.01, Los Angeles County, California","ACSSF","ca","150","00","0017106",,,,,"06","037",,,"192001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371920011","Block Group 1",,,,75985
"060371920012","Block Group 2, Census Tract 1920.01, Los Angeles County, California","ACSSF","ca","150","00","0017107",,,,,"06","037",,,"192001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371920012","Block Group 2",,,,95375
"060371920021","Block Group 1, Census Tract 1920.02, Los Angeles County, California","ACSSF","ca","150","00","0017108",,,,,"06","037",,,"192002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371920021","Block Group 1",,,,85921
"060371920022","Block Group 2, Census Tract 1920.02, Los Angeles County, California","ACSSF","ca","150","00","0017109",,,,,"06","037",,,"192002","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371920022","Block Group 2",,,,140625
"060371920023","Block Group 3, Census Tract 1920.02, Los Angeles County, California","ACSSF","ca","150","00","0017110",,,,,"06","037",,,"192002","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371920023","Block Group 3",,,,112656
"060371923001","Block Group 1, Census Tract 1923, Los Angeles County, California","ACSSF","ca","150","00","0017111",,,,,"06","037",,,"192300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371923001","Block Group 1",,,,148056
"060371923002","Block Group 2, Census Tract 1923, Los Angeles County, California","ACSSF","ca","150","00","0017112",,,,,"06","037",,,"192300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371923002","Block Group 2",,,,
"060371923003","Block Group 3, Census Tract 1923, Los Angeles County, California","ACSSF","ca","150","00","0017113",,,,,"06","037",,,"192300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371923003","Block Group 3",,,,74276
"060371924101","Block Group 1, Census Tract 1924.10, Los Angeles County, California","ACSSF","ca","150","00","0017114",,,,,"06","037",,,"192410","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371924101","Block Group 1",,,,83281
"060371924102","Block Group 2, Census Tract 1924.10, Los Angeles County, California","ACSSF","ca","150","00","0017115",,,,,"06","037",,,"192410","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371924102","Block Group 2",,,,66250
"060371924103","Block Group 3, Census Tract 1924.10, Los Angeles County, California","ACSSF","ca","150","00","0017116",,,,,"06","037",,,"192410","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371924103","Block Group 3",,,,
"060371924104","Block Group 4, Census Tract 1924.10, Los Angeles County, California","ACSSF","ca","150","00","0017117",,,,,"06","037",,,"192410","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371924104","Block Group 4",,,,128375
"060371924201","Block Group 1, Census Tract 1924.20, Los Angeles County, California","ACSSF","ca","150","00","0017118",,,,,"06","037",,,"192420","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371924201","Block Group 1",,,,
"060371924202","Block Group 2, Census Tract 1924.20, Los Angeles County, California","ACSSF","ca","150","00","0017119",,,,,"06","037",,,"192420","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371924202","Block Group 2",,,,61480
"060371925101","Block Group 1, Census Tract 1925.10, Los Angeles County, California","ACSSF","ca","150","00","0017120",,,,,"06","037",,,"192510","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371925101","Block Group 1",,,,62770
"060371925102","Block Group 2, Census Tract 1925.10, Los Angeles County, California","ACSSF","ca","150","00","0017121",,,,,"06","037",,,"192510","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371925102","Block Group 2",,,,51481
"060371925201","Block Group 1, Census Tract 1925.20, Los Angeles County, California","ACSSF","ca","150","00","0017122",,,,,"06","037",,,"192520","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371925201","Block Group 1",,,,51188
"060371925202","Block Group 2, Census Tract 1925.20, Los Angeles County, California","ACSSF","ca","150","00","0017123",,,,,"06","037",,,"192520","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371925202","Block Group 2",,,,59223
"060371926101","Block Group 1, Census Tract 1926.10, Los Angeles County, California","ACSSF","ca","150","00","0017124",,,,,"06","037",,,"192610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371926101","Block Group 1",,,,32476
"060371926102","Block Group 2, Census Tract 1926.10, Los Angeles County, California","ACSSF","ca","150","00","0017125",,,,,"06","037",,,"192610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371926102","Block Group 2",,,,49405
"060371926103","Block Group 3, Census Tract 1926.10, Los Angeles County, California","ACSSF","ca","150","00","0017126",,,,,"06","037",,,"192610","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371926103","Block Group 3",,,,45580
"060371926201","Block Group 1, Census Tract 1926.20, Los Angeles County, California","ACSSF","ca","150","00","0017127",,,,,"06","037",,,"192620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371926201","Block Group 1",,,,42813
"060371926202","Block Group 2, Census Tract 1926.20, Los Angeles County, California","ACSSF","ca","150","00","0017128",,,,,"06","037",,,"192620","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371926202","Block Group 2",,,,56719
"060371927001","Block Group 1, Census Tract 1927, Los Angeles County, California","ACSSF","ca","150","00","0017129",,,,,"06","037",,,"192700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371927001","Block Group 1",,,,73521
"060371927002","Block Group 2, Census Tract 1927, Los Angeles County, California","ACSSF","ca","150","00","0017130",,,,,"06","037",,,"192700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371927002","Block Group 2",,,,49679
"060371941011","Block Group 1, Census Tract 1941.01, Los Angeles County, California","ACSSF","ca","150","00","0017131",,,,,"06","037",,,"194101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371941011","Block Group 1",,,,103333
"060371941012","Block Group 2, Census Tract 1941.01, Los Angeles County, California","ACSSF","ca","150","00","0017132",,,,,"06","037",,,"194101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371941012","Block Group 2",,,,83021
"060371941021","Block Group 1, Census Tract 1941.02, Los Angeles County, California","ACSSF","ca","150","00","0017133",,,,,"06","037",,,"194102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371941021","Block Group 1",,,,157917
"060371941022","Block Group 2, Census Tract 1941.02, Los Angeles County, California","ACSSF","ca","150","00","0017134",,,,,"06","037",,,"194102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371941022","Block Group 2",,,,95369
"060371941023","Block Group 3, Census Tract 1941.02, Los Angeles County, California","ACSSF","ca","150","00","0017135",,,,,"06","037",,,"194102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371941023","Block Group 3",,,,146058
"060371942001","Block Group 1, Census Tract 1942, Los Angeles County, California","ACSSF","ca","150","00","0017136",,,,,"06","037",,,"194200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371942001","Block Group 1",,,,221923
"060371942002","Block Group 2, Census Tract 1942, Los Angeles County, California","ACSSF","ca","150","00","0017137",,,,,"06","037",,,"194200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371942002","Block Group 2",,,,200750
"060371942003","Block Group 3, Census Tract 1942, Los Angeles County, California","ACSSF","ca","150","00","0017138",,,,,"06","037",,,"194200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371942003","Block Group 3",,,,
"060371943001","Block Group 1, Census Tract 1943, Los Angeles County, California","ACSSF","ca","150","00","0017139",,,,,"06","037",,,"194300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371943001","Block Group 1",,,,239063
"060371943002","Block Group 2, Census Tract 1943, Los Angeles County, California","ACSSF","ca","150","00","0017140",,,,,"06","037",,,"194300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371943002","Block Group 2",,,,250001
"060371943003","Block Group 3, Census Tract 1943, Los Angeles County, California","ACSSF","ca","150","00","0017141",,,,,"06","037",,,"194300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371943003","Block Group 3",,,,136211
"060371944011","Block Group 1, Census Tract 1944.01, Los Angeles County, California","ACSSF","ca","150","00","0017142",,,,,"06","037",,,"194401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371944011","Block Group 1",,,,102361
"060371944012","Block Group 2, Census Tract 1944.01, Los Angeles County, California","ACSSF","ca","150","00","0017143",,,,,"06","037",,,"194401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371944012","Block Group 2",,,,81691
"060371944021","Block Group 1, Census Tract 1944.02, Los Angeles County, California","ACSSF","ca","150","00","0017144",,,,,"06","037",,,"194402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371944021","Block Group 1",,,,103625
"060371944022","Block Group 2, Census Tract 1944.02, Los Angeles County, California","ACSSF","ca","150","00","0017145",,,,,"06","037",,,"194402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371944022","Block Group 2",,,,89554
"060371944023","Block Group 3, Census Tract 1944.02, Los Angeles County, California","ACSSF","ca","150","00","0017146",,,,,"06","037",,,"194402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371944023","Block Group 3",,,,122591
"060371945001","Block Group 1, Census Tract 1945, Los Angeles County, California","ACSSF","ca","150","00","0017147",,,,,"06","037",,,"194500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371945001","Block Group 1",,,,83341
"060371945002","Block Group 2, Census Tract 1945, Los Angeles County, California","ACSSF","ca","150","00","0017148",,,,,"06","037",,,"194500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371945002","Block Group 2",,,,139375
"060371951001","Block Group 1, Census Tract 1951, Los Angeles County, California","ACSSF","ca","150","00","0017149",,,,,"06","037",,,"195100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371951001","Block Group 1",,,,143724
"060371951002","Block Group 2, Census Tract 1951, Los Angeles County, California","ACSSF","ca","150","00","0017150",,,,,"06","037",,,"195100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371951002","Block Group 2",,,,101250
"060371951003","Block Group 3, Census Tract 1951, Los Angeles County, California","ACSSF","ca","150","00","0017151",,,,,"06","037",,,"195100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371951003","Block Group 3",,,,134423
"060371951004","Block Group 4, Census Tract 1951, Los Angeles County, California","ACSSF","ca","150","00","0017152",,,,,"06","037",,,"195100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371951004","Block Group 4",,,,155833
"060371952011","Block Group 1, Census Tract 1952.01, Los Angeles County, California","ACSSF","ca","150","00","0017153",,,,,"06","037",,,"195201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371952011","Block Group 1",,,,95486
"060371952012","Block Group 2, Census Tract 1952.01, Los Angeles County, California","ACSSF","ca","150","00","0017154",,,,,"06","037",,,"195201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371952012","Block Group 2",,,,105227
"060371952021","Block Group 1, Census Tract 1952.02, Los Angeles County, California","ACSSF","ca","150","00","0017155",,,,,"06","037",,,"195202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371952021","Block Group 1",,,,136875
"060371952022","Block Group 2, Census Tract 1952.02, Los Angeles County, California","ACSSF","ca","150","00","0017156",,,,,"06","037",,,"195202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371952022","Block Group 2",,,,202865
"060371952023","Block Group 3, Census Tract 1952.02, Los Angeles County, California","ACSSF","ca","150","00","0017157",,,,,"06","037",,,"195202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371952023","Block Group 3",,,,144444
"060371953001","Block Group 1, Census Tract 1953, Los Angeles County, California","ACSSF","ca","150","00","0017158",,,,,"06","037",,,"195300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371953001","Block Group 1",,,,71435
"060371953002","Block Group 2, Census Tract 1953, Los Angeles County, California","ACSSF","ca","150","00","0017159",,,,,"06","037",,,"195300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371953002","Block Group 2",,,,121204
"060371953003","Block Group 3, Census Tract 1953, Los Angeles County, California","ACSSF","ca","150","00","0017160",,,,,"06","037",,,"195300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371953003","Block Group 3",,,,57250
"060371954001","Block Group 1, Census Tract 1954, Los Angeles County, California","ACSSF","ca","150","00","0017161",,,,,"06","037",,,"195400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371954001","Block Group 1",,,,174000
"060371954002","Block Group 2, Census Tract 1954, Los Angeles County, California","ACSSF","ca","150","00","0017162",,,,,"06","037",,,"195400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371954002","Block Group 2",,,,58674
"060371954003","Block Group 3, Census Tract 1954, Los Angeles County, California","ACSSF","ca","150","00","0017163",,,,,"06","037",,,"195400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371954003","Block Group 3",,,,97132
"060371954004","Block Group 4, Census Tract 1954, Los Angeles County, California","ACSSF","ca","150","00","0017164",,,,,"06","037",,,"195400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371954004","Block Group 4",,,,109643
"060371955001","Block Group 1, Census Tract 1955, Los Angeles County, California","ACSSF","ca","150","00","0017165",,,,,"06","037",,,"195500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371955001","Block Group 1",,,,118284
"060371955002","Block Group 2, Census Tract 1955, Los Angeles County, California","ACSSF","ca","150","00","0017166",,,,,"06","037",,,"195500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371955002","Block Group 2",,,,147591
"060371955003","Block Group 3, Census Tract 1955, Los Angeles County, California","ACSSF","ca","150","00","0017167",,,,,"06","037",,,"195500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371955003","Block Group 3",,,,68811
"060371955004","Block Group 4, Census Tract 1955, Los Angeles County, California","ACSSF","ca","150","00","0017168",,,,,"06","037",,,"195500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371955004","Block Group 4",,,,66250
"060371956001","Block Group 1, Census Tract 1956, Los Angeles County, California","ACSSF","ca","150","00","0017169",,,,,"06","037",,,"195600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371956001","Block Group 1",,,,
"060371956002","Block Group 2, Census Tract 1956, Los Angeles County, California","ACSSF","ca","150","00","0017170",,,,,"06","037",,,"195600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371956002","Block Group 2",,,,52604
"060371956003","Block Group 3, Census Tract 1956, Los Angeles County, California","ACSSF","ca","150","00","0017171",,,,,"06","037",,,"195600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371956003","Block Group 3",,,,95500
"060371956004","Block Group 4, Census Tract 1956, Los Angeles County, California","ACSSF","ca","150","00","0017172",,,,,"06","037",,,"195600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371956004","Block Group 4",,,,83889
"060371957101","Block Group 1, Census Tract 1957.10, Los Angeles County, California","ACSSF","ca","150","00","0017173",,,,,"06","037",,,"195710","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371957101","Block Group 1",,,,64172
"060371957102","Block Group 2, Census Tract 1957.10, Los Angeles County, California","ACSSF","ca","150","00","0017174",,,,,"06","037",,,"195710","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371957102","Block Group 2",,,,34286
"060371957103","Block Group 3, Census Tract 1957.10, Los Angeles County, California","ACSSF","ca","150","00","0017175",,,,,"06","037",,,"195710","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371957103","Block Group 3",,,,49089
"060371957201","Block Group 1, Census Tract 1957.20, Los Angeles County, California","ACSSF","ca","150","00","0017176",,,,,"06","037",,,"195720","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371957201","Block Group 1",,,,65329
"060371957202","Block Group 2, Census Tract 1957.20, Los Angeles County, California","ACSSF","ca","150","00","0017177",,,,,"06","037",,,"195720","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371957202","Block Group 2",,,,62292
"060371958021","Block Group 1, Census Tract 1958.02, Los Angeles County, California","ACSSF","ca","150","00","0017178",,,,,"06","037",,,"195802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371958021","Block Group 1",,,,72969
"060371958022","Block Group 2, Census Tract 1958.02, Los Angeles County, California","ACSSF","ca","150","00","0017179",,,,,"06","037",,,"195802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371958022","Block Group 2",,,,54250
"060371958031","Block Group 1, Census Tract 1958.03, Los Angeles County, California","ACSSF","ca","150","00","0017180",,,,,"06","037",,,"195803","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371958031","Block Group 1",,,,98636
"060371958032","Block Group 2, Census Tract 1958.03, Los Angeles County, California","ACSSF","ca","150","00","0017181",,,,,"06","037",,,"195803","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371958032","Block Group 2",,,,68125
"060371958041","Block Group 1, Census Tract 1958.04, Los Angeles County, California","ACSSF","ca","150","00","0017182",,,,,"06","037",,,"195804","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371958041","Block Group 1",,,,61429
"060371958042","Block Group 2, Census Tract 1958.04, Los Angeles County, California","ACSSF","ca","150","00","0017183",,,,,"06","037",,,"195804","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371958042","Block Group 2",,,,90809
"060371959011","Block Group 1, Census Tract 1959.01, Los Angeles County, California","ACSSF","ca","150","00","0017184",,,,,"06","037",,,"195901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371959011","Block Group 1",,,,68000
"060371959021","Block Group 1, Census Tract 1959.02, Los Angeles County, California","ACSSF","ca","150","00","0017185",,,,,"06","037",,,"195902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371959021","Block Group 1",,,,153750
"060371959022","Block Group 2, Census Tract 1959.02, Los Angeles County, California","ACSSF","ca","150","00","0017186",,,,,"06","037",,,"195902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371959022","Block Group 2",,,,72813
"060371959031","Block Group 1, Census Tract 1959.03, Los Angeles County, California","ACSSF","ca","150","00","0017187",,,,,"06","037",,,"195903","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371959031","Block Group 1",,,,74564
"060371959032","Block Group 2, Census Tract 1959.03, Los Angeles County, California","ACSSF","ca","150","00","0017188",,,,,"06","037",,,"195903","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371959032","Block Group 2",,,,67870
"060371972001","Block Group 1, Census Tract 1972, Los Angeles County, California","ACSSF","ca","150","00","0017189",,,,,"06","037",,,"197200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371972001","Block Group 1",,,,60976
"060371972002","Block Group 2, Census Tract 1972, Los Angeles County, California","ACSSF","ca","150","00","0017190",,,,,"06","037",,,"197200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371972002","Block Group 2",,,,67540
"060371972003","Block Group 3, Census Tract 1972, Los Angeles County, California","ACSSF","ca","150","00","0017191",,,,,"06","037",,,"197200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371972003","Block Group 3",,,,63750
"060371973001","Block Group 1, Census Tract 1973, Los Angeles County, California","ACSSF","ca","150","00","0017192",,,,,"06","037",,,"197300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371973001","Block Group 1",,,,85469
"060371973002","Block Group 2, Census Tract 1973, Los Angeles County, California","ACSSF","ca","150","00","0017193",,,,,"06","037",,,"197300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371973002","Block Group 2",,,,81528
