Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A10060_001,SE_A10060_002,SE_A10060_003
"060371904012","15000US060371904012","Block Group 2, Census Tract 1904.01, Los Angeles County, California","Block Group 2, Census Tract 1904.01, Los Angeles County, California","ca","150","00","ACSSF","0015312",,,,,"06","037",,,,"190401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,7,524
"060371904021","15000US060371904021","Block Group 1, Census Tract 1904.02, Los Angeles County, California","Block Group 1, Census Tract 1904.02, Los Angeles County, California","ca","150","00","ACSSF","0015313",,,,,"06","037",,,,"190402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301,11,1290
"060371905101","15000US060371905101","Block Group 1, Census Tract 1905.10, Los Angeles County, California","Block Group 1, Census Tract 1905.10, Los Angeles County, California","ca","150","00","ACSSF","0015314",,,,,"06","037",,,,"190510","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,9,1152
"060371905102","15000US060371905102","Block Group 2, Census Tract 1905.10, Los Angeles County, California","Block Group 2, Census Tract 1905.10, Los Angeles County, California","ca","150","00","ACSSF","0015315",,,,,"06","037",,,,"190510","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,0,608
"060371905201","15000US060371905201","Block Group 1, Census Tract 1905.20, Los Angeles County, California","Block Group 1, Census Tract 1905.20, Los Angeles County, California","ca","150","00","ACSSF","0015316",,,,,"06","037",,,,"190520","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,80,459
"060371905202","15000US060371905202","Block Group 2, Census Tract 1905.20, Los Angeles County, California","Block Group 2, Census Tract 1905.20, Los Angeles County, California","ca","150","00","ACSSF","0015317",,,,,"06","037",,,,"190520","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,66,1077
"060371907001","15000US060371907001","Block Group 1, Census Tract 1907, Los Angeles County, California","Block Group 1, Census Tract 1907, Los Angeles County, California","ca","150","00","ACSSF","0015318",,,,,"06","037",,,,"190700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,32,764
"060371907002","15000US060371907002","Block Group 2, Census Tract 1907, Los Angeles County, California","Block Group 2, Census Tract 1907, Los Angeles County, California","ca","150","00","ACSSF","0015319",,,,,"06","037",,,,"190700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,374
"060371907003","15000US060371907003","Block Group 3, Census Tract 1907, Los Angeles County, California","Block Group 3, Census Tract 1907, Los Angeles County, California","ca","150","00","ACSSF","0015320",,,,,"06","037",,,,"190700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,103,549
"060371908011","15000US060371908011","Block Group 1, Census Tract 1908.01, Los Angeles County, California","Block Group 1, Census Tract 1908.01, Los Angeles County, California","ca","150","00","ACSSF","0015321",,,,,"06","037",,,,"190801","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,51,591
"060371908012","15000US060371908012","Block Group 2, Census Tract 1908.01, Los Angeles County, California","Block Group 2, Census Tract 1908.01, Los Angeles County, California","ca","150","00","ACSSF","0015322",,,,,"06","037",,,,"190801","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,53,651
"060371908021","15000US060371908021","Block Group 1, Census Tract 1908.02, Los Angeles County, California","Block Group 1, Census Tract 1908.02, Los Angeles County, California","ca","150","00","ACSSF","0015323",,,,,"06","037",,,,"190802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,58,582
"060371908022","15000US060371908022","Block Group 2, Census Tract 1908.02, Los Angeles County, California","Block Group 2, Census Tract 1908.02, Los Angeles County, California","ca","150","00","ACSSF","0015324",,,,,"06","037",,,,"190802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,55,229
"060371908023","15000US060371908023","Block Group 3, Census Tract 1908.02, Los Angeles County, California","Block Group 3, Census Tract 1908.02, Los Angeles County, California","ca","150","00","ACSSF","0015325",,,,,"06","037",,,,"190802","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,14,412
"060371909011","15000US060371909011","Block Group 1, Census Tract 1909.01, Los Angeles County, California","Block Group 1, Census Tract 1909.01, Los Angeles County, California","ca","150","00","ACSSF","0015326",,,,,"06","037",,,,"190901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,225
"060371909012","15000US060371909012","Block Group 2, Census Tract 1909.01, Los Angeles County, California","Block Group 2, Census Tract 1909.01, Los Angeles County, California","ca","150","00","ACSSF","0015327",,,,,"06","037",,,,"190901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,62,798
"060371909013","15000US060371909013","Block Group 3, Census Tract 1909.01, Los Angeles County, California","Block Group 3, Census Tract 1909.01, Los Angeles County, California","ca","150","00","ACSSF","0015328",,,,,"06","037",,,,"190901","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,18,404
"060371909021","15000US060371909021","Block Group 1, Census Tract 1909.02, Los Angeles County, California","Block Group 1, Census Tract 1909.02, Los Angeles County, California","ca","150","00","ACSSF","0015329",,,,,"06","037",,,,"190902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,24,630
"060371909022","15000US060371909022","Block Group 2, Census Tract 1909.02, Los Angeles County, California","Block Group 2, Census Tract 1909.02, Los Angeles County, California","ca","150","00","ACSSF","0015330",,,,,"06","037",,,,"190902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,45,574
"060371909023","15000US060371909023","Block Group 3, Census Tract 1909.02, Los Angeles County, California","Block Group 3, Census Tract 1909.02, Los Angeles County, California","ca","150","00","ACSSF","0015331",,,,,"06","037",,,,"190902","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,19,298
"060371910001","15000US060371910001","Block Group 1, Census Tract 1910, Los Angeles County, California","Block Group 1, Census Tract 1910, Los Angeles County, California","ca","150","00","ACSSF","0015332",,,,,"06","037",,,,"191000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,62,497
"060371910002","15000US060371910002","Block Group 2, Census Tract 1910, Los Angeles County, California","Block Group 2, Census Tract 1910, Los Angeles County, California","ca","150","00","ACSSF","0015333",,,,,"06","037",,,,"191000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,16,870
"060371910003","15000US060371910003","Block Group 3, Census Tract 1910, Los Angeles County, California","Block Group 3, Census Tract 1910, Los Angeles County, California","ca","150","00","ACSSF","0015334",,,,,"06","037",,,,"191000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,171,439
"060371911101","15000US060371911101","Block Group 1, Census Tract 1911.10, Los Angeles County, California","Block Group 1, Census Tract 1911.10, Los Angeles County, California","ca","150","00","ACSSF","0015335",,,,,"06","037",,,,"191110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,13,844
"060371911102","15000US060371911102","Block Group 2, Census Tract 1911.10, Los Angeles County, California","Block Group 2, Census Tract 1911.10, Los Angeles County, California","ca","150","00","ACSSF","0015336",,,,,"06","037",,,,"191110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,20,270
"060371911201","15000US060371911201","Block Group 1, Census Tract 1911.20, Los Angeles County, California","Block Group 1, Census Tract 1911.20, Los Angeles County, California","ca","150","00","ACSSF","0015337",,,,,"06","037",,,,"191120","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,82,890
"060371911202","15000US060371911202","Block Group 2, Census Tract 1911.20, Los Angeles County, California","Block Group 2, Census Tract 1911.20, Los Angeles County, California","ca","150","00","ACSSF","0015338",,,,,"06","037",,,,"191120","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,84,590
"060371912011","15000US060371912011","Block Group 1, Census Tract 1912.01, Los Angeles County, California","Block Group 1, Census Tract 1912.01, Los Angeles County, California","ca","150","00","ACSSF","0015339",,,,,"06","037",,,,"191201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,42,862
"060371912012","15000US060371912012","Block Group 2, Census Tract 1912.01, Los Angeles County, California","Block Group 2, Census Tract 1912.01, Los Angeles County, California","ca","150","00","ACSSF","0015340",,,,,"06","037",,,,"191201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,29,800
"060371912031","15000US060371912031","Block Group 1, Census Tract 1912.03, Los Angeles County, California","Block Group 1, Census Tract 1912.03, Los Angeles County, California","ca","150","00","ACSSF","0015341",,,,,"06","037",,,,"191203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,7,772
"060371912032","15000US060371912032","Block Group 2, Census Tract 1912.03, Los Angeles County, California","Block Group 2, Census Tract 1912.03, Los Angeles County, California","ca","150","00","ACSSF","0015342",,,,,"06","037",,,,"191203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,48,358
"060371912041","15000US060371912041","Block Group 1, Census Tract 1912.04, Los Angeles County, California","Block Group 1, Census Tract 1912.04, Los Angeles County, California","ca","150","00","ACSSF","0015343",,,,,"06","037",,,,"191204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,85,752
"060371913011","15000US060371913011","Block Group 1, Census Tract 1913.01, Los Angeles County, California","Block Group 1, Census Tract 1913.01, Los Angeles County, California","ca","150","00","ACSSF","0015344",,,,,"06","037",,,,"191301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,19,254
"060371913012","15000US060371913012","Block Group 2, Census Tract 1913.01, Los Angeles County, California","Block Group 2, Census Tract 1913.01, Los Angeles County, California","ca","150","00","ACSSF","0015345",,,,,"06","037",,,,"191301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,63,575
"060371913021","15000US060371913021","Block Group 1, Census Tract 1913.02, Los Angeles County, California","Block Group 1, Census Tract 1913.02, Los Angeles County, California","ca","150","00","ACSSF","0015346",,,,,"06","037",,,,"191302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,103,665
"060371913022","15000US060371913022","Block Group 2, Census Tract 1913.02, Los Angeles County, California","Block Group 2, Census Tract 1913.02, Los Angeles County, California","ca","150","00","ACSSF","0015347",,,,,"06","037",,,,"191302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,158
"060371914101","15000US060371914101","Block Group 1, Census Tract 1914.10, Los Angeles County, California","Block Group 1, Census Tract 1914.10, Los Angeles County, California","ca","150","00","ACSSF","0015348",,,,,"06","037",,,,"191410","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,0,676
"060371914102","15000US060371914102","Block Group 2, Census Tract 1914.10, Los Angeles County, California","Block Group 2, Census Tract 1914.10, Los Angeles County, California","ca","150","00","ACSSF","0015349",,,,,"06","037",,,,"191410","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,21,906
"060371914201","15000US060371914201","Block Group 1, Census Tract 1914.20, Los Angeles County, California","Block Group 1, Census Tract 1914.20, Los Angeles County, California","ca","150","00","ACSSF","0015350",,,,,"06","037",,,,"191420","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,17,764
"060371914202","15000US060371914202","Block Group 2, Census Tract 1914.20, Los Angeles County, California","Block Group 2, Census Tract 1914.20, Los Angeles County, California","ca","150","00","ACSSF","0015351",,,,,"06","037",,,,"191420","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,34,331
"060371915001","15000US060371915001","Block Group 1, Census Tract 1915, Los Angeles County, California","Block Group 1, Census Tract 1915, Los Angeles County, California","ca","150","00","ACSSF","0015352",,,,,"06","037",,,,"191500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,111,222
"060371915002","15000US060371915002","Block Group 2, Census Tract 1915, Los Angeles County, California","Block Group 2, Census Tract 1915, Los Angeles County, California","ca","150","00","ACSSF","0015353",,,,,"06","037",,,,"191500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,107,444
"060371915003","15000US060371915003","Block Group 3, Census Tract 1915, Los Angeles County, California","Block Group 3, Census Tract 1915, Los Angeles County, California","ca","150","00","ACSSF","0015354",,,,,"06","037",,,,"191500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,54,799
"060371916101","15000US060371916101","Block Group 1, Census Tract 1916.10, Los Angeles County, California","Block Group 1, Census Tract 1916.10, Los Angeles County, California","ca","150","00","ACSSF","0015355",,,,,"06","037",,,,"191610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,100,704
"060371916102","15000US060371916102","Block Group 2, Census Tract 1916.10, Los Angeles County, California","Block Group 2, Census Tract 1916.10, Los Angeles County, California","ca","150","00","ACSSF","0015356",,,,,"06","037",,,,"191610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,115,536
"060371916201","15000US060371916201","Block Group 1, Census Tract 1916.20, Los Angeles County, California","Block Group 1, Census Tract 1916.20, Los Angeles County, California","ca","150","00","ACSSF","0015357",,,,,"06","037",,,,"191620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151,66,1085
"060371917101","15000US060371917101","Block Group 1, Census Tract 1917.10, Los Angeles County, California","Block Group 1, Census Tract 1917.10, Los Angeles County, California","ca","150","00","ACSSF","0015358",,,,,"06","037",,,,"191710","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,50,386
"060371917102","15000US060371917102","Block Group 2, Census Tract 1917.10, Los Angeles County, California","Block Group 2, Census Tract 1917.10, Los Angeles County, California","ca","150","00","ACSSF","0015359",,,,,"06","037",,,,"191710","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,34,764
"060371917201","15000US060371917201","Block Group 1, Census Tract 1917.20, Los Angeles County, California","Block Group 1, Census Tract 1917.20, Los Angeles County, California","ca","150","00","ACSSF","0015360",,,,,"06","037",,,,"191720","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,33,643
"060371917202","15000US060371917202","Block Group 2, Census Tract 1917.20, Los Angeles County, California","Block Group 2, Census Tract 1917.20, Los Angeles County, California","ca","150","00","ACSSF","0015361",,,,,"06","037",,,,"191720","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,50,525
"060371918101","15000US060371918101","Block Group 1, Census Tract 1918.10, Los Angeles County, California","Block Group 1, Census Tract 1918.10, Los Angeles County, California","ca","150","00","ACSSF","0015362",,,,,"06","037",,,,"191810","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,10,470
"060371918102","15000US060371918102","Block Group 2, Census Tract 1918.10, Los Angeles County, California","Block Group 2, Census Tract 1918.10, Los Angeles County, California","ca","150","00","ACSSF","0015363",,,,,"06","037",,,,"191810","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,7,446
"060371918103","15000US060371918103","Block Group 3, Census Tract 1918.10, Los Angeles County, California","Block Group 3, Census Tract 1918.10, Los Angeles County, California","ca","150","00","ACSSF","0015364",,,,,"06","037",,,,"191810","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,55,231
"060371918201","15000US060371918201","Block Group 1, Census Tract 1918.20, Los Angeles County, California","Block Group 1, Census Tract 1918.20, Los Angeles County, California","ca","150","00","ACSSF","0015365",,,,,"06","037",,,,"191820","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,109,273
"060371918202","15000US060371918202","Block Group 2, Census Tract 1918.20, Los Angeles County, California","Block Group 2, Census Tract 1918.20, Los Angeles County, California","ca","150","00","ACSSF","0015366",,,,,"06","037",,,,"191820","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,18,464
"060371918203","15000US060371918203","Block Group 3, Census Tract 1918.20, Los Angeles County, California","Block Group 3, Census Tract 1918.20, Los Angeles County, California","ca","150","00","ACSSF","0015367",,,,,"06","037",,,,"191820","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,23,348
"060371919011","15000US060371919011","Block Group 1, Census Tract 1919.01, Los Angeles County, California","Block Group 1, Census Tract 1919.01, Los Angeles County, California","ca","150","00","ACSSF","0015368",,,,,"06","037",,,,"191901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,59,671
"060371919012","15000US060371919012","Block Group 2, Census Tract 1919.01, Los Angeles County, California","Block Group 2, Census Tract 1919.01, Los Angeles County, California","ca","150","00","ACSSF","0015369",,,,,"06","037",,,,"191901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,32,887
"060371919021","15000US060371919021","Block Group 1, Census Tract 1919.02, Los Angeles County, California","Block Group 1, Census Tract 1919.02, Los Angeles County, California","ca","150","00","ACSSF","0015370",,,,,"06","037",,,,"191902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,231,547
